,1,2U,2D,3
1,0.11330698287220026,0.3662714097496706,0.2997364953886693,0.2206851119894598
2U,0.21936783780380303,0.43117995214708477,0.26369474877219495,0.08575746127691726
2D,0.2406750815487165,0.28832789675223375,0.39824138420082256,0.07275563749822721
3,0.25830099180681326,0.351875808538163,0.33807675722294095,0.0517464424320828
