,1,2U,2D,3
1,0.08414382552313587,0.39272030651340994,0.33156498673740054,0.19157088122605365
2U,0.17523427041499332,0.46244979919678714,0.27603748326639893,0.08627844712182062
2D,0.19356969830433826,0.29707112970711297,0.43544006459663803,0.07391910739191074
3,0.2593893542285869,0.35666036206430696,0.3555795730883545,0.02837071061875169
