,1,2U,2D,3
1,0.0768,0.39924897959183675,0.38034285714285715,0.14360816326530612
2U,0.14373153477641631,0.4851866238214626,0.2892639806019516,0.08181786080016949
2D,0.14812909547430952,0.29967542409210607,0.47210484414232345,0.08009063629126095
3,0.21374703727644903,0.3793363499245852,0.3705020469726352,0.036414565826330535
