,1,2U,2D,3
1,0.06043550470566525,0.41871193947222735,0.3539398412991327,0.1669127145229747
2U,0.1451109395455003,0.48880534389580743,0.27669430364875297,0.08938941290993924
2D,0.16005014625992478,0.3116666033506819,0.4477833073737796,0.08049994301561372
3,0.23980780430984275,0.36211415259172974,0.35774606872451953,0.04033197437390798
