,1,2U,2D,3
1,0.10267328300115186,0.39312054066152424,0.37767696784090227,0.1265292084964216
2U,0.17973996564110573,0.4648114165235046,0.28508365219428394,0.07036496564110573
2D,0.1813449200653027,0.29846701627219313,0.4500946176200167,0.07009344604248752
3,0.23763545598441496,0.36667478387921587,0.3640813344697431,0.03160842566662608
