,1,2U,2D,3
1,0.04983388704318937,0.4485049833887043,0.33222591362126247,0.16943521594684385
2U,0.1042319749216301,0.5219435736677116,0.2711598746081505,0.10266457680250783
2D,0.09848484848484848,0.4145021645021645,0.4101731601731602,0.07683982683982683
3,0.23308270676691728,0.34962406015037595,0.3684210526315789,0.04887218045112782
