,1,2U,2D,3
1,0.07077172737107826,0.4066895059502344,0.356833754056978,0.16570501262170934
2U,0.14860210696920584,0.47771474878444087,0.28508238789843326,0.08860075634792004
2D,0.15753721636074577,0.30217516982222864,0.4596401214048273,0.08064749241219829
3,0.2234426940309293,0.37505419858361033,0.3689839572192513,0.03251915016620899
