,1,2U,2D,3
1,0.11132651678600836,0.3889132088844418,0.3747277029069343,0.1250325714226155
2U,0.1872429087963618,0.45991938986127445,0.28362374778590493,0.06921395355645882
2D,0.18552356482531046,0.2938512305095846,0.450409330209829,0.07021587445527595
3,0.2425352452102663,0.36247740691649594,0.36180262682250874,0.033184721050729005
