,1,2U,2D,3
1,0.07440568076566842,0.40969435010805805,0.3331275084902748,0.18277246063599875
2U,0.16742140841372974,0.48113145632342325,0.26448776005775415,0.08695937520509286
2D,0.1901081916537867,0.3081143740340031,0.4245749613601236,0.07720247295208656
3,0.27245095330201713,0.3495440729483283,0.3473335175462835,0.030671456203371097
