,1,2U,2D,3
1,0.0751228423837722,0.4060098273907018,0.368779135693587,0.15008819453193903
2U,0.1510008550312145,0.48045726600840977,0.28272251308900526,0.08581936587137051
2D,0.15327750141678737,0.3046281720294692,0.4587494490271393,0.08334487752660412
3,0.22082990961380444,0.3737674609695974,0.36626951520131473,0.03913311421528348
