,1,2U,2D,3
1,0.062203184654064624,0.42192010429276466,0.35459539994412886,0.16128131110904181
2U,0.14332008151538436,0.4833461397120235,0.28009220592656936,0.09324157284602279
2D,0.1541469591449108,0.3071393989050687,0.448921827864884,0.08979181408513649
3,0.22704646017699115,0.37154314159292035,0.36020464601769914,0.04120575221238938
