entry_time,exit_time,direction,entry_price,exit_price,exit_reason,base_score,strat_bonus,total_score,position_size,return_pct,mae,mfe,conditions
2024-01-02 09:30:00,2024-01-02 09:42:00,CALL,462.5016,461.7919,stop_loss,3,0,3,0.25,-0.0015344811780110556,-0.0014815083882953246,0.000529079250752912,"rsi_oversold_zone, below_vwap, near_below_emas"
2024-01-02 09:43:00,2024-01-02 10:13:00,CALL,461.7577,462.3645,time_stop,3,0,3,0.25,0.0013141091096044984,-0.0008056173183468605,0.0017169177687778672,"below_vwap, near_below_emas, stoch_rsi_oversold"
2024-01-02 10:21:00,2024-01-02 10:56:00,PUT,462.2226,461.7136,time_stop,3,0,3,0.25,0.0011012010230568876,-0.0002857930356498793,0.001895190758738271,"rsi_overbought_zone, above_vwap, near_above_emas"
2024-01-02 11:04:00,2024-01-02 11:39:00,PUT,462.0856,462.4037,time_stop,3,0,3,0.25,-0.000688400590713096,-0.0010591111257307936,0.00047675149366266514,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-02 11:43:00,2024-01-02 12:18:00,PUT,462.5701,462.9029,time_stop,3,0,3,0.25,-0.0007194585209894962,-0.0014810728146933344,0.0,"consecutive_up, above_vwap, near_above_emas"
2024-01-03 09:30:00,2024-01-03 10:00:00,CALL,460.4951,460.3679,time_stop,3,0,3,0.25,-0.000276224437567217,-0.0014028379455068212,0.0,"rsi_oversold_zone, below_vwap, near_below_emas"
2024-01-03 10:03:00,2024-01-03 10:38:00,PUT,460.5832,458.9486,time_stop,3,0,3,0.25,0.0035489787729990536,-0.0005390991247618863,0.0032940845432486523,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-03 11:00:00,2024-01-03 11:35:00,PUT,459.8491,459.7218,time_stop,4,0,4,0.25,0.0002768299426921743,-0.00010633923171754228,0.0008089610265628748,"consecutive_up, above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-03 12:25:00,2024-01-03 12:58:00,PUT,459.321,460.2406,stop_loss,4,0,4,0.25,-0.002002085687351429,-0.0018316166689526271,6.487837481853196e-05,"consecutive_up, rsi_overbought_zone, near_above_emas, stoch_rsi_overbought"
2024-01-03 12:59:00,2024-01-03 13:34:00,PUT,460.3189,460.1036,time_stop,4,0,4,0.25,0.000467719226822999,-0.0006591082834096332,0.00025525782234882564,"consecutive_up, above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-04 09:30:00,2024-01-04 10:01:00,PUT,458.5081,459.5779,stop_loss,3,0,3,0.25,-0.002333219413135747,-0.0015585329899296472,0.0,"consecutive_up, rsi_overbought_zone, near_above_emas"
2024-01-04 10:02:00,2024-01-04 10:37:00,PUT,459.3793,459.7903,time_stop,3,0,3,0.25,-0.0008946855028078134,-0.0015978081728976043,0.0,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-04 10:38:00,2024-01-04 11:13:00,PUT,459.8589,460.6223,time_stop,3,0,3,0.25,-0.0016600744271775322,-0.0014471830381014887,0.0002981349279094787,"rsi_overbought_zone, above_vwap, near_above_emas"
2024-01-04 11:14:00,2024-01-04 11:49:00,PUT,460.7593,460.0644,time_stop,3,0,3,0.25,0.0015081627218376673,-0.00032923914937800557,0.0013169565975120223,"above_vwap, near_above_emas, stoch_rsi_overbought"
