,0
2024-01-02,0.998765960705556
2024-01-03,1.0002536330847005
2024-01-04,0.9994478464409063
2024-01-05,0.9965446782552638
2024-01-08,0.9983399471300216
2024-01-09,0.9981615825692483
2024-01-10,0.9954414627443041
2024-01-11,0.9922358438602418
2024-01-12,0.9928699574061389
2024-01-16,0.9949600384571287
2024-01-17,0.9937332124572718
2024-01-18,0.9955787195250878
2024-01-19,0.9947357255073321
2024-01-22,0.9932306070402814
2024-01-23,0.9957854080666226
2024-01-24,0.9963688450601055
2024-01-25,0.9965982821927719
2024-01-26,0.9994754215091405
2024-01-29,0.99815147163562
2024-01-30,1.0023067187120007
2024-01-31,1.004259597263999
2024-02-01,1.006367163940337
2024-02-02,1.007125108729018
2024-02-05,1.0091041863494858
2024-02-06,1.008127770564887
2024-02-07,1.0070483341655487
2024-02-08,1.0073296732621384
2024-02-09,1.006636337180263
2024-02-12,1.0036799301412314
2024-02-13,1.0027739399662141
2024-02-14,1.0044315068531846
2024-02-15,1.0054284145675876
2024-02-16,1.0067638245367023
2024-02-20,1.0079469875521383
2024-02-21,1.0098175908585447
2024-02-22,1.010370982176601
2024-02-23,1.0107224611930334
2024-02-26,1.008881804861557
2024-02-27,1.0096772860034984
2024-02-28,1.0096588253535776
2024-02-29,1.0099243142775545
2024-03-01,1.0098384202515327
2024-03-04,1.0106784185590274
2024-03-05,1.010723849835999
2024-03-06,1.010068028375044
2024-03-07,1.0123770449700547
2024-03-08,1.0122421260437093
2024-03-11,1.0130377066065714
2024-03-12,1.0133498481927201
2024-03-13,1.0122084961028455
2024-03-14,1.0097753967327965
2024-03-15,1.0085858366235727
2024-03-18,1.010618882516392
2024-03-19,1.0113458585609907
2024-03-20,1.010530893063055
2024-03-21,1.0106061768932473
2024-03-22,1.009852416881219
2024-03-25,1.0096981065731994
2024-03-26,1.011004897982608
2024-03-27,1.0103798663099717
2024-03-28,1.0083854975298945
2024-04-01,1.0088212618649939
2024-04-02,1.0116568598123898
2024-04-03,1.0100252035118118
2024-04-04,1.0101162874992098
2024-04-05,1.0089664704458265
2024-04-08,1.0094412021634058
2024-04-09,1.0112470159842282
2024-04-10,1.012127627430596
2024-04-11,1.0118174845753072
2024-04-12,1.0143941428872163
2024-04-15,1.0161621317191813
2024-04-16,1.0195967025949784
2024-04-17,1.018286264128598
2024-04-18,1.0184215820826343
2024-04-19,1.018453184665196
2024-04-22,1.0191776977775802
2024-04-23,1.0155049576694275
2024-04-24,1.0164001279411476
2024-04-25,1.0167830512572031
2024-04-26,1.0176843634539552
2024-04-29,1.017733871366409
2024-04-30,1.0199512865478886
2024-05-01,1.0207876075734152
2024-05-02,1.01810871734356
2024-05-03,1.0221160349085356
2024-05-06,1.0213794121721127
2024-05-07,1.021182989259944
2024-05-08,1.021529427160527
2024-05-09,1.020798934365966
2024-05-10,1.0231358139660587
2024-05-13,1.023703053301202
2024-05-14,1.0246420633726356
2024-05-15,1.0244385836257537
2024-05-16,1.0240043358915658
2024-05-17,1.025447512532576
2024-05-20,1.0246008838024716
2024-05-21,1.023879214469812
2024-05-22,1.0238489598556642
2024-05-23,1.021611274165737
2024-05-24,1.0227674913042188
2024-05-28,1.0221292134791973
2024-05-29,1.0227314652570298
2024-05-30,1.0212379571038646
2024-05-31,1.0217323840425845
2024-06-03,1.0205445815703877
2024-06-04,1.021135962814107
2024-06-05,1.0200076267182372
2024-06-06,1.0211477771037436
2024-06-07,1.0199951674600054
2024-06-10,1.0193112950708312
2024-06-11,1.0171157839719693
2024-06-12,1.0145684771137866
2024-06-13,1.014496884863152
2024-06-14,1.0174326122172999
2024-06-17,1.0164889006659317
2024-06-18,1.0162502446554038
2024-06-20,1.0158336639973464
2024-06-21,1.0136759463674638
2024-06-24,1.0120516429532325
2024-06-25,1.0142491568981669
2024-06-26,1.0137830893976951
2024-06-27,1.014800109995896
2024-06-28,1.0165493328117872
