,0
2025-09-02,0.9988644073532279
2025-09-03,0.9988585760728146
2025-09-04,0.9990875338718662
2025-09-05,0.9999299337258885
2025-09-08,0.999884493166947
2025-09-09,1.0000690093166191
2025-09-10,0.9995394870846742
2025-09-11,0.9990286090053555
2025-09-12,0.9988738674704023
2025-09-15,0.9988969097639164
2025-09-16,0.9995008403222484
2025-09-17,0.9998021317819774
2025-09-18,0.9994089018286876
2025-09-19,0.9993683078987329
2025-09-22,0.9990665058500922
2025-09-23,0.9990247420324229
2025-09-24,0.999574562993991
2025-09-25,0.9990569187943101
2025-09-26,0.9989304265212112
2025-09-29,0.9988368383252219
2025-09-30,0.9989531517609127
2025-10-01,0.999069194185733
2025-10-02,0.9995379893003083
2025-10-03,0.99967422716521
2025-10-06,0.99967422716521
2025-10-07,0.9999781102548435
2025-10-08,0.9996299458465271
2025-10-09,1.0003921745210211
2025-10-10,1.0003917945369758
2025-10-13,0.9998063569817394
2025-10-14,0.998025928289687
2025-10-15,0.9969511725211022
2025-10-16,0.9970442682698278
2025-10-17,0.9960053432352008
2025-10-20,0.9956374749721612
2025-10-21,0.9960559743368658
2025-10-22,0.9961325416302781
2025-10-23,0.9958994090301558
2025-10-24,0.9953948185493723
2025-10-27,0.9952266422756952
2025-10-28,0.9952266422756952
2025-10-29,0.9951013130068649
2025-10-30,0.9943005382589991
2025-10-31,0.9949057612123907
2025-11-03,0.9949057612123907
2025-11-04,0.9949057612123907
2025-11-05,0.9949057612123907
2025-11-06,0.9949057612123907
2025-11-07,0.9949057612123907
2025-11-10,0.9949057612123907
2025-11-11,0.9949057612123907
2025-11-12,0.9949057612123907
2025-11-13,0.9949057612123907
2025-11-14,0.9949057612123907
2025-11-17,0.9949057612123907
2025-11-18,0.9949057612123907
2025-11-19,0.9949057612123907
2025-11-20,0.9949057612123907
2025-11-21,0.9949057612123907
2025-11-24,0.9949057612123907
2025-11-25,0.9949057612123907
2025-11-26,0.9949057612123907
2025-11-28,0.9949057612123907
2025-12-01,0.9949057612123907
2025-12-02,0.9949057612123907
2025-12-03,0.9949057612123907
2025-12-04,0.9949057612123907
2025-12-05,0.9949057612123907
2025-12-08,0.9949057612123907
2025-12-09,0.9949057612123907
2025-12-10,0.9949057612123907
2025-12-11,0.9949057612123907
2025-12-12,0.9949057612123907
2025-12-15,0.9949057612123907
2025-12-16,0.9949057612123907
2025-12-17,0.9949057612123907
