,0
2015-01-02,1.0013495622473543
2015-01-05,1.0026666565225946
2015-01-06,1.0044825582579486
2015-01-07,1.00444347827527
2015-01-08,1.0040012355402597
2015-01-09,1.007643334360505
2015-01-12,1.0120249292486951
2015-01-13,1.0117430073566331
2015-01-14,1.0106451518650765
2015-01-15,1.0087620620503324
2015-01-16,1.0088016042446284
2015-01-20,1.0083796305577277
2015-01-21,1.009611443894184
2015-01-22,1.0071027721040822
2015-01-23,1.0073216428988612
2015-01-26,1.0066801689653786
2015-01-27,1.004023807220568
2015-01-28,1.008899190000845
2015-01-29,1.0081455798790018
2015-01-30,1.0060721584581604
2015-02-02,1.003360313899259
2015-02-03,1.0051378584549278
2015-02-04,1.0042116379007109
2015-02-05,1.0048933939886187
2015-02-06,1.0051862592784837
2015-02-09,1.0035863636020352
2015-02-10,1.0045389028113656
2015-02-11,1.0037000029928307
2015-02-12,1.0031490155691445
2015-02-13,1.0028779555613032
2015-02-17,1.002399729538427
2015-02-18,1.002198162552763
2015-02-19,1.0017772519035466
2015-02-20,1.0003571129276134
2015-02-23,1.0004961989882062
2015-02-24,1.000585543044871
2015-02-25,1.0004472151863755
2015-02-26,1.0004695916551118
2015-02-27,1.0000550068392202
2015-03-02,0.9991807481153769
2015-03-03,1.0000431324805306
2015-03-04,0.9992397671928178
2015-03-05,0.9991809315151015
2015-03-06,0.9998116931619789
2015-03-09,0.9987704278348104
2015-03-10,0.9983379718612424
2015-03-11,0.999166638425677
2015-03-12,0.9979563216739461
2015-03-13,0.9990925155996064
2015-03-16,0.9986676755537558
2015-03-17,0.9990902636417746
2015-03-18,0.9991740391156113
2015-03-19,0.9990495962596379
2015-03-20,0.9983358481641084
2015-03-23,0.9973234658622885
2015-03-24,0.9973625206013398
2015-03-25,0.9985347591153652
2015-03-26,0.9966680097987347
2015-03-27,0.9953060181329471
2015-03-30,0.9938315570071092
2015-03-31,0.9940698543988057
2015-04-01,0.9913826447628862
2015-04-02,0.9918255535050158
2015-04-06,0.9927993178160849
2015-04-07,0.9921932420957819
2015-04-08,0.9905264528860225
2015-04-09,0.990687392430734
2015-04-10,0.9896408949787703
2015-04-13,0.9892732175508432
2015-04-14,0.9907056723813606
2015-04-15,0.9911292348751304
2015-04-16,0.9903774504289797
2015-04-17,0.9904716339693383
2015-04-20,0.9901000254565036
2015-04-21,0.9910376042038856
2015-04-22,0.9899748479008564
2015-04-23,0.9890637775337896
2015-04-24,0.9890751798864782
2015-04-27,0.9901881919711474
2015-04-28,0.9872159162767553
