,0
2015-01-02,1.00311946286815
2015-01-05,1.0049086535252012
2015-01-06,1.008345227580278
2015-01-07,1.0076161442325553
2015-01-08,1.0072210275282378
2015-01-09,1.008706510094365
2015-01-12,1.0074264454416713
2015-01-13,1.0086865502960445
2015-01-14,1.0078349546386574
2015-01-15,1.0084613226518704
2015-01-16,1.007583863201017
2015-01-20,1.0095301158106509
2015-01-21,1.0104463089370896
2015-01-22,1.0077609005243653
2015-01-23,1.0085146421333837
2015-01-26,1.006801890834763
2015-01-27,1.0075512542394007
2015-01-28,1.0097419473146847
2015-01-29,1.0132053837508386
2015-01-30,1.0121846547752478
2015-02-02,1.0123127861811112
2015-02-03,1.0114649141885486
2015-02-04,1.0103036076566898
2015-02-05,1.0106470911958987
2015-02-06,1.011540741620957
2015-02-09,1.0101834024005636
2015-02-10,1.0093235576358444
2015-02-11,1.009279985932499
2015-02-12,1.0096684252457404
2015-02-13,1.0101151002792876
2015-02-17,1.0101416693395526
2015-02-18,1.0097031721051348
2015-02-19,1.0095404423841574
2015-02-20,1.00788783364438
2015-02-23,1.0072545670396942
2015-02-24,1.0070041502114524
2015-02-25,1.0068587576633998
2015-02-26,1.006309912337799
2015-02-27,1.005337949672814
2015-03-02,1.0050240024866868
2015-03-03,1.0056559966841283
2015-03-04,1.0055493581718777
2015-03-05,1.0067274751565263
2015-03-06,1.0085051376698806
2015-03-09,1.0074955762267177
2015-03-10,1.0069567333838496
2015-03-11,1.0074839020740733
2015-03-12,1.0064717878530316
2015-03-13,1.0080264545039537
2015-03-16,1.0072074231110886
2015-03-17,1.0087597102105745
2015-03-18,1.0085175050522188
2015-03-19,1.0086062049790325
2015-03-20,1.0085643784266147
2015-03-23,1.0090095494694444
2015-03-24,1.0095784436304687
2015-03-25,1.0122564372089158
2015-03-26,1.0111485418601964
2015-03-27,1.0101334555775108
2015-03-30,1.009232533056982
2015-03-31,1.0085080337556056
2015-04-01,1.008115140639149
2015-04-02,1.0074536090792328
2015-04-06,1.0063876895056638
2015-04-07,1.0055776883861047
2015-04-08,1.004886780839511
2015-04-09,1.0067103582775574
2015-04-10,1.0065001815458567
2015-04-13,1.0061227290659014
2015-04-14,1.004694029413983
2015-04-15,1.005004127608117
2015-04-16,1.004322570322761
2015-04-17,1.0066196012305635
2015-04-20,1.006764709672633
2015-04-21,1.0097222701850623
2015-04-22,1.0102597743785735
2015-04-23,1.0092227702070635
2015-04-24,1.0094343373686316
2015-04-27,1.0109940198288665
2015-04-28,1.0092677621474355
2015-04-29,1.0080343001458425
2015-04-30,1.0096164711177413
2015-05-01,1.0090567700584776
2015-05-04,1.0089374804343163
2015-05-05,1.0107063856571163
