entry_time,exit_time,direction,entry_price,exit_price,exit_reason,base_score,strat_bonus,total_score,position_size,return_pct,mae,mfe,conditions
2024-01-11 11:20:00,2024-01-11 11:55:00,PUT,401.6232,400.9844,time_stop,3,0,3,0.25,0.0015905455660928038,-4.929994084000917e-05,0.0027916713974690394,"consecutive_up, rsi_overbought_zone, near_above_emas"
2024-01-12 09:30:00,2024-01-12 09:45:00,PUT,406.3871,407.2488,stop_loss,3,0,3,0.25,-0.0021203921089031656,-0.0018278139242117804,0.00138906968257593,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-12 09:46:00,2024-01-12 10:00:00,PUT,407.0705,405.466,target,3,0,3,0.25,0.0039415776874029765,-0.00024320111626867187,0.0026884777943869858,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-12 10:07:00,2024-01-12 10:42:00,PUT,406.2292,405.2679,time_stop,4,0,4,0.25,0.002366398082658741,0.0,0.0031952405193915205,"consecutive_up, rsi_overbought_zone, above_vwap, near_above_emas"
2024-01-12 11:08:00,2024-01-12 11:43:00,PUT,405.6937,404.951,time_stop,3,0,3,0.25,0.0018306914798034988,-0.0011232612189936294,0.0023172654640680216,"consecutive_up, near_above_emas, stoch_rsi_overbought"
2024-01-12 11:50:00,2024-01-12 12:25:00,PUT,405.0302,404.6539,time_stop,3,0,3,0.25,0.0009290665239282352,-0.0007093298228132522,0.0014181658552867632,"rsi_overbought_zone, near_above_emas, stoch_rsi_overbought"
2024-01-16 09:30:00,2024-01-16 09:47:00,PUT,404.7628,403.2178,target,4,0,4,0.25,0.0038170503811121373,-0.00039158736919486374,0.003743674072815053,"consecutive_up, above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-16 09:48:00,2024-01-16 10:13:00,CALL,403.7229,404.9609,target,4,0,4,0.25,0.003066459693022119,-0.0013001491864841018,0.002575776603209889,"rsi_oversold_zone, below_vwap, near_below_emas, stoch_rsi_oversold"
2024-01-16 10:14:00,2024-01-16 10:22:00,PUT,404.9708,406.0405,stop_loss,4,0,4,0.25,-0.0026414250113835657,-0.0019811304913835825,0.00014667724191468214,"consecutive_up, above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-16 10:23:00,2024-01-16 10:46:00,PUT,405.9909,406.8031,stop_loss,3,0,3,0.25,-0.0020005374504698543,-0.001951767884452549,0.00017069348106077837,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-16 10:47:00,2024-01-16 11:12:00,PUT,406.9417,404.9906,target,4,0,4,0.25,0.004794544279930156,-0.0004624741086990957,0.003699301398701604,"consecutive_up, above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-17 09:30:00,2024-01-17 09:31:00,CALL,402.2373,401.5636,stop_loss,4,0,4,0.25,-0.0016748819664411945,0.0,0.0,"rsi_oversold_zone, below_vwap, near_below_emas, stoch_rsi_oversold"
2024-01-17 09:32:00,2024-01-17 09:44:00,CALL,401.0483,400.1871,stop_loss,4,0,4,0.25,-0.002147372274112611,-0.0012582025656260908,7.530265057858667e-05,"consecutive_down, below_vwap, near_below_emas, stoch_rsi_oversold"
2024-01-17 09:46:00,2024-01-17 10:00:00,CALL,400.0286,399.0977,stop_loss,3,0,3,0.25,-0.002327083613521654,-0.0013369044113344935,0.0001239911346338689,"below_vwap, near_below_emas, stoch_rsi_oversold"
2024-01-17 10:02:00,2024-01-17 10:14:00,PUT,399.5235,400.4941,stop_loss,3,0,3,0.25,-0.0024293940156210844,-0.0019318012582488506,0.0,"rsi_overbought_zone, near_above_emas, stoch_rsi_overbought"
2024-01-17 10:27:00,2024-01-17 11:02:00,PUT,400.7616,401.3558,time_stop,4,0,4,0.25,-0.0014826769830243234,-0.0013960918411345152,0.0016558472668039403,"consecutive_up, above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-18 09:33:00,2024-01-18 10:08:00,PUT,407.4865,406.6248,time_stop,3,0,3,0.25,0.002114671283588499,-0.0005298335036867069,0.0026226635729035895,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-18 10:11:00,2024-01-18 10:37:00,PUT,407.1397,408.051,stop_loss,3,0,3,0.25,-0.002238298058381393,-0.0013383612553626782,0.0012403604954269885,"rsi_overbought_zone, above_vwap, near_above_emas"
2024-01-18 10:38:00,2024-01-18 11:13:00,PUT,407.9511,408.1005,time_stop,3,0,3,0.25,-0.0003662203631759154,-0.0012646123518235098,0.0016367157730424672,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-18 11:14:00,2024-01-18 11:31:00,PUT,408.0609,408.9523,stop_loss,3,0,3,0.25,-0.0021844778561238678,-0.0016990111034897537,0.0,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-18 11:32:00,2024-01-18 12:04:00,PUT,408.8334,407.1596,target,3,0,3,0.25,0.0040940882031653275,-0.00033925799604442417,0.0031492045415075333,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-19 09:30:00,2024-01-19 10:00:00,CALL,411.0619,411.8047,time_stop,4,0,4,0.25,0.0018070271168406638,-0.0003615027323135217,0.0016143554048673227,"consecutive_down, below_vwap, near_below_emas, stoch_rsi_oversold"
2024-01-19 10:01:00,2024-01-19 10:36:00,PUT,411.8146,411.7454,time_stop,4,0,4,0.25,0.00016803678160018276,-0.00012019972094244156,0.002474657285098635,"consecutive_up, above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-19 10:37:00,2024-01-19 11:10:00,PUT,411.8047,412.7951,stop_loss,4,0,4,0.25,-0.0024050235463557493,-0.0019960918367371784,4.808104424265195e-05,"consecutive_up, above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-19 11:11:00,2024-01-19 11:46:00,PUT,412.9932,412.2801,time_stop,3,0,3,0.25,0.0017266628118816417,0.0,0.002182360387531785,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-19 11:47:00,2024-01-19 12:22:00,PUT,412.3197,413.0526,time_stop,3,0,3,0.25,-0.0017775042036554944,-0.0018973141472502133,6.014750204762825e-05,"rsi_overbought_zone, above_vwap, near_above_emas"
2024-01-22 09:30:00,2024-01-22 09:35:00,PUT,419.6587,420.55,stop_loss,3,0,3,0.25,-0.002123868753346472,-0.0017228285747442223,0.0,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-22 09:36:00,2024-01-22 09:42:00,CALL,419.8171,418.9654,stop_loss,3,0,3,0.25,-0.0020287406110899102,-0.0014825503772951853,0.0004718721557554726,"rsi_oversold_zone, below_vwap, near_below_emas"
2024-01-22 09:43:00,2024-01-22 10:13:00,CALL,418.6881,419.4804,time_stop,4,0,4,0.25,0.001892339428801427,0.0,0.00255464628681823,"consecutive_down, below_vwap, near_below_emas, stoch_rsi_oversold"
2024-01-22 10:14:00,2024-01-22 10:30:00,PUT,419.5547,417.9552,target,5,0,5,0.5,0.003812375358922292,0.0,0.0028921139484316,"consecutive_up, rsi_overbought_zone, above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-22 10:44:00,2024-01-22 11:19:00,PUT,418.0245,418.2523,time_stop,3,0,3,0.25,-0.0005449441360494469,-0.0005212613136311053,0.0017295636978215709,"rsi_overbought_zone, near_above_emas, stoch_rsi_overbought"
2024-01-23 09:31:00,2024-01-23 09:34:00,CALL,417.5986,416.7964,stop_loss,3,0,3,0.25,-0.0019209834515728041,-0.001422897490556723,0.0,"consecutive_down, below_vwap, near_below_emas"
2024-01-23 09:35:00,2024-01-23 09:55:00,CALL,416.9747,418.2722,target,3,0,3,0.25,0.0031116995827325106,0.0,0.0029666068468902867,"below_vwap, near_below_emas, stoch_rsi_oversold"
2024-01-23 09:56:00,2024-01-23 10:31:00,PUT,418.1433,417.6977,time_stop,3,0,3,0.25,0.0010656633742547425,-0.0003790566535443797,0.0025816508359693814,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-23 10:33:00,2024-01-23 11:08:00,PUT,417.5095,418.0344,time_stop,3,0,3,0.25,-0.0012572169016513454,-0.0015774491358878744,0.00011856017647508187,"rsi_overbought_zone, near_above_emas, stoch_rsi_overbought"
2024-01-23 11:10:00,2024-01-23 11:45:00,PUT,418.0245,417.5293,time_stop,3,0,3,0.25,0.0011846195617721239,-7.080924682648093e-05,0.002333834500130939,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-24 09:30:00,2024-01-24 10:05:00,PUT,422.9766,422.3922,time_stop,3,0,3,0.25,0.0013816367146551759,0.0,0.002224472937746436,"rsi_overbought_zone, above_vwap, near_above_emas"
2024-01-24 10:06:00,2024-01-24 10:15:00,PUT,422.6398,423.6302,stop_loss,3,0,3,0.25,-0.002343366620938261,-0.001663828158162194,0.0,"rsi_overbought_zone, above_vwap, near_above_emas"
2024-01-24 10:16:00,2024-01-24 10:39:00,PUT,423.6953,424.6008,stop_loss,3,0,3,0.25,-0.0021371490313912326,-0.0015994985075359952,0.0003172090887011751,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-24 10:40:00,2024-01-24 11:15:00,PUT,424.5909,423.4123,time_stop,3,0,3,0.25,0.0027758484696680037,-0.0011196660126254144,0.002705663263155179,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-24 11:16:00,2024-01-24 11:51:00,PUT,423.5881,424.3483,time_stop,3,0,3,0.25,-0.0017946679805216378,-0.0013855441170325942,0.0,"rsi_overbought_zone, above_vwap, near_above_emas"
2024-01-25 09:31:00,2024-01-25 10:01:00,CALL,423.2836,423.0459,time_stop,3,0,3,0.25,-0.000561562035476832,-0.0008658497517975505,0.0011932897943601577,"consecutive_down, near_below_emas, stoch_rsi_oversold"
2024-01-25 10:08:00,2024-01-25 10:21:00,PUT,423.4024,424.274,stop_loss,4,0,4,0.25,-0.0020585617842506345,-0.0018013596521890176,0.0,"rsi_overbought_zone, above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-25 10:22:00,2024-01-25 10:57:00,PUT,424.3631,423.8184,time_stop,4,0,4,0.25,0.0012835706026277439,-0.0003932952700175823,0.002240534108644127,"consecutive_up, above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-25 10:58:00,2024-01-25 11:33:00,PUT,423.9472,424.0165,time_stop,4,0,4,0.25,-0.00016346375208987904,-0.0007708507097110007,0.0013315337381636428,"consecutive_up, rsi_overbought_zone, above_vwap, near_above_emas"
2024-01-25 11:35:00,2024-01-25 12:10:00,PUT,424.1664,423.5015,time_stop,3,0,3,0.25,0.0015675451898122734,-0.0015611797634135667,0.002104598572635623,"rsi_overbought_zone, above_vwap, near_above_emas"
2024-01-26 09:30:00,2024-01-26 10:05:00,PUT,420.5005,419.3913,time_stop,5,0,5,0.5,0.0026378089919036653,-0.0002827582844728995,0.0023317451465575106,"consecutive_up, rsi_overbought_zone, above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-26 10:14:00,2024-01-26 10:28:00,PUT,420.0053,420.8769,stop_loss,4,0,4,0.25,-0.0020752119080402103,-0.0015564089310301915,0.0009545117644943498,"consecutive_up, rsi_overbought_zone, near_above_emas, stoch_rsi_overbought"
2024-01-26 10:29:00,2024-01-26 10:55:00,PUT,420.9165,421.9218,stop_loss,4,0,4,0.25,-0.0023883596865412354,-0.0019058411822773106,0.0,"consecutive_up, above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-26 10:59:00,2024-01-26 11:34:00,PUT,422.0258,421.7486,time_stop,3,0,3,0.25,0.0006568318808944701,0.0,0.0017953878649125238,"consecutive_up, above_vwap, near_above_emas"
2024-01-26 11:35:00,2024-01-26 12:10:00,PUT,421.6495,421.4117,time_stop,3,0,3,0.25,0.0005639755294385335,-0.0007985305330612453,0.0017618899109330458,"rsi_overbought_zone, above_vwap, near_above_emas"
2024-01-29 09:31:00,2024-01-29 10:01:00,CALL,420.0747,420.2034,time_stop,3,0,3,0.25,0.00030637408060990275,-0.00011807423774866254,0.00208653365698997,"rsi_oversold_zone, below_vwap, near_below_emas"
2024-01-29 10:10:00,2024-01-29 10:45:00,PUT,420.3866,420.1341,time_stop,4,0,4,0.25,0.0006006376035772732,-0.0006410765709468229,0.0013782551584659553,"consecutive_up, rsi_overbought_zone, near_above_emas, stoch_rsi_overbought"
2024-01-29 11:16:00,2024-01-29 11:51:00,PUT,420.3421,420.6887,time_stop,3,0,3,0.25,-0.0008245664662187459,-0.0010129844238775537,0.0008286107910675488,"above_vwap, near_above_emas, stoch_rsi_overbought"
2024-01-29 11:53:00,2024-01-29 12:28:00,PUT,420.8571,421.3523,time_stop,3,0,3,0.25,-0.0011766464198893429,-0.0016238290859296564,0.0,"above_vwap, near_above_emas, stoch_rsi_overbought"
