total_trades,win_rate,avg_win_pct,avg_loss_pct,profit_factor,expectancy_pct,max_drawdown_pct,sharpe_ratio,total_winners,total_losers,consecutive_periods,call_target,call_time_stop
618,0.43851132686084143,0.0025937640566784676,-0.0019654688530275684,1.0426522208425324,4.6527900924609455e-05,-0.008918614225159213,0.6822671458603017,271,343,4,0.002,35
618,0.4401294498381877,0.0025839364612982797,-0.001969745244134877,1.0433128768940942,4.721333977185132e-05,-0.008918614225159462,0.6923763792446942,272,342,4,0.002,40
618,0.4449838187702265,0.0027144912634926516,-0.001910816407066951,1.1523979636754489,0.00015973840690094315,-0.006791333455778552,2.2929709306237056,275,339,4,0.0025,20
618,0.44336569579288027,0.0027673661423717882,-0.0019299675730840727,1.1555487094016441,0.00016516075754253266,-0.006791333455778411,2.3509272542806636,274,340,4,0.0025,25
618,0.441747572815534,0.0027866215073852592,-0.0019350323187986341,1.1529169649264825,0.00016327127962110236,-0.006791333455778993,2.3546140217727425,273,341,4,0.0025,30
618,0.44336569579288027,0.0027924689063955036,-0.0019409110367956564,1.1594562399502752,0.0001702697861518524,-0.006791333455778718,2.436962987314284,274,340,4,0.0025,35
618,0.4449838187702265,0.002779857258172155,-0.0019451528301362689,1.1593158200385534,0.0001699901886426334,-0.0067913334557779675,2.438512988260038,275,339,4,0.0025,40
618,0.44336569579288027,0.0027506911474674714,-0.0019229615695615537,1.1527705437404976,0.00016162207241935097,-0.007929203136630104,2.2244810392327112,274,340,4,0.003,20
618,0.441747572815534,0.0028329858845668153,-0.001937885700964208,1.1703736096632722,0.00018217819167952405,-0.007929203136630203,2.483263116022521,273,341,4,0.003,25
618,0.43527508090614886,0.0028390685196343925,-0.0019287918892410033,1.1476875961845894,0.00015902302587945865,-0.008644515784081154,2.1888050864790864,269,345,4,0.003,30
618,0.4401294498381877,0.0028530807603716615,-0.0019490160808550581,1.1642371165324032,0.00017714315075835282,-0.007929203136630406,2.4304316875148895,272,342,4,0.003,35
618,0.4401294498381877,0.0028414800158152844,-0.001953040043937461,1.1571142874971145,0.0001698104680827601,-0.00792920313663046,2.334190296397732,272,342,4,0.003,40
618,0.44336569579288027,0.002745062823301497,-0.0019338063213332653,1.1439603142306198,0.0001531602982707115,-0.011820717418061876,2.0717316834328057,274,340,4,0.0035,20
618,0.4368932038834951,0.002817146968102487,-0.001929710697988459,1.1458364184001784,0.00015664919300912889,-0.012940224124433686,2.102495348041111,270,344,4,0.0035,25
618,0.42880258899676377,0.0028267581291792922,-0.0019195881071895227,1.1181525180838932,0.0001280819657336069,-0.013710615330744615,1.7577833649723018,265,349,4,0.0035,30
618,0.43527508090614886,0.0028335054673197823,-0.0019477201374095427,1.1343071913376876,0.00014603482735069432,-0.013095702784187474,1.9899270261584074,269,345,4,0.0035,35
618,0.4368932038834951,0.002816202865641708,-0.0019521985885492617,1.1322576489115574,0.00014371918974484643,-0.01247676525196145,1.9560623173355949,270,344,4,0.0035,40
618,0.4401294498381877,0.0028375510525196204,-0.001909044762575539,1.1821439672937135,0.00019242811890696188,-0.009791556386671485,2.410860396134995,272,342,4,0.004,20
618,0.4320388349514563,0.0028792748645610627,-0.001915261912599694,1.1567426277005162,0.00016856068797040439,-0.009968506308890011,2.1207122398386504,267,347,4,0.004,25
618,0.42071197411003236,0.002903498035266061,-0.001890978268605643,1.1277298722429625,0.00013835466356436614,-0.009999060461081585,1.7629825282473537,260,354,4,0.004,30
618,0.4255663430420712,0.0029023613263558594,-0.0019179647195983612,1.1370997615064693,0.00014892132196143136,-0.00938183390639269,1.882834094356938,263,350,4,0.004,35
618,0.4255663430420712,0.0029172844827708194,-0.0019148817077329365,1.1447865956871675,0.00015701815738219718,-0.00920736951745819,1.9431277394020534,263,350,4,0.004,40
