entry_time,exit_time,direction,entry_price,exit_price,exit_reason,base_score,strat_bonus,total_score,position_size,return_pct,mae,mfe,conditions
2025-09-02 13:34:00,2025-09-02 13:49:00,PUT,6373.990234375,6388.64990234375,stop_loss,3,0,3,0.25,-0.0022999200547390627,-0.001835538901229147,0.0,"rsi_overbought_zone, above_vwap, near_above_emas"
2025-09-02 13:50:00,2025-09-02 14:00:00,PUT,6394.72021484375,6409.06005859375,stop_loss,3,0,3,0.25,-0.0022424505323491127,-0.0014308526466116189,0.0,"consecutive_up, above_vwap, near_above_emas"
2025-09-03 13:32:00,2025-09-03 14:07:00,PUT,6440.259765625,6440.41015625,time_stop,3,0,3,0.25,-2.3351639603531617e-05,-0.00041926807469977223,0.0013275558748631123,"above_vwap, near_above_emas, stoch_rsi_overbought"
2025-09-04 13:31:00,2025-09-04 14:06:00,PUT,6456.60986328125,6450.68994140625,time_stop,4,0,4,0.25,0.0009168777423995532,-0.0011012515411433761,0.0008657552288840386,"consecutive_up, above_vwap, near_above_emas, stoch_rsi_overbought"
2025-09-05 13:31:00,2025-09-05 14:06:00,PUT,6531.83984375,6509.81005859375,time_stop,4,0,4,0.25,0.0033726768694932454,0.0,0.00334972738706014,"consecutive_up, above_vwap, near_above_emas, stoch_rsi_overbought"
2025-09-08 13:30:00,2025-09-08 14:05:00,PUT,6492.509765625,6493.68994140625,time_stop,3,0,3,0.25,-0.00018177497206065283,-0.0011382557725022676,0.00028954639736595504,"consecutive_up, near_above_emas, stoch_rsi_overbought"
2025-09-09 13:31:00,2025-09-09 14:06:00,PUT,6502.47998046875,6497.68017578125,time_stop,3,0,3,0.25,0.000738149860040629,-0.00034759874894486995,0.0011718786079139426,"consecutive_up, above_vwap, near_above_emas"
2025-09-10 13:31:00,2025-09-10 14:06:00,PUT,6539.18017578125,6553.02978515625,stop_loss,3,0,3,0.25,-0.002117942769996448,-0.0019972012152409744,0.0001361235957447301,"above_vwap, near_above_emas, stoch_rsi_overbought"
2025-09-11 13:31:00,2025-09-11 14:05:00,PUT,6554.27001953125,6567.669921875,stop_loss,3,0,3,0.25,-0.002044453814661169,-0.0019818753354746595,0.0011397478012790594,"above_vwap, near_above_emas, stoch_rsi_overbought"
2025-09-12 13:31:00,2025-09-12 14:06:00,PUT,6585.35986328125,6589.43994140625,time_stop,3,0,3,0.25,-0.0006195679825714252,-0.0008018200291440152,0.0007349399046491103,"rsi_overbought_zone, above_vwap, near_above_emas"
