entry_time,exit_time,direction,entry_price,exit_price,exit_reason,base_score,strat_bonus,total_score,position_size,return_pct,mae,mfe,ftfc_score,orb_trend,conditions
2015-01-02 09:31:00,2015-01-02 09:35:00,PUT,95.6146,95.8027,stop_loss,3,0,3,0.25,-0.001967272780516843,-0.0011556812453328447,0.0,0.0,0,"rsi_overbought_zone, above_vwap, near_above_emas"
2015-01-02 09:36:00,2015-01-02 09:54:00,PUT,95.8355,95.541,target,4,0,4,0.25,0.003072974002326897,-0.0006730282619698291,0.0023049913654126114,0.0,0,"rsi_overbought_zone, above_vwap, near_above_emas, stoch_rsi_overbought"
2015-01-02 09:55:00,2015-01-02 10:01:00,CALL,95.541,95.3937,stop_loss,4,0,4,0.25,-0.0015417464753352103,-0.00019363414659678117,0.0008666436399033502,0.0,0,"rsi_oversold_zone, below_vwap, near_below_emas, stoch_rsi_oversold"
2015-01-02 10:13:00,2015-01-02 10:31:00,PUT,95.4903,95.2004,target,3,0,3,0.25,0.00303591045373198,-0.0006272888450449831,0.002457841267647119,0.0,0,"consecutive_up, near_above_emas, stoch_rsi_overbought"
2015-01-02 10:56:00,2015-01-02 11:07:00,PUT,94.8598,94.5376,target,3,0,3,0.25,0.003396591601500418,0.0,0.002670256525946819,0.0,0,"consecutive_up, near_above_emas, stoch_rsi_overbought"
2015-01-05 09:32:00,2015-01-05 09:37:00,CALL,94.3259,94.1049,stop_loss,4,0,4,0.25,-0.002342940804169413,-0.0004887310908245752,0.0006827393112601313,0.0,0,"rsi_oversold_zone, below_vwap, near_below_emas, stoch_rsi_oversold"
2015-01-05 09:38:00,2015-01-05 09:44:00,CALL,94.197,94.4363,target,4,0,4,0.25,0.002540420607874986,-0.0006252853063261929,0.001270741106404605,0.0,0,"rsi_oversold_zone, below_vwap, near_below_emas, stoch_rsi_oversold"
2015-01-05 09:45:00,2015-01-05 09:51:00,PUT,94.3878,94.0589,target,4,0,4,0.25,0.0034845605046415363,0.0,0.002703739254437566,0.0,0,"rsi_overbought_zone, above_vwap, near_above_emas, stoch_rsi_overbought"
2015-01-05 09:52:00,2015-01-05 10:00:00,CALL,94.0314,93.8748,stop_loss,5,0,5,0.5,-0.0016654011319624255,-0.001176202842880199,0.00039029515672420255,0.0,0,"consecutive_down, rsi_oversold_zone, below_vwap, near_below_emas, stoch_rsi_oversold"
2015-01-05 10:07:00,2015-01-05 10:33:00,PUT,94.145,93.8564,target,3,0,3,0.25,0.0030654840936852985,-0.0002591746773593922,0.0026745976950449087,0.0,0,"rsi_overbought_zone, near_above_emas, stoch_rsi_overbought"
2015-01-06 09:30:00,2015-01-06 09:39:00,CALL,93.5112,93.3961,stop_loss,3,0,3,0.25,-0.0012308686018359105,-0.0007870714951791764,0.0012308686018359105,0.0,0,"below_vwap, near_below_emas, stoch_rsi_oversold"
2015-01-06 09:40:00,2015-01-06 10:01:00,CALL,93.3317,93.1936,stop_loss,4,0,4,0.25,-0.001479668751345945,-0.0007885852288129221,0.001775388212150867,0.0,0,"rsi_oversold_zone, below_vwap, near_below_emas, stoch_rsi_oversold"
2015-01-06 10:13:00,2015-01-06 10:16:00,PUT,93.3961,93.5434,stop_loss,3,0,3,0.25,-0.0015771536498847523,-0.0010846277307081863,0.0,0.0,0,"rsi_overbought_zone, near_above_emas, stoch_rsi_overbought"
2015-01-06 10:17:00,2015-01-06 10:44:00,PUT,93.502,93.1734,target,4,0,4,0.25,0.0035143633291265905,-0.0014277769459476585,0.0027079634660220377,0.0,0,"rsi_overbought_zone, above_vwap, near_above_emas, stoch_rsi_overbought"
2015-01-06 11:58:00,2015-01-06 12:06:00,PUT,92.4572,92.135,target,3,0,3,0.25,0.0034848556953919778,0.0,0.0027872356073945547,0.0,0,"consecutive_up, near_above_emas, stoch_rsi_overbought"
2015-01-07 09:31:00,2015-01-07 09:37:00,CALL,92.6137,92.9083,target,4,0,4,0.25,0.003180954869527971,-0.001093790659481209,0.002087164210046762,0.0,0,"rsi_oversold_zone, below_vwap, near_below_emas, stoch_rsi_oversold"
2015-01-07 09:38:00,2015-01-07 09:51:00,PUT,92.8806,93.0555,stop_loss,4,0,4,0.25,-0.0018830627709122663,-0.0008925437604838372,0.0013468905239630592,0.0,0,"rsi_overbought_zone, above_vwap, near_above_emas, stoch_rsi_overbought"
2015-01-07 09:52:00,2015-01-07 10:01:00,PUT,93.0647,93.2396,stop_loss,5,0,5,0.5,-0.0018793377080675469,-0.0009896340932706179,0.0007908476575973381,0.0,0,"consecutive_up, rsi_overbought_zone, above_vwap, near_above_emas, stoch_rsi_overbought"
2015-01-07 10:02:00,2015-01-07 10:13:00,PUT,93.2028,92.8991,target,4,0,4,0.25,0.003258485796563967,-0.0005933298141257835,0.002073972026591407,0.0,0,"rsi_overbought_zone, above_vwap, near_above_emas, stoch_rsi_overbought"
2015-01-07 10:17:00,2015-01-07 10:40:00,PUT,93.0371,92.7334,target,3,0,3,0.25,0.003264289192160892,-0.0008910423906163165,0.002275436358183922,0.0,0,"consecutive_up, above_vwap, near_above_emas"
2015-01-08 09:31:00,2015-01-08 09:39:00,PUT,94.0865,94.2522,stop_loss,3,0,3,0.25,-0.001761145329032338,-0.0012722335297837052,0.0007822588787976915,0.0,0,"rsi_overbought_zone, above_vwap, near_above_emas"
2015-01-08 09:40:00,2015-01-08 09:59:00,PUT,94.3443,94.5008,stop_loss,4,0,4,0.25,-0.0016588177558156038,-0.0014637874254193877,0.0,0.0,0,"rsi_overbought_zone, above_vwap, near_above_emas, stoch_rsi_overbought"
2015-01-08 10:00:00,2015-01-08 10:14:00,PUT,94.5376,94.6849,stop_loss,4,0,4,0.25,-0.0015581102122330303,-0.0010704735470331989,0.00038926310801204494,0.0,0,"consecutive_up, rsi_overbought_zone, above_vwap, near_above_emas"
2015-01-08 10:15:00,2015-01-08 10:46:00,PUT,94.694,94.8568,stop_loss,3,0,3,0.25,-0.0017192219147992931,-0.0013612266880689543,0.0009715504678226577,0.0,0,"rsi_overbought_zone, above_vwap, near_above_emas"
2015-01-08 10:47:00,2015-01-08 10:58:00,PUT,94.7953,94.9426,stop_loss,4,0,4,0.25,-0.0015538745064365145,-0.0007394881391798591,0.0003882049004539202,0.0,0,"rsi_overbought_zone, above_vwap, near_above_emas, stoch_rsi_overbought"
2015-01-09 09:30:00,2015-01-09 09:34:00,CALL,95.2648,95.1451,stop_loss,3,0,3,0.25,-0.0012564976780510178,-0.0009667789151920527,0.0,0.0,0,"rsi_oversold_zone, below_vwap, near_below_emas"
2015-01-09 09:35:00,2015-01-09 09:40:00,CALL,95.0439,95.3016,target,5,0,5,0.5,0.002711378636608976,-0.0007754311428717478,0.0014519606203028837,0.0,0,"consecutive_down, rsi_oversold_zone, below_vwap, near_below_emas, stoch_rsi_oversold"
2015-01-09 09:41:00,2015-01-09 09:56:00,PUT,95.2439,94.9058,target,3,0,3,0.25,0.003549833637639756,-0.0012830217998213694,0.0024872983991624815,0.0,0,"rsi_overbought_zone, above_vwap, near_above_emas"
2015-01-09 09:57:00,2015-01-09 10:10:00,CALL,94.8783,95.1451,target,5,0,5,0.5,0.002812023402611593,0.0,0.002424158105699659,0.0,0,"consecutive_down, rsi_oversold_zone, below_vwap, near_below_emas, stoch_rsi_oversold"
2015-01-09 10:52:00,2015-01-09 11:09:00,PUT,94.5468,94.2246,target,3,0,3,0.25,0.003407836119255325,-0.0005838378453845001,0.0023364090587941664,0.0,0,"consecutive_up, near_above_emas, stoch_rsi_overbought"
2015-01-12 09:30:00,2015-01-12 09:35:00,PUT,94.6941,94.3719,target,5,0,5,0.5,0.003402535110424085,0.0,0.0018469999714872207,0.0,0,"consecutive_up, rsi_overbought_zone, above_vwap, near_above_emas, stoch_rsi_overbought"
2015-01-12 09:36:00,2015-01-12 09:40:00,CALL,94.2246,94.0221,stop_loss,4,0,4,0.25,-0.0021491202934265635,-0.0011727298391290791,0.0,0.0,0,"consecutive_down, below_vwap, near_below_emas, stoch_rsi_oversold"
2015-01-12 09:41:00,2015-01-12 09:49:00,CALL,93.9025,93.7828,stop_loss,3,0,3,0.25,-0.0012747264449829215,-0.0006868826708555102,0.001861505284736727,0.0,0,"below_vwap, near_below_emas, stoch_rsi_oversold"
2015-01-12 09:50:00,2015-01-12 09:56:00,CALL,93.7551,93.5802,stop_loss,3,0,3,0.25,-0.001865498516880616,-0.0005887679710223684,0.0002954505941543003,0.0,0,"consecutive_down, below_vwap, near_below_emas"
2015-01-12 09:57:00,2015-01-12 10:02:00,CALL,93.5158,93.34,stop_loss,4,0,4,0.25,-0.0018798962314389152,-0.0010832394098109072,0.0006886536820516557,0.0,0,"consecutive_down, below_vwap, near_below_emas, stoch_rsi_oversold"
2015-01-13 09:30:00,2015-01-13 09:31:00,PUT,94.4455,94.6112,stop_loss,4,0,4,0.25,-0.0017544509796655328,0.0,0.0,0.0,0,"consecutive_up, rsi_overbought_zone, above_vwap, near_above_emas"
2015-01-13 09:32:00,2015-01-13 09:34:00,PUT,94.6758,94.8414,stop_loss,4,0,4,0.25,-0.00174912702084374,-0.0009220941359882784,0.0,0.0,0,"consecutive_up, above_vwap, near_above_emas, stoch_rsi_overbought"
2015-01-13 09:35:00,2015-01-13 09:40:00,PUT,94.8414,94.984,stop_loss,3,0,3,0.25,-0.0015035627900895773,0.0,0.0003890705957523678,0.0,0,"above_vwap, near_above_emas, stoch_rsi_overbought"
2015-01-13 09:41:00,2015-01-13 09:54:00,PUT,95.0255,95.2004,stop_loss,4,0,4,0.25,-0.001840558586905705,-0.0012586095311259134,0.00038831682022182057,0.0,0,"consecutive_up, above_vwap, near_above_emas, stoch_rsi_overbought"
2015-01-13 09:55:00,2015-01-13 10:30:00,PUT,95.1635,95.1912,time_stop,3,0,3,0.25,-0.00029107798683314335,-0.001354510920678638,0.0,0.0,0,"rsi_overbought_zone, above_vwap, near_above_emas"
2015-01-14 09:31:00,2015-01-14 09:32:00,PUT,92.6266,92.7794,stop_loss,4,0,4,0.25,-0.0016496341223795235,0.0,0.0,0.0,0,"rsi_overbought_zone, above_vwap, near_above_emas, stoch_rsi_overbought"
2015-01-14 09:33:00,2015-01-14 09:35:00,PUT,92.8307,93.0187,stop_loss,4,0,4,0.25,-0.0020251920970110362,-9.58734556564933e-05,0.0,0.0,0,"consecutive_up, above_vwap, near_above_emas, stoch_rsi_overbought"
2015-01-14 09:36:00,2015-01-14 10:00:00,PUT,92.9359,93.1016,stop_loss,4,0,4,0.25,-0.001782949323135635,-0.0003959718472624626,0.001782949323135635,0.0,0,"rsi_overbought_zone, above_vwap, near_above_emas, stoch_rsi_overbought"
2015-01-14 10:01:00,2015-01-14 10:08:00,PUT,93.12,93.2857,stop_loss,5,0,5,0.5,-0.001779424398625441,-0.0010867697594500807,0.0013831615120274724,0.0,0,"consecutive_up, rsi_overbought_zone, above_vwap, near_above_emas, stoch_rsi_overbought"
2015-01-14 10:09:00,2015-01-14 10:25:00,PUT,93.3087,93.0242,target,4,0,4,0.25,0.0030490190089456654,-0.0009366757869309332,0.0027135733323902997,0.0,0,"rsi_overbought_zone, above_vwap, near_above_emas, stoch_rsi_overbought"
2015-01-15 09:31:00,2015-01-15 09:34:00,PUT,93.4145,93.0463,target,3,0,3,0.25,0.003941572239855714,0.0,0.000787886248922801,0.0,0,"rsi_overbought_zone, above_vwap, near_above_emas"
