Bull Spreads,Long Calls,Bear Spreads,Covered Calls,stop_loss,risk_reward_target,recovery_rate
"{'position_size': 48.31832024801783, 'win_rate': 97.31580091284503}","{'position_size': 48.54627369464862, 'win_rate': 97.57885384273656}","{'position_size': 1.6682964188684175, 'win_rate': 33.43023255813954}","{'position_size': 24.19969227042625, 'win_rate': 64.05874745981896}","{'optimal_bucket': '0 to -2%', 'win_rate': np.float64(79.79968966003668)}","{'target': '1:1 to 2:1', 'win_rate': np.float64(100.0)}",66.66666666666667
