best_entry_window,pre_vs_post,top_entry_days
"{'window': '3-5 days', 'profit_factor': np.float64(42.46834396860605), 'win_rate': np.float64(89.33143669985776)}","{'timing': 'Pre-Earnings', 'profit_factor': np.float64(10.769758350126478)}","[3, 4, 2, 1, 0]"
