Total Trades,Total Observations,Hit Rate,Profitable Rate,Profit Factor,Avg Profit,Avg Loss,Avg Risk/Reward,Avg Days to Hit,Best Holding Day,Total Profit,Total Loss
16687,100122,99.99%,81.53%,14.63,7.66%,2.31%,6.47,0.0,Day 0,104265.9199,7127.9301
