top_predictive,best_combination,sweet_spots
"['PriceVsSMA20', 'RSI', 'ATR']","{'combination': 'PriceVsVWAP In Range', 'win_rate': np.float64(82.1676891615542), 'trade_count': np.int64(7335)}","{'RSI': {'low': 40.91, 'high': 64.0175}, 'SMA20': {'low': 31.99, 'high': 186.19}, 'SMA50': {'low': 31.395, 'high': 180.5525}, 'EMA9': {'low': 32.28, 'high': 186.68}, 'EMA21': {'low': 31.8475, 'high': 186.17}, 'VWAP': {'low': 32.52, 'high': 188.6}, 'RVOL': {'low': 1.0, 'high': 3.9875000000000003}, 'ATR': {'low': 0.034675, 'high': 0.18005}, 'PriceVsSMA20': {'low': -0.14, 'high': 0.2}, 'PriceVsVWAP': {'low': -0.48, 'high': 0.64}}"
