MAE_Bucket,Trade_Count,Pct_of_Total,Win_Rate,Avg_Final_Profit,Median_Final_Profit,Avg_MAE
0 to -2%,21150,84.5458906299968,79.63593380614657,7.207995565011821,4.5089,-0.0009692965957446807
