ticker,strat_combo,vix_tercile,n,mean_bps,hit_pct
IWM,111_inside_compression,HIGH,250,3.1295915748297114,53.6
IWM,111_inside_compression,LOW,774,-0.6517569096799358,46.38242894056848
IWM,111_inside_compression,MID,335,-1.2061828231478415,53.43283582089552
IWM,11_inside_compression,HIGH,3850,0.5449374993746029,51.03896103896104
IWM,11_inside_compression,LOW,6661,-0.0300582389344747,47.87569434018916
IWM,11_inside_compression,MID,4388,0.096518315691245,51.321786690975394
IWM,132_bear_continuation,HIGH,2647,0.3852963847190792,49.52776728371742
IWM,132_bear_continuation,LOW,2435,0.1415895259476277,49.856262833675565
IWM,132_bear_continuation,MID,2614,0.2099997271963186,50.726855394032135
IWM,132_bull_continuation,HIGH,2687,0.1874144284379377,50.50241905470785
IWM,132_bull_continuation,LOW,2463,-0.1859300677833079,48.31506293138449
IWM,132_bull_continuation,MID,2632,0.0171743328440668,49.92401215805471
IWM,212_bear_continuation,HIGH,7121,0.0363748035868929,49.4733885690212
IWM,212_bear_continuation,LOW,8320,0.1957037226428899,50.61298076923077
IWM,212_bear_continuation,MID,7549,0.2439355634028615,50.69545635183468
IWM,212_bear_reversal,HIGH,11113,-0.4312257992018644,49.00566903626383
IWM,212_bear_reversal,LOW,12341,0.1459036154680995,49.63131026659104
IWM,212_bear_reversal,MID,11347,0.0859521933147634,49.87221291971446
IWM,212_bull_continuation,HIGH,7068,-0.7220172938881753,48.35880022637238
IWM,212_bull_continuation,LOW,8788,0.132981639043965,48.91898042785617
IWM,212_bull_continuation,MID,7909,0.0424444052924255,49.4247060311038
IWM,212_bull_reversal,HIGH,10878,0.0649264981579196,49.67824967824968
IWM,212_bull_reversal,LOW,12231,0.2196021867528542,49.96320824135393
IWM,212_bull_reversal,MID,11504,0.106528923450248,50.208623087621696
IWM,22_bear_continuation,HIGH,59506,0.3151261088619088,49.31939636339192
IWM,22_bear_continuation,LOW,51391,0.2666661263310122,50.33760775233017
IWM,22_bear_continuation,MID,55656,0.1723895826537393,50.37552105792727
IWM,22_bear_reversal,HIGH,39117,-0.0593894037290237,49.95781885113889
IWM,22_bear_reversal,LOW,35093,0.2624137637185589,50.22939047673325
IWM,22_bear_reversal,MID,37829,0.1233376581545144,50.28153004308864
IWM,22_bull_continuation,HIGH,59081,-0.2944863042756205,49.26626157309457
IWM,22_bull_continuation,LOW,54077,0.104838078756887,49.01529300811806
IWM,22_bull_continuation,MID,58736,-0.0015371008445056,49.79739852901117
IWM,22_bull_reversal,HIGH,39117,-0.0935030515907785,49.49766086356316
IWM,22_bull_reversal,LOW,35185,0.1518932900207135,49.74278811993747
IWM,22_bull_reversal,MID,37738,0.1379970329454746,49.95495256770364
IWM,312_bear_reversal,HIGH,2312,0.0289387080684496,50.04325259515571
IWM,312_bear_reversal,LOW,2252,0.2408323892156043,50.48845470692718
IWM,312_bear_reversal,MID,2299,0.0646662015416176,49.978251413658114
IWM,312_bull_reversal,HIGH,3097,-0.4956185298338342,49.37035841136584
IWM,312_bull_reversal,LOW,2922,0.0175709428980612,46.851471594798085
IWM,312_bull_reversal,MID,3118,0.0922982393872693,50.769724182168055
IWM,322_bear_continuation,HIGH,4969,0.4170650901572157,49.74844033004629
IWM,322_bear_continuation,LOW,3504,0.0944503913950163,50.59931506849316
IWM,322_bear_continuation,MID,4521,0.3101487490970955,50.80734350807343
IWM,322_bull_continuation,HIGH,4950,0.253194068860112,50.58585858585859
IWM,322_bull_continuation,LOW,3593,-0.2776289123520928,46.95240745894795
IWM,322_bull_continuation,MID,4660,0.1540595423226791,49.52789699570816
IWM,32_bear_reversal,HIGH,1144,-1.0137244346135736,49.56293706293706
IWM,32_bear_reversal,LOW,791,0.3507928701507935,50.695322376738304
IWM,32_bear_reversal,MID,1109,0.4408901364728833,51.03697024346258
IWM,32_bull_reversal,HIGH,1290,1.0888875027187304,51.16279069767442
IWM,32_bull_reversal,LOW,1032,0.0085777411792594,50.1937984496124
IWM,32_bull_reversal,MID,1226,-0.4677922017954318,48.939641109298535
IWM,clean_2d_bear,HIGH,6173,-0.3458455245532761,49.6355094767536
IWM,clean_2d_bear,LOW,5813,0.2137311085671361,51.057973507655255
IWM,clean_2d_bear,MID,5888,0.0275705188374408,50.356657608695656
IWM,clean_2u_bull,HIGH,6002,0.2387302798704298,49.43352215928024
IWM,clean_2u_bull,LOW,5714,0.0046457277020828,47.82989149457472
IWM,clean_2u_bull,MID,5837,0.0684063307347317,50.33407572383074
IWM,f2d_bull_reversal,HIGH,2215,-0.3021764613812966,48.26185101580136
IWM,f2d_bull_reversal,LOW,1709,0.0658719740250668,49.38560561732008
IWM,f2d_bull_reversal,MID,2049,0.1947669791294347,50.1708150317228
IWM,f2u_bear_reversal,HIGH,2151,0.0978741121942353,50.6741050674105
IWM,f2u_bear_reversal,LOW,1713,-0.2031190118997639,49.50379451255108
IWM,f2u_bear_reversal,MID,2029,0.2021580628804602,49.33464760965993
IWM,none,HIGH,67330,-0.1322660780531598,49.50245061636715
IWM,none,LOW,70230,0.1562709732810541,49.33361811191798
IWM,none,MID,68508,0.0699365808336647,49.90803993694167
QQQ,111_inside_compression,HIGH,175,-0.8269639130869931,45.71428571428572
QQQ,111_inside_compression,LOW,850,0.3649663527789271,52.0
QQQ,111_inside_compression,MID,312,-0.0147600070318007,50.96153846153846
QQQ,11_inside_compression,HIGH,3510,-0.054501701165286,49.14529914529914
QQQ,11_inside_compression,LOW,7308,0.1978370115272542,50.930487137383686
QQQ,11_inside_compression,MID,4352,0.2716262854336304,50.16084558823529
QQQ,132_bear_continuation,HIGH,2854,0.8879574520989797,51.43658023826209
QQQ,132_bear_continuation,LOW,2458,0.3627204927421473,52.64442636289667
QQQ,132_bear_continuation,MID,2698,0.349368189578731,52.63157894736842
QQQ,132_bull_continuation,HIGH,2931,-0.0776720050443023,50.42647560559536
QQQ,132_bull_continuation,LOW,2485,0.1441319447662966,50.86519114688129
QQQ,132_bull_continuation,MID,2667,0.1168171356577477,50.69366329208849
QQQ,212_bear_continuation,HIGH,7084,-0.0384595461995716,50.23997741389046
QQQ,212_bear_continuation,LOW,8436,0.247454987517835,52.6434329065908
QQQ,212_bear_continuation,MID,7081,0.2702487246711362,51.80059313656263
QQQ,212_bear_reversal,HIGH,11651,-0.0115177676045422,50.072955111149255
QQQ,212_bear_reversal,LOW,13050,0.1569015586419037,50.81992337164751
QQQ,212_bear_reversal,MID,11411,0.192586872162704,51.09105249320831
QQQ,212_bull_continuation,HIGH,6937,-0.2927872367470422,49.28643505838259
QQQ,212_bull_continuation,LOW,9560,0.2015855965241492,50.21966527196653
QQQ,212_bull_continuation,MID,7693,-0.0879584139183145,49.20057194852463
QQQ,212_bull_reversal,HIGH,11363,-0.0831253180491568,49.89879433248262
QQQ,212_bull_reversal,LOW,13094,0.2295468899599066,51.09974033908661
QQQ,212_bull_reversal,MID,11501,0.3377407867710699,51.656377706286406
QQQ,22_bear_continuation,HIGH,56950,0.2990922771955109,50.059701492537314
QQQ,22_bear_continuation,LOW,46038,0.2443319454111223,52.41105173986706
QQQ,22_bear_continuation,MID,50764,0.2183271598192527,51.5384918446143
QQQ,22_bear_reversal,HIGH,39143,-0.1398651225215376,49.73558490662443
QQQ,22_bear_reversal,LOW,34159,0.1832292075544546,51.0290113879212
QQQ,22_bear_reversal,MID,37011,0.2376505575666038,51.36581016454568
QQQ,22_bull_continuation,HIGH,57266,-0.3663392356902644,49.36960849369608
QQQ,22_bull_continuation,LOW,52801,0.1696700985125935,50.00094695176228
QQQ,22_bull_continuation,MID,56391,0.1094518384098621,50.54884644712809
QQQ,22_bull_reversal,HIGH,39148,-0.1311175671034652,50.07663226729336
QQQ,22_bull_reversal,LOW,34295,0.1509089025940415,50.48549351217378
QQQ,22_bull_reversal,MID,37094,0.1795967384731618,50.90311101525853
QQQ,312_bear_reversal,HIGH,2296,0.1930219585825703,48.86759581881533
QQQ,312_bear_reversal,LOW,2172,-0.2124677767429232,50.0
QQQ,312_bear_reversal,MID,2279,0.5391346261020743,52.96182536200088
QQQ,312_bull_reversal,HIGH,3239,-1.0199878947104606,48.71874035196048
QQQ,312_bull_reversal,LOW,3038,-0.0854758433165859,48.78209348255431
QQQ,312_bull_reversal,MID,3272,0.0415100523465678,50.30562347188264
QQQ,322_bear_continuation,HIGH,5176,0.4996245541984552,51.04327666151468
QQQ,322_bear_continuation,LOW,3059,0.5884957477169555,52.8604118993135
QQQ,322_bear_continuation,MID,4306,0.1318580689502725,51.463074779377614
QQQ,322_bull_continuation,HIGH,5270,-0.3294588001592696,50.18975332068312
QQQ,322_bull_continuation,LOW,3364,0.4064608861654451,51.66468489892985
QQQ,322_bull_continuation,MID,4650,0.2970061708636387,50.344086021505376
QQQ,32_bear_reversal,HIGH,1344,0.1826142718272067,49.330357142857146
QQQ,32_bear_reversal,LOW,707,0.3660045266517742,51.48514851485149
QQQ,32_bear_reversal,MID,1071,0.0280249917874952,52.007469654528485
QQQ,32_bull_reversal,HIGH,1414,-0.5665145338155168,50.0
QQQ,32_bull_reversal,LOW,912,0.3513931196957723,50.877192982456144
QQQ,32_bull_reversal,MID,1301,-0.1085061565004547,50.49961568024597
QQQ,clean_2d_bear,HIGH,6288,0.427762020467511,51.00190839694656
QQQ,clean_2d_bear,LOW,5600,0.7226972536914652,53.160714285714285
QQQ,clean_2d_bear,MID,5732,0.26079668689146,51.29099790648988
QQQ,clean_2u_bull,HIGH,6101,0.0637176552431737,50.18849368955909
QQQ,clean_2u_bull,LOW,5789,0.242923879623802,50.47503886681638
QQQ,clean_2u_bull,MID,5795,0.0256484909746292,49.42191544434857
QQQ,f2d_bull_reversal,HIGH,2380,-0.2646204071640872,49.78991596638656
QQQ,f2d_bull_reversal,LOW,1742,0.1238407408061173,51.836969001148105
QQQ,f2d_bull_reversal,MID,2231,0.137108991144218,50.47064096817571
QQQ,f2u_bear_reversal,HIGH,2406,-0.0038602595148304,50.33250207813799
QQQ,f2u_bear_reversal,LOW,1650,0.1317091040000102,50.24242424242424
QQQ,f2u_bear_reversal,MID,2144,0.2442295391194759,52.19216417910447
QQQ,none,HIGH,69343,-0.0221043523184856,49.894005162741735
QQQ,none,LOW,72219,0.1998851202889384,51.058585690746206
QQQ,none,MID,68416,0.1818823108988759,50.9807647333957
SPY,111_inside_compression,HIGH,199,0.3023686020708762,52.76381909547738
SPY,111_inside_compression,LOW,1272,0.0783942366457523,49.29245283018868
SPY,111_inside_compression,MID,344,0.5190420157190757,52.61627906976744
SPY,11_inside_compression,HIGH,3813,0.1876188002773904,51.32441646997115
SPY,11_inside_compression,LOW,8510,0.0187218438060378,50.24676850763807
SPY,11_inside_compression,MID,4636,0.225596014026314,50.043140638481454
SPY,132_bear_continuation,HIGH,2793,0.3298943768803762,50.08950948800573
SPY,132_bear_continuation,LOW,2495,0.2314446092947159,52.50501002004008
SPY,132_bear_continuation,MID,2725,0.3009373575861044,52.183486238532105
SPY,132_bull_continuation,HIGH,2908,-0.2628947556787142,49.62173314993122
SPY,132_bull_continuation,LOW,2566,0.0024169258917943,49.9610288386594
SPY,132_bull_continuation,MID,2656,0.1678603642443006,49.92469879518072
SPY,212_bear_continuation,HIGH,7174,0.159791674073125,51.1011987733482
SPY,212_bear_continuation,LOW,8511,0.3156709732290173,52.52026788861473
SPY,212_bear_continuation,MID,7293,0.1808359771907245,51.77567530508706
SPY,212_bear_reversal,HIGH,11780,-0.177764391808492,49.72835314091681
SPY,212_bear_reversal,LOW,13479,0.1995245876186775,51.48749907263151
SPY,212_bear_reversal,MID,11624,0.1892627945741384,50.47315898141776
SPY,212_bull_continuation,HIGH,7137,-0.3173799756556884,48.816029143898
SPY,212_bull_continuation,LOW,9677,0.0349448391749993,48.62044021907616
SPY,212_bull_continuation,MID,7991,-0.0556400065853739,48.46702540357903
SPY,212_bull_reversal,HIGH,11441,-0.0849364089704665,50.02185123678
SPY,212_bull_reversal,LOW,13165,0.2244054821779882,51.09001139384732
SPY,212_bull_reversal,MID,11708,0.1815238950108525,51.298257601639904
SPY,22_bear_continuation,HIGH,56771,0.3693309182277368,50.3390815733385
SPY,22_bear_continuation,LOW,45563,0.2670750785749111,52.74235673682593
SPY,22_bear_continuation,MID,50513,0.2142616805363152,51.758953140775645
SPY,22_bear_reversal,HIGH,38412,0.0196690558721701,50.179631365198375
SPY,22_bear_reversal,LOW,32846,0.1986961894557222,51.53747792729708
SPY,22_bear_reversal,MID,36518,0.1753516144680062,51.48693794840901
SPY,22_bull_continuation,HIGH,55887,-0.4405640102017005,48.939825004025984
SPY,22_bull_continuation,LOW,50877,0.0677307491388151,49.70811958252256
SPY,22_bull_continuation,MID,55193,0.0254070831282227,50.14222818110993
SPY,22_bull_reversal,HIGH,38519,-0.0289369751888071,49.99870193930269
SPY,22_bull_reversal,LOW,33195,0.1121263708180182,50.72450670281668
SPY,22_bull_reversal,MID,36417,0.1096319879249708,51.12447483318231
SPY,312_bear_reversal,HIGH,2317,-0.270605776466729,48.89943892965041
