ticker,strat_combo,dealer_regime,n,hit_pct,hit_ci_lo,hit_ci_hi,mean_bps,std_bps
IWM,132_bull_continuation,GEX_HIGH_VEX_LOW,953,49.32,45.91,52.52,-0.45,12.3
IWM,132_bull_continuation,GEX_HIGH_VEX_MID,680,50.29,46.83,54.26,0.37,14.99
IWM,132_bull_continuation,GEX_LOW_VEX_HIGH,487,50.51,46.0,54.83,0.38,10.7
IWM,132_bull_continuation,GEX_LOW_VEX_LOW,1142,50.7,47.64,53.59,0.65,19.34
IWM,132_bull_continuation,GEX_LOW_VEX_MID,967,48.19,44.78,51.4,-0.87,17.81
IWM,132_bull_continuation,GEX_MID_VEX_HIGH,1176,49.66,46.77,52.3,0.12,18.61
IWM,132_bull_continuation,GEX_MID_VEX_LOW,522,48.66,44.44,53.26,-0.5,13.08
IWM,132_bull_continuation,GEX_MID_VEX_MID,948,51.48,48.05,54.91,0.53,14.8
IWM,212_bear_continuation,GEX_HIGH_VEX_HIGH,3090,51.2,49.45,52.77,0.13,12.42
IWM,212_bear_continuation,GEX_HIGH_VEX_LOW,2566,49.69,47.9,51.6,0.23,14.05
IWM,212_bear_continuation,GEX_HIGH_VEX_MID,2121,49.46,47.08,51.49,-0.58,20.01
IWM,212_bear_continuation,GEX_LOW_VEX_HIGH,1703,49.44,47.09,51.76,0.11,11.13
IWM,212_bear_continuation,GEX_LOW_VEX_LOW,2963,50.76,48.8,52.58,0.04,18.03
IWM,212_bear_continuation,GEX_LOW_VEX_MID,2646,51.59,49.7,53.27,0.65,18.22
IWM,212_bear_continuation,GEX_MID_VEX_HIGH,3895,49.45,47.91,50.9,0.21,16.06
IWM,212_bear_continuation,GEX_MID_VEX_LOW,1412,48.51,45.78,50.96,-0.61,14.94
IWM,212_bear_continuation,GEX_MID_VEX_MID,2554,51.14,49.16,53.05,0.73,15.72
IWM,212_bear_continuation,GEX_nan_VEX_nan,40,67.5,52.5,80.0,3.33,10.53
IWM,212_bear_reversal,GEX_HIGH_VEX_HIGH,4606,49.85,48.46,51.38,-0.26,11.82
IWM,212_bear_reversal,GEX_HIGH_VEX_LOW,3853,49.96,48.48,51.61,-0.1,13.0
IWM,212_bear_reversal,GEX_HIGH_VEX_MID,3168,50.09,48.48,51.75,-0.01,13.96
IWM,212_bear_reversal,GEX_LOW_VEX_HIGH,2513,49.82,47.83,51.83,0.21,10.64
IWM,212_bear_reversal,GEX_LOW_VEX_LOW,4496,50.58,49.19,51.92,0.49,20.34
IWM,212_bear_reversal,GEX_LOW_VEX_MID,4241,49.61,47.94,51.12,-0.06,18.88
IWM,212_bear_reversal,GEX_MID_VEX_HIGH,5821,47.64,46.33,48.97,-0.3,19.44
IWM,212_bear_reversal,GEX_MID_VEX_LOW,2086,50.43,48.32,52.49,0.33,14.7
IWM,212_bear_reversal,GEX_MID_VEX_MID,3959,48.8,47.32,50.24,-0.49,15.17
IWM,212_bear_reversal,GEX_nan_VEX_nan,58,60.34,48.28,74.14,1.67,11.27
IWM,212_bull_continuation,GEX_HIGH_VEX_HIGH,3376,48.37,46.62,50.0,-0.29,10.72
IWM,212_bull_continuation,GEX_HIGH_VEX_LOW,2576,49.38,47.55,51.28,-0.07,12.37
IWM,212_bull_continuation,GEX_HIGH_VEX_MID,2095,46.4,44.41,48.5,-0.63,15.54
IWM,212_bull_continuation,GEX_LOW_VEX_HIGH,1743,48.25,46.01,50.69,-0.14,10.92
IWM,212_bull_continuation,GEX_LOW_VEX_LOW,3085,50.08,48.17,51.85,-0.18,15.68
IWM,212_bull_continuation,GEX_LOW_VEX_MID,2830,49.51,47.67,51.43,0.02,17.85
IWM,212_bull_continuation,GEX_MID_VEX_HIGH,3925,48.33,46.75,49.8,-0.06,17.92
IWM,212_bull_continuation,GEX_MID_VEX_LOW,1441,51.35,48.85,53.92,0.06,12.16
IWM,212_bull_continuation,GEX_MID_VEX_MID,2650,49.28,47.23,51.06,-0.04,16.41
IWM,212_bull_continuation,GEX_nan_VEX_nan,44,43.18,29.55,56.82,-2.87,20.04
IWM,212_bull_reversal,GEX_HIGH_VEX_HIGH,4614,49.7,48.31,51.08,0.28,10.92
IWM,212_bull_reversal,GEX_HIGH_VEX_LOW,4040,49.08,47.52,50.51,-0.07,12.39
IWM,212_bull_reversal,GEX_HIGH_VEX_MID,3016,50.27,48.61,52.21,0.23,14.45
IWM,212_bull_reversal,GEX_LOW_VEX_HIGH,2438,48.93,47.01,50.94,0.45,11.29
IWM,212_bull_reversal,GEX_LOW_VEX_LOW,4573,50.73,49.26,52.21,-0.16,17.85
IWM,212_bull_reversal,GEX_LOW_VEX_MID,4094,50.34,48.86,51.67,0.41,17.43
IWM,212_bull_reversal,GEX_MID_VEX_HIGH,5671,49.41,48.12,50.72,0.1,15.97
IWM,212_bull_reversal,GEX_MID_VEX_LOW,2151,49.56,47.49,51.54,-0.15,18.51
IWM,212_bull_reversal,GEX_MID_VEX_MID,3948,51.32,49.82,52.81,0.17,15.36
IWM,212_bull_reversal,GEX_nan_VEX_nan,68,45.59,33.82,57.35,-0.42,20.14
IWM,22_bear_continuation,GEX_HIGH_VEX_HIGH,18824,49.56,48.8,50.34,0.13,13.37
IWM,22_bear_continuation,GEX_HIGH_VEX_LOW,20703,51.08,50.46,51.7,0.28,13.52
IWM,22_bear_continuation,GEX_HIGH_VEX_MID,15187,50.89,50.13,51.67,0.22,19.4
IWM,22_bear_continuation,GEX_LOW_VEX_HIGH,9852,50.2,49.22,51.14,0.33,11.42
IWM,22_bear_continuation,GEX_LOW_VEX_LOW,24308,49.68,49.05,50.3,0.4,18.48
IWM,22_bear_continuation,GEX_LOW_VEX_MID,21879,49.1,48.45,49.66,0.08,19.05
IWM,22_bear_continuation,GEX_MID_VEX_HIGH,24871,49.29,48.7,49.92,0.3,21.7
IWM,22_bear_continuation,GEX_MID_VEX_LOW,10860,49.97,49.07,50.96,0.08,15.57
IWM,22_bear_continuation,GEX_MID_VEX_MID,19831,50.67,50.08,51.35,0.37,17.52
IWM,22_bear_continuation,GEX_nan_VEX_nan,238,52.1,45.8,57.98,-0.43,19.77
IWM,22_bear_reversal,GEX_HIGH_VEX_HIGH,12728,50.29,49.43,51.1,0.22,14.44
IWM,22_bear_reversal,GEX_HIGH_VEX_LOW,13975,50.3,49.46,51.2,0.06,12.83
IWM,22_bear_reversal,GEX_HIGH_VEX_MID,10335,50.23,49.27,51.18,0.24,18.65
IWM,22_bear_reversal,GEX_LOW_VEX_HIGH,6680,49.87,48.55,51.05,0.35,11.67
IWM,22_bear_reversal,GEX_LOW_VEX_LOW,16429,50.45,49.76,51.18,0.01,19.39
IWM,22_bear_reversal,GEX_LOW_VEX_MID,14400,50.03,49.24,50.83,-0.08,17.78
IWM,22_bear_reversal,GEX_MID_VEX_HIGH,16399,48.82,48.11,49.6,-0.02,21.08
IWM,22_bear_reversal,GEX_MID_VEX_LOW,7571,50.18,49.02,51.35,0.26,18.02
IWM,22_bear_reversal,GEX_MID_VEX_MID,13349,51.37,50.55,52.24,0.18,16.75
IWM,22_bear_reversal,GEX_nan_VEX_nan,173,47.4,39.88,54.91,-1.41,18.51
IWM,22_bull_continuation,GEX_HIGH_VEX_HIGH,19709,49.55,48.81,50.18,0.1,13.0
IWM,22_bull_continuation,GEX_HIGH_VEX_LOW,21612,48.99,48.37,49.61,-0.13,13.04
IWM,22_bull_continuation,GEX_HIGH_VEX_MID,16027,49.9,49.2,50.61,0.11,15.49
IWM,22_bull_continuation,GEX_LOW_VEX_HIGH,10210,49.39,48.49,50.37,0.12,11.08
IWM,22_bull_continuation,GEX_LOW_VEX_LOW,24936,50.09,49.48,50.68,-0.1,18.61
IWM,22_bull_continuation,GEX_LOW_VEX_MID,22046,49.23,48.49,49.83,-0.11,18.6
IWM,22_bull_continuation,GEX_MID_VEX_HIGH,25057,47.85,47.19,48.5,-0.27,21.51
IWM,22_bull_continuation,GEX_MID_VEX_LOW,11579,49.83,48.89,50.78,-0.15,13.4
IWM,22_bull_continuation,GEX_MID_VEX_MID,20460,50.09,49.35,50.74,-0.0,17.43
IWM,22_bull_continuation,GEX_nan_VEX_nan,258,45.74,39.92,52.14,-1.6,13.66
IWM,22_bull_reversal,GEX_HIGH_VEX_HIGH,12794,49.63,48.77,50.5,0.15,12.55
IWM,22_bull_reversal,GEX_HIGH_VEX_LOW,13957,50.26,49.44,51.05,-0.11,13.88
IWM,22_bull_reversal,GEX_HIGH_VEX_MID,10434,50.98,50.0,51.92,0.35,18.07
IWM,22_bull_reversal,GEX_LOW_VEX_HIGH,6737,49.53,48.37,50.67,0.19,11.09
IWM,22_bull_reversal,GEX_LOW_VEX_LOW,16269,49.59,48.86,50.42,0.01,18.81
IWM,22_bull_reversal,GEX_LOW_VEX_MID,14400,49.91,48.99,50.73,-0.0,17.82
IWM,22_bull_reversal,GEX_MID_VEX_HIGH,16508,48.49,47.82,49.24,-0.12,22.65
IWM,22_bull_reversal,GEX_MID_VEX_LOW,7525,49.74,48.7,50.79,-0.07,14.1
IWM,22_bull_reversal,GEX_MID_VEX_MID,13257,49.81,48.92,50.7,0.29,17.9
IWM,22_bull_reversal,GEX_nan_VEX_nan,159,55.97,49.06,63.85,1.03,11.36
IWM,312_bear_reversal,GEX_HIGH_VEX_HIGH,812,51.48,48.03,54.93,0.76,10.62
IWM,312_bear_reversal,GEX_HIGH_VEX_LOW,843,48.28,44.96,51.78,-0.61,13.46
IWM,312_bear_reversal,GEX_HIGH_VEX_MID,583,49.57,45.45,53.52,-0.25,16.13
IWM,312_bear_reversal,GEX_LOW_VEX_HIGH,443,50.79,45.82,55.3,-0.25,10.85
IWM,312_bear_reversal,GEX_LOW_VEX_LOW,968,49.28,45.97,52.22,0.91,18.98
IWM,312_bear_reversal,GEX_LOW_VEX_MID,921,50.27,47.23,53.8,-0.18,18.15
IWM,312_bear_reversal,GEX_MID_VEX_HIGH,1081,48.57,45.61,51.34,0.01,37.24
IWM,312_bear_reversal,GEX_MID_VEX_LOW,415,56.14,51.57,61.09,0.71,13.27
IWM,312_bear_reversal,GEX_MID_VEX_MID,788,51.02,47.58,54.57,-0.0,16.13
IWM,312_bull_reversal,GEX_HIGH_VEX_HIGH,1086,50.18,47.24,53.36,-0.49,21.71
IWM,312_bull_reversal,GEX_HIGH_VEX_LOW,1166,50.09,47.08,52.7,0.03,12.1
IWM,312_bull_reversal,GEX_HIGH_VEX_MID,811,50.92,47.6,54.2,0.37,11.72
IWM,312_bull_reversal,GEX_LOW_VEX_HIGH,514,45.72,41.63,50.19,-0.26,9.94
IWM,312_bull_reversal,GEX_LOW_VEX_LOW,1327,50.19,47.78,52.75,0.01,17.82
IWM,312_bull_reversal,GEX_LOW_VEX_MID,1206,48.09,45.11,51.0,-0.59,18.46
IWM,312_bull_reversal,GEX_MID_VEX_HIGH,1362,47.72,45.19,50.33,-0.14,15.82
IWM,312_bull_reversal,GEX_MID_VEX_LOW,615,47.97,43.9,52.03,0.32,11.35
IWM,312_bull_reversal,GEX_MID_VEX_MID,1031,49.18,46.12,52.38,-0.1,15.98
IWM,322_bear_continuation,GEX_HIGH_VEX_HIGH,1233,50.77,47.81,53.49,-0.04,14.52
IWM,322_bear_continuation,GEX_HIGH_VEX_LOW,1847,48.94,46.83,51.11,-0.02,12.34
IWM,322_bear_continuation,GEX_HIGH_VEX_MID,1163,54.34,51.68,57.14,1.02,15.63
IWM,322_bear_continuation,GEX_LOW_VEX_HIGH,668,48.95,44.91,52.54,0.39,10.7
IWM,322_bear_continuation,GEX_LOW_VEX_LOW,2150,49.44,47.58,51.63,0.17,18.19
IWM,322_bear_continuation,GEX_LOW_VEX_MID,1727,49.1,46.87,51.48,-0.18,18.57
IWM,322_bear_continuation,GEX_MID_VEX_HIGH,1698,50.94,48.32,53.15,0.91,22.91
IWM,322_bear_continuation,GEX_MID_VEX_LOW,985,51.68,48.73,54.82,0.26,15.14
IWM,322_bear_continuation,GEX_MID_VEX_MID,1506,50.2,48.01,52.79,0.33,17.01
IWM,322_bull_continuation,GEX_HIGH_VEX_HIGH,1259,46.62,43.84,49.17,0.01,12.36
IWM,322_bull_continuation,GEX_HIGH_VEX_LOW,1787,46.89,44.57,49.02,-0.47,12.3
IWM,322_bull_continuation,GEX_HIGH_VEX_MID,1223,52.09,49.43,55.03,0.01,16.41
IWM,322_bull_continuation,GEX_LOW_VEX_HIGH,660,48.64,44.92,51.97,0.29,11.15
IWM,322_bull_continuation,GEX_LOW_VEX_LOW,2151,49.7,47.56,51.81,0.44,21.77
IWM,322_bull_continuation,GEX_LOW_VEX_MID,1800,49.83,47.67,52.0,-0.16,19.89
IWM,322_bull_continuation,GEX_MID_VEX_HIGH,1726,50.52,48.23,53.16,0.35,19.84
IWM,322_bull_continuation,GEX_MID_VEX_LOW,964,47.61,44.4,50.94,-0.19,14.06
IWM,322_bull_continuation,GEX_MID_VEX_MID,1615,50.15,47.92,52.85,0.32,16.32
IWM,32_bear_reversal,GEX_HIGH_VEX_HIGH,297,50.17,44.11,55.89,0.48,12.08
IWM,32_bear_reversal,GEX_HIGH_VEX_LOW,430,46.51,41.97,51.05,-0.39,11.28
IWM,32_bear_reversal,GEX_HIGH_VEX_MID,255,52.55,46.46,58.04,0.17,13.99
IWM,32_bear_reversal,GEX_LOW_VEX_HIGH,156,53.85,46.15,61.23,1.1,13.02
IWM,32_bear_reversal,GEX_LOW_VEX_LOW,524,48.85,44.37,52.77,-1.02,18.85
IWM,32_bear_reversal,GEX_LOW_VEX_MID,395,50.63,45.82,55.07,-0.6,23.22
IWM,32_bear_reversal,GEX_MID_VEX_HIGH,400,48.5,43.75,53.38,-1.39,20.78
IWM,32_bear_reversal,GEX_MID_VEX_LOW,261,57.09,50.96,63.6,0.96,15.48
IWM,32_bear_reversal,GEX_MID_VEX_MID,319,51.72,46.08,57.53,1.54,19.3
IWM,32_bull_reversal,GEX_HIGH_VEX_HIGH,327,53.82,48.61,59.33,0.38,11.96
IWM,32_bull_reversal,GEX_HIGH_VEX_LOW,492,50.0,45.62,54.47,-0.06,12.05
IWM,32_bull_reversal,GEX_HIGH_VEX_MID,313,51.12,45.69,56.87,0.06,17.6
IWM,32_bull_reversal,GEX_LOW_VEX_HIGH,174,50.0,42.8,56.9,0.62,10.55
IWM,32_bull_reversal,GEX_LOW_VEX_LOW,568,48.94,45.07,53.35,0.75,27.74
IWM,32_bull_reversal,GEX_LOW_VEX_MID,471,51.8,47.56,56.05,0.17,20.02
IWM,32_bull_reversal,GEX_MID_VEX_HIGH,513,49.12,45.12,52.83,0.88,19.09
IWM,32_bull_reversal,GEX_MID_VEX_LOW,252,48.41,42.46,54.37,-0.89,12.95
IWM,32_bull_reversal,GEX_MID_VEX_MID,433,48.5,43.42,53.12,-0.27,18.73
IWM,clean_2d_bear,GEX_HIGH_VEX_HIGH,2087,50.17,47.89,52.28,0.03,14.3
IWM,clean_2d_bear,GEX_HIGH_VEX_LOW,2274,51.32,49.34,53.5,0.26,13.21
IWM,clean_2d_bear,GEX_HIGH_VEX_MID,1615,49.78,47.24,52.23,0.68,28.16
IWM,clean_2d_bear,GEX_LOW_VEX_HIGH,1150,52.09,49.48,55.3,0.38,10.62
IWM,clean_2d_bear,GEX_LOW_VEX_LOW,2608,49.04,47.1,51.02,-0.56,16.63
IWM,clean_2d_bear,GEX_LOW_VEX_MID,2176,51.79,49.82,53.81,0.66,19.8
IWM,clean_2d_bear,GEX_MID_VEX_HIGH,2686,50.22,48.36,52.08,-0.59,24.85
IWM,clean_2d_bear,GEX_MID_VEX_LOW,1207,48.3,45.61,51.0,-0.72,16.05
IWM,clean_2d_bear,GEX_MID_VEX_MID,2053,50.32,48.22,52.26,-0.24,16.55
IWM,clean_2u_bull,GEX_HIGH_VEX_HIGH,1958,49.08,46.94,50.97,-0.06,10.96
IWM,clean_2u_bull,GEX_HIGH_VEX_LOW,2175,50.21,48.16,52.21,-0.33,15.05
IWM,clean_2u_bull,GEX_HIGH_VEX_MID,1648,49.64,47.3,52.09,0.7,19.34
IWM,clean_2u_bull,GEX_LOW_VEX_HIGH,1133,46.16,43.2,49.25,0.16,11.48
IWM,clean_2u_bull,GEX_LOW_VEX_LOW,2581,48.28,46.36,50.25,-0.44,16.49
IWM,clean_2u_bull,GEX_LOW_VEX_MID,2223,50.34,48.4,52.27,0.67,19.94
IWM,clean_2u_bull,GEX_MID_VEX_HIGH,2606,49.04,47.08,51.04,0.07,18.96
IWM,clean_2u_bull,GEX_MID_VEX_LOW,1107,51.94,48.87,55.01,0.57,15.2
IWM,clean_2u_bull,GEX_MID_VEX_MID,2096,48.47,46.4,50.55,0.14,15.28
IWM,f2d_bull_reversal,GEX_HIGH_VEX_HIGH,607,50.08,45.96,54.04,0.32,10.67
IWM,f2d_bull_reversal,GEX_HIGH_VEX_LOW,833,47.42,43.87,51.08,-0.29,13.44
IWM,f2d_bull_reversal,GEX_HIGH_VEX_MID,557,51.89,47.84,55.83,0.42,14.83
IWM,f2d_bull_reversal,GEX_LOW_VEX_HIGH,294,49.66,43.88,55.44,0.33,10.38
IWM,f2d_bull_reversal,GEX_LOW_VEX_LOW,1013,46.99,43.68,50.0,-1.17,15.72
IWM,f2d_bull_reversal,GEX_LOW_VEX_MID,826,50.24,46.91,53.39,0.07,19.23
IWM,f2d_bull_reversal,GEX_MID_VEX_HIGH,736,49.59,46.06,53.47,0.74,17.89
IWM,f2d_bull_reversal,GEX_MID_VEX_LOW,437,54.92,50.45,59.5,1.68,15.09
IWM,f2d_bull_reversal,GEX_MID_VEX_MID,661,46.29,42.36,49.92,-0.94,20.53
IWM,f2u_bear_reversal,GEX_HIGH_VEX_HIGH,607,47.61,43.74,51.57,-0.41,12.7
IWM,f2u_bear_reversal,GEX_HIGH_VEX_LOW,768,49.22,45.83,52.47,-0.13,11.82
IWM,f2u_bear_reversal,GEX_HIGH_VEX_MID,526,49.62,45.63,53.52,-0.24,14.4
IWM,f2u_bear_reversal,GEX_LOW_VEX_HIGH,293,46.42,40.27,51.88,-0.26,9.36
IWM,f2u_bear_reversal,GEX_LOW_VEX_LOW,1021,49.66,46.52,52.5,-0.04,26.41
IWM,f2u_bear_reversal,GEX_LOW_VEX_MID,832,49.64,46.39,52.76,0.74,18.03
IWM,f2u_bear_reversal,GEX_MID_VEX_HIGH,726,52.07,48.48,55.79,0.63,19.13
IWM,f2u_bear_reversal,GEX_MID_VEX_LOW,407,51.6,46.68,56.51,-0.11,12.35
IWM,f2u_bear_reversal,GEX_MID_VEX_MID,708,51.27,47.74,54.8,-0.28,16.9
IWM,none,GEX_HIGH_VEX_HIGH,25843,49.72,49.12,50.33,0.01,12.46
IWM,none,GEX_HIGH_VEX_LOW,24522,49.27,48.65,49.91,-0.15,14.22
IWM,none,GEX_HIGH_VEX_MID,18478,49.98,49.25,50.66,0.06,16.27
IWM,none,GEX_LOW_VEX_HIGH,13789,47.94,47.05,48.84,0.12,10.88
IWM,none,GEX_LOW_VEX_LOW,28571,49.83,49.24,50.41,0.06,18.14
IWM,none,GEX_LOW_VEX_MID,25493,50.52,49.93,51.17,0.09,18.5
IWM,none,GEX_MID_VEX_HIGH,32479,48.54,47.99,49.05,-0.06,22.88
IWM,none,GEX_MID_VEX_LOW,13062,50.08,49.26,50.95,0.23,16.75
IWM,none,GEX_MID_VEX_MID,23488,50.26,49.7,50.93,0.11,16.76
IWM,none,GEX_nan_VEX_nan,343,47.23,41.98,52.19,-0.31,14.6
QQQ,111_inside_compression,GEX_HIGH_VEX_HIGH,301,47.18,41.53,52.16,-0.12,6.16
QQQ,111_inside_compression,GEX_HIGH_VEX_LOW,120,46.67,38.33,55.83,-2.41,13.97
QQQ,111_inside_compression,GEX_HIGH_VEX_MID,79,59.49,48.1,70.28,1.34,10.71
QQQ,111_inside_compression,GEX_LOW_VEX_HIGH,127,38.58,30.71,46.46,-0.79,8.16
QQQ,111_inside_compression,GEX_LOW_VEX_LOW,56,50.0,36.56,62.5,2.34,66.85
QQQ,111_inside_compression,GEX_LOW_VEX_MID,87,56.32,44.83,66.67,1.61,18.55
QQQ,111_inside_compression,GEX_MID_VEX_HIGH,467,55.25,50.85,59.53,0.59,7.29
QQQ,111_inside_compression,GEX_MID_VEX_MID,80,51.25,40.0,61.25,-0.59,11.57
QQQ,11_inside_compression,GEX_HIGH_VEX_HIGH,2305,49.54,47.55,51.48,0.1,6.27
QQQ,11_inside_compression,GEX_HIGH_VEX_LOW,1708,50.94,48.39,53.57,-0.1,13.46
QQQ,11_inside_compression,GEX_HIGH_VEX_MID,1024,52.05,49.27,55.38,0.41,12.17
QQQ,11_inside_compression,GEX_LOW_VEX_HIGH,1164,47.68,45.1,50.56,-0.3,13.33
QQQ,11_inside_compression,GEX_LOW_VEX_LOW,1244,52.09,49.28,54.66,1.22,20.7
QQQ,11_inside_compression,GEX_LOW_VEX_MID,1595,48.97,46.46,51.22,-0.76,25.36
QQQ,11_inside_compression,GEX_MID_VEX_HIGH,4503,50.23,48.83,51.79,0.22,10.37
QQQ,11_inside_compression,GEX_MID_VEX_LOW,361,55.96,50.69,60.66,-0.74,13.07
QQQ,11_inside_compression,GEX_MID_VEX_MID,1246,50.56,47.99,53.05,1.04,18.38
QQQ,132_bear_continuation,GEX_HIGH_VEX_HIGH,631,49.6,46.12,53.65,-0.07,7.99
QQQ,132_bear_continuation,GEX_HIGH_VEX_LOW,1286,53.81,51.04,56.38,0.28,12.55
QQQ,132_bear_continuation,GEX_HIGH_VEX_MID,633,50.08,45.89,54.04,-0.43,11.66
QQQ,132_bear_continuation,GEX_LOW_VEX_HIGH,478,51.46,46.65,56.07,0.66,15.19
QQQ,132_bear_continuation,GEX_LOW_VEX_LOW,1048,49.81,46.66,52.82,0.16,15.03
QQQ,132_bear_continuation,GEX_LOW_VEX_MID,1217,52.01,49.47,54.69,1.33,21.81
QQQ,132_bear_continuation,GEX_MID_VEX_HIGH,1473,52.0,49.49,54.31,0.45,11.7
QQQ,132_bear_continuation,GEX_MID_VEX_LOW,318,49.69,44.34,54.4,0.62,15.22
QQQ,132_bear_continuation,GEX_MID_VEX_MID,914,57.55,54.21,61.0,1.47,16.75
QQQ,132_bull_continuation,GEX_HIGH_VEX_HIGH,663,49.62,45.62,53.47,-0.1,7.28
QQQ,132_bull_continuation,GEX_HIGH_VEX_LOW,1307,50.88,48.43,53.6,0.06,8.66
QQQ,132_bull_continuation,GEX_HIGH_VEX_MID,736,53.94,50.54,57.41,0.49,11.41
QQQ,132_bull_continuation,GEX_LOW_VEX_HIGH,436,50.46,45.75,55.17,0.26,12.94
QQQ,132_bull_continuation,GEX_LOW_VEX_LOW,1097,51.96,49.04,54.88,0.65,18.98
QQQ,132_bull_continuation,GEX_LOW_VEX_MID,1206,50.17,47.18,52.78,-0.9,20.7
QQQ,132_bull_continuation,GEX_MID_VEX_HIGH,1395,47.81,45.34,50.61,-0.01,10.64
QQQ,132_bull_continuation,GEX_MID_VEX_LOW,318,52.2,46.54,58.03,0.23,13.66
QQQ,132_bull_continuation,GEX_MID_VEX_MID,913,51.26,48.08,54.44,0.29,14.86
QQQ,212_bear_continuation,GEX_HIGH_VEX_HIGH,2392,51.71,49.6,53.51,0.15,6.68
QQQ,212_bear_continuation,GEX_HIGH_VEX_LOW,3297,53.35,51.56,55.01,0.07,10.78
QQQ,212_bear_continuation,GEX_HIGH_VEX_MID,1701,50.03,47.62,52.32,-0.21,12.9
QQQ,212_bear_continuation,GEX_LOW_VEX_HIGH,1567,49.39,46.97,52.2,-0.05,15.08
QQQ,212_bear_continuation,GEX_LOW_VEX_LOW,2463,52.01,49.96,53.76,0.37,18.45
QQQ,212_bear_continuation,GEX_LOW_VEX_MID,2947,51.44,49.68,53.17,0.22,19.95
QQQ,212_bear_continuation,GEX_MID_VEX_HIGH,5180,51.22,49.88,52.58,0.3,12.17
QQQ,212_bear_continuation,GEX_MID_VEX_LOW,752,54.79,51.13,58.24,0.76,12.18
QQQ,212_bear_continuation,GEX_MID_VEX_MID,2254,51.55,49.47,53.53,-0.06,17.13
QQQ,212_bear_continuation,GEX_nan_VEX_nan,48,47.92,33.33,62.5,0.5,9.77
QQQ,212_bear_reversal,GEX_HIGH_VEX_HIGH,3634,50.33,48.65,52.0,0.1,7.18
QQQ,212_bear_reversal,GEX_HIGH_VEX_LOW,5268,52.18,50.94,53.58,0.2,11.24
QQQ,212_bear_reversal,GEX_HIGH_VEX_MID,2786,52.26,50.59,54.11,0.21,10.84
QQQ,212_bear_reversal,GEX_LOW_VEX_HIGH,2387,49.27,47.47,51.28,0.11,14.4
QQQ,212_bear_reversal,GEX_LOW_VEX_LOW,4037,49.79,48.08,51.29,-0.05,20.97
QQQ,212_bear_reversal,GEX_LOW_VEX_MID,5005,50.11,48.7,51.53,0.01,22.63
