ticker,strat_combo,vex_tercile,n,mean_bps,hit_pct
IWM,111_inside_compression,HIGH,695,-0.2907456056277486,46.618705035971225
IWM,111_inside_compression,LOW,271,0.0653764370501922,49.07749077490775
IWM,111_inside_compression,MID,393,0.1481373570771345,54.70737913486005
IWM,11_inside_compression,HIGH,6597,-0.0209720022183223,48.41594664241322
IWM,11_inside_compression,LOW,3723,0.2172913350502509,50.98039215686274
IWM,11_inside_compression,MID,4562,0.3462600394608243,50.48224462954845
IWM,132_bear_continuation,HIGH,2553,-0.0381571994780854,49.0795142969056
IWM,132_bear_continuation,LOW,2546,0.4946704474800548,50.98193244304792
IWM,132_bear_continuation,MID,2584,0.2663822083437386,50.03869969040248
IWM,132_bull_continuation,HIGH,2554,0.0455658902245722,49.0602975724354
IWM,132_bull_continuation,LOW,2617,0.0234374381413396,49.78983568972106
IWM,132_bull_continuation,MID,2595,-0.0350187996652428,49.94219653179191
IWM,212_bear_continuation,HIGH,8688,0.1616063766555688,50.069060773480665
IWM,212_bear_continuation,LOW,6941,-0.0245459664839708,49.90635355136148
IWM,212_bear_continuation,MID,7321,0.3225987262081599,50.81273050129763
IWM,212_bear_continuation,,40,3.333539881775782,67.5
IWM,212_bear_reversal,HIGH,12940,-0.1876882251462532,48.84853168469861
IWM,212_bear_reversal,LOW,10435,0.2434147207481635,50.32103497843795
IWM,212_bear_reversal,MID,11368,-0.195680637450673,49.463406052076
IWM,212_bear_reversal,,58,1.6695561798068623,60.3448275862069
IWM,212_bull_continuation,HIGH,9044,-0.1591681787569178,48.330384785493145
IWM,212_bull_continuation,LOW,7102,-0.0941377498996993,50.08448324415657
IWM,212_bull_continuation,MID,7575,-0.1801360916443649,48.56765676567657
IWM,212_bull_continuation,,44,-2.8697405716856705,43.18181818181818
IWM,212_bull_reversal,HIGH,12723,0.2310696360157362,49.42230605989153
IWM,212_bull_reversal,LOW,10764,-0.1231769344862774,49.8792270531401
IWM,212_bull_reversal,MID,11058,0.2742200871232558,50.669198770121184
IWM,212_bull_reversal,,68,-0.4208036929297355,45.588235294117645
IWM,22_bear_continuation,HIGH,53547,0.2456767946613094,49.55272937792967
IWM,22_bear_continuation,LOW,55871,0.2955781786220854,50.25505181578994
IWM,22_bear_continuation,MID,56897,0.2193849453788572,50.12215055275322
IWM,22_bear_continuation,,238,-0.4252152703958243,52.10084033613446
IWM,22_bear_reversal,HIGH,35807,0.1355981113877074,49.5377998715335
IWM,22_bear_reversal,LOW,37975,0.0823025925338774,50.34364713627386
IWM,22_bear_reversal,MID,38084,0.1001826823411685,50.55141266673668
IWM,22_bear_reversal,,173,-1.4142695108693883,47.39884393063584
IWM,22_bull_continuation,HIGH,54976,-0.063491552858526,48.744906868451686
IWM,22_bull_continuation,LOW,58127,-0.1233799161393541,49.62926006847076
IWM,22_bull_continuation,MID,58533,-0.0127258559698774,49.71212820118566
IWM,22_bull_continuation,,258,-1.598454225997029,45.73643410852713
IWM,22_bull_reversal,HIGH,36039,0.0326859205234665,49.09126224368045
IWM,22_bull_reversal,LOW,37751,-0.0516100522302192,49.86887764562528
IWM,22_bull_reversal,MID,38091,0.1969316343620724,50.16670604604763
IWM,22_bull_reversal,,159,1.028797969249913,55.9748427672956
IWM,312_bear_reversal,HIGH,2336,0.2186273116686206,50.0
IWM,312_bear_reversal,LOW,2226,0.2940672931320689,50.17969451931717
IWM,312_bear_reversal,MID,2292,-0.1362629736233702,50.34904013961605
IWM,312_bull_reversal,HIGH,2962,-0.2888373016158554,48.27819041188386
IWM,312_bull_reversal,LOW,3108,0.0764604993888092,49.71042471042471
IWM,312_bull_reversal,MID,3048,-0.170156663746681,49.21259842519685
IWM,322_bear_continuation,HIGH,3599,0.4887749371156994,50.51403167546541
IWM,322_bear_continuation,LOW,4982,0.1171361503450005,49.69891609795263
IWM,322_bear_continuation,MID,4396,0.3124365799391532,50.86442220200183
IWM,322_bull_continuation,HIGH,3645,0.2215610310658401,48.83401920438957
IWM,322_bull_continuation,LOW,4902,-0.0165138826951838,48.26601387188902
IWM,322_bull_continuation,MID,4638,0.052280015157192,50.53902544200086
IWM,32_bear_reversal,HIGH,853,-0.2825745777518961,50.058616647127785
IWM,32_bear_reversal,LOW,1215,-0.3702034092402808,49.79423868312757
IWM,32_bear_reversal,MID,969,0.3068324060228977,51.496388028895765
IWM,32_bull_reversal,HIGH,1014,0.6711196702350236,50.78895463510848
IWM,32_bull_reversal,LOW,1312,0.1292459052953184,49.23780487804878
IWM,32_bull_reversal,MID,1217,-0.0161399581875526,50.4519309778143
IWM,clean_2d_bear,HIGH,5923,-0.1849378905595175,50.56559176093196
IWM,clean_2d_bear,LOW,6089,-0.2846313751543179,49.74544260141238
IWM,clean_2d_bear,MID,5844,0.3514170496707126,50.71868583162218
IWM,clean_2u_bull,HIGH,5697,0.0414571631414298,48.4816570124627
IWM,clean_2u_bull,LOW,5863,-0.2086501541609037,49.68446187958383
IWM,clean_2u_bull,MID,5967,0.4927429617923214,49.48885537120831
