ticker,strat_combo,gex_tercile,n,mean_bps,hit_pct
IWM,11_inside_compression,HIGH,109,6.703795823103167,58.71559633027523
IWM,11_inside_compression,LOW,69,18.1441386195007,62.31884057971014
IWM,11_inside_compression,MID,72,10.921746859753412,51.388888888888886
IWM,132_bear_continuation,HIGH,49,3.750449700254456,57.14285714285714
IWM,132_bear_continuation,MID,39,20.503941826077817,58.97435897435898
IWM,132_bull_continuation,HIGH,55,-11.75637042026858,49.09090909090909
IWM,132_bull_continuation,LOW,48,13.438782493274338,56.25
IWM,132_bull_continuation,MID,44,26.73092721260922,50.0
IWM,212_bear_continuation,HIGH,113,8.684896733626665,54.86725663716814
IWM,212_bear_continuation,LOW,107,5.916722466659469,48.598130841121495
IWM,212_bear_continuation,MID,102,20.540491967137317,55.88235294117647
IWM,212_bear_reversal,HIGH,171,-7.608672233765279,48.53801169590643
IWM,212_bear_reversal,LOW,166,21.95165773185514,56.024096385542165
IWM,212_bear_reversal,MID,153,-1.487052009727989,50.98039215686274
IWM,212_bull_continuation,HIGH,115,-6.617337284830465,46.08695652173913
IWM,212_bull_continuation,LOW,104,-15.064559001989156,39.42307692307692
IWM,212_bull_continuation,MID,90,11.862614447747772,52.22222222222223
IWM,212_bull_reversal,HIGH,228,3.0004800031539265,56.14035087719298
IWM,212_bull_reversal,LOW,173,-1.3542920415508055,52.601156069364166
IWM,212_bull_reversal,MID,182,6.051683857808983,50.0
IWM,22_bear_continuation,HIGH,745,2.611789861260533,52.48322147651007
IWM,22_bear_continuation,LOW,951,1.805016059533082,50.68349106203996
IWM,22_bear_continuation,MID,900,4.229709554781302,51.44444444444445
IWM,22_bear_reversal,HIGH,743,2.6443962983872558,50.6056527590848
IWM,22_bear_reversal,LOW,721,1.0635128268900422,51.59500693481276
IWM,22_bear_reversal,MID,743,9.088846975260244,52.62449528936743
IWM,22_bull_continuation,HIGH,1019,3.0371186116244444,53.68007850834151
IWM,22_bull_continuation,LOW,1116,6.023914898202428,53.40501792114696
IWM,22_bull_continuation,MID,1100,10.315562923901323,56.81818181818182
IWM,22_bull_reversal,HIGH,658,-2.488685805028388,48.17629179331307
IWM,22_bull_reversal,LOW,732,1.2109385075647414,51.36612021857923
IWM,22_bull_reversal,MID,731,1.2374620624661512,52.1203830369357
IWM,312_bear_reversal,HIGH,35,22.977490854741053,54.285714285714285
IWM,312_bear_reversal,LOW,30,5.578549177637923,50.0
IWM,312_bear_reversal,MID,33,1.740551261098111,39.39393939393939
IWM,312_bull_reversal,HIGH,46,-7.610152133272656,47.82608695652174
IWM,312_bull_reversal,LOW,55,27.527048543110364,63.63636363636363
IWM,312_bull_reversal,MID,52,12.025299811554143,57.692307692307686
IWM,322_bear_continuation,HIGH,95,0.2491676565934452,46.31578947368421
IWM,322_bear_continuation,LOW,75,12.705948959215172,53.333333333333336
IWM,322_bear_continuation,MID,103,-8.376305171124875,50.48543689320388
IWM,322_bull_continuation,HIGH,113,3.248443307260757,51.32743362831859
IWM,322_bull_continuation,LOW,110,7.238050534967849,58.18181818181818
IWM,322_bull_continuation,MID,105,15.756739137928443,53.333333333333336
IWM,32_bear_reversal,HIGH,40,-13.35210114426754,45.0
IWM,32_bear_reversal,LOW,32,-27.527601188910225,40.625
IWM,32_bear_reversal,MID,42,-35.56727805867909,45.23809523809524
IWM,32_bull_reversal,HIGH,55,5.629143034711996,54.54545454545454
IWM,32_bull_reversal,LOW,37,12.286835356855274,59.45945945945946
IWM,32_bull_reversal,MID,42,7.90593084566814,54.761904761904766
IWM,clean_2d_bear,HIGH,129,15.33263548928371,59.68992248062015
IWM,clean_2d_bear,LOW,95,7.26316499092843,49.47368421052632
IWM,clean_2d_bear,MID,115,-8.472774192339863,52.17391304347826
IWM,clean_2u_bull,HIGH,123,-4.982142939552262,48.78048780487805
IWM,clean_2u_bull,LOW,125,-1.478664323453118,55.2
IWM,clean_2u_bull,MID,126,10.286699935665691,51.5873015873016
IWM,f2d_bull_reversal,HIGH,60,3.1280546411173265,55.00000000000001
IWM,f2d_bull_reversal,LOW,53,33.09046652031657,60.37735849056604
IWM,f2d_bull_reversal,MID,47,-4.837343293066445,46.80851063829788
IWM,f2u_bear_reversal,HIGH,55,11.039301130273818,63.63636363636363
IWM,f2u_bear_reversal,LOW,51,9.995865320040515,58.82352941176471
IWM,f2u_bear_reversal,MID,67,7.07216458038829,52.23880597014925
IWM,none,HIGH,1298,-0.4758056808194296,51.69491525423729
IWM,none,LOW,1151,4.911296329032135,52.6498696785404
IWM,none,MID,1188,3.842455615845688,51.93602693602693
QQQ,11_inside_compression,HIGH,67,-8.889328159661073,50.74626865671642
QQQ,11_inside_compression,LOW,42,45.83879373218103,64.28571428571429
QQQ,11_inside_compression,MID,63,18.62924509689727,63.49206349206349
QQQ,132_bear_continuation,HIGH,39,1.1528229505310132,61.53846153846154
QQQ,132_bear_continuation,LOW,31,18.959668207090807,51.61290322580645
QQQ,132_bear_continuation,MID,32,19.20847567107768,68.75
QQQ,132_bull_continuation,HIGH,40,9.948164930172572,50.0
QQQ,132_bull_continuation,LOW,38,25.908512601616213,63.1578947368421
QQQ,132_bull_continuation,MID,42,-16.929977734853292,47.61904761904761
QQQ,212_bear_continuation,HIGH,106,4.359362074676417,56.60377358490566
QQQ,212_bear_continuation,LOW,91,17.669854620438244,59.34065934065934
QQQ,212_bear_continuation,MID,102,7.2977168256981635,53.92156862745098
QQQ,212_bear_reversal,HIGH,169,9.873970666979094,60.35502958579882
QQQ,212_bear_reversal,LOW,153,26.519230511673445,57.51633986928104
QQQ,212_bear_reversal,MID,164,9.429557998188285,59.7560975609756
QQQ,212_bull_continuation,HIGH,117,15.016006188007903,61.53846153846154
QQQ,212_bull_continuation,LOW,108,21.12370176224245,62.03703703703704
QQQ,212_bull_continuation,MID,140,2.554635742633101,51.42857142857142
QQQ,212_bull_reversal,HIGH,178,5.259799743617377,58.98876404494382
