ticker,strat_combo,gex_tercile,n,mean_bps,hit_pct
QQQ,212_bull_reversal,LOW,168,17.5099076178292,58.333333333333336
QQQ,212_bull_reversal,MID,166,3.079371908709203,57.22891566265061
QQQ,22_bear_continuation,HIGH,693,6.932262554539754,56.85425685425686
QQQ,22_bear_continuation,LOW,925,11.530933699334142,53.729729729729726
QQQ,22_bear_continuation,MID,800,4.349437269657789,53.75
QQQ,22_bear_reversal,HIGH,735,0.4132398783476704,55.10204081632652
QQQ,22_bear_reversal,LOW,708,3.536008001569141,52.40112994350282
QQQ,22_bear_reversal,MID,743,5.309131652659985,57.33512786002692
QQQ,22_bull_continuation,HIGH,1202,0.6207065814935001,55.74043261231281
QQQ,22_bull_continuation,LOW,1150,-0.5712693363544025,55.21739130434783
QQQ,22_bull_continuation,MID,1297,8.106822922498305,58.67386276021588
QQQ,22_bull_reversal,HIGH,695,1.4131493312861898,57.122302158273385
QQQ,22_bull_reversal,LOW,770,2.6944182223671347,53.5064935064935
QQQ,22_bull_reversal,MID,739,9.224107796200697,56.4276048714479
QQQ,312_bear_reversal,HIGH,36,15.277866687038316,58.333333333333336
QQQ,312_bear_reversal,LOW,36,35.377967736067994,55.55555555555556
QQQ,312_bear_reversal,MID,39,14.00561537844328,53.84615384615385
QQQ,312_bull_reversal,HIGH,50,2.1312999868344,56.00000000000001
QQQ,312_bull_reversal,LOW,39,-41.6861166148242,46.15384615384615
QQQ,312_bull_reversal,MID,60,5.936328639453617,55.00000000000001
QQQ,322_bear_continuation,HIGH,59,5.670735735445624,55.932203389830505
QQQ,322_bear_continuation,LOW,92,-7.686569359231513,52.17391304347826
QQQ,322_bear_continuation,MID,64,4.047156616493174,53.125
QQQ,322_bull_continuation,HIGH,105,9.091724963551949,62.85714285714285
QQQ,322_bull_continuation,LOW,111,32.955860044348654,65.76576576576578
QQQ,322_bull_continuation,MID,103,7.348049043680585,59.22330097087378
QQQ,32_bear_reversal,HIGH,36,13.082607977989328,61.11111111111112
QQQ,32_bear_reversal,MID,37,7.608315355080495,59.45945945945946
QQQ,32_bull_reversal,HIGH,58,-2.154147694305204,55.172413793103445
QQQ,32_bull_reversal,LOW,50,12.229866424751458,56.00000000000001
QQQ,32_bull_reversal,MID,41,14.692762329739448,75.60975609756098
QQQ,clean_2d_bear,HIGH,78,3.11278266089249,57.692307692307686
QQQ,clean_2d_bear,LOW,94,-17.759768133593443,46.80851063829788
QQQ,clean_2d_bear,MID,87,20.844053214548754,62.06896551724138
QQQ,clean_2u_bull,HIGH,117,3.7293433208216342,56.41025641025641
QQQ,clean_2u_bull,LOW,110,16.165949831708552,62.727272727272734
QQQ,clean_2u_bull,MID,122,15.32429119403111,63.114754098360656
QQQ,f2d_bull_reversal,HIGH,62,-6.585762527202473,53.2258064516129
QQQ,f2d_bull_reversal,LOW,63,23.47431196780501,65.07936507936508
QQQ,f2d_bull_reversal,MID,46,-1.8370161179674047,50.0
QQQ,f2u_bear_reversal,HIGH,54,-2.2820556780755386,50.0
QQQ,f2u_bear_reversal,LOW,57,25.675933973394415,59.64912280701754
QQQ,f2u_bear_reversal,MID,49,17.500003601534235,67.3469387755102
QQQ,none,HIGH,1184,6.337607355708643,58.5304054054054
QQQ,none,LOW,1110,5.967332681681447,55.31531531531532
QQQ,none,MID,1153,8.733335357447775,57.84908933217693
SPY,11_inside_compression,HIGH,67,6.743927827499842,55.223880597014926
SPY,11_inside_compression,LOW,42,20.82148612531558,52.38095238095239
SPY,11_inside_compression,MID,50,8.734646146475574,57.99999999999999
SPY,132_bear_continuation,HIGH,42,7.94722692668722,52.38095238095239
SPY,132_bear_continuation,LOW,39,28.93674403960764,51.28205128205128
SPY,132_bear_continuation,MID,40,-11.324030980977696,57.49999999999999
SPY,132_bull_continuation,HIGH,53,-0.0378008557280611,50.943396226415096
SPY,132_bull_continuation,LOW,42,25.35445894414697,64.28571428571429
SPY,132_bull_continuation,MID,36,30.835179262871502,75.0
SPY,212_bear_continuation,HIGH,104,2.727426379610151,55.76923076923077
SPY,212_bear_continuation,LOW,90,-2.5656227033333883,48.888888888888886
SPY,212_bear_continuation,MID,75,7.757278721628174,61.33333333333333
SPY,212_bear_reversal,HIGH,158,8.172405536103618,56.32911392405063
SPY,212_bear_reversal,LOW,141,12.904613355983232,54.60992907801418
SPY,212_bear_reversal,MID,142,5.289815563376542,61.267605633802816
SPY,212_bull_continuation,HIGH,136,4.89595523340882,53.67647058823529
SPY,212_bull_continuation,LOW,88,15.037273155661554,56.81818181818182
SPY,212_bull_continuation,MID,114,-0.4244567902718437,50.877192982456144
SPY,212_bull_reversal,HIGH,174,-4.26967962193536,51.14942528735632
SPY,212_bull_reversal,LOW,150,25.523285222964606,64.0
SPY,212_bull_reversal,MID,153,13.531936412548202,54.90196078431373
SPY,22_bear_continuation,HIGH,727,0.8213451541947382,55.15818431911968
SPY,22_bear_continuation,LOW,897,4.845024326500757,56.07580824972129
SPY,22_bear_continuation,MID,793,5.827635106892927,51.57629255989912
SPY,22_bear_reversal,HIGH,857,1.4340606268878142,55.30921820303384
SPY,22_bear_reversal,LOW,697,2.834030959499369,51.36298421807748
SPY,22_bear_reversal,MID,716,3.113352981729701,54.18994413407822
SPY,22_bull_continuation,HIGH,1238,1.499551594460693,53.55411954765751
SPY,22_bull_continuation,LOW,1116,1.7266846075009623,55.376344086021504
SPY,22_bull_continuation,MID,1084,7.162378248680006,56.91881918819188
SPY,22_bull_reversal,HIGH,767,1.3302362751604977,55.019556714471975
SPY,22_bull_reversal,LOW,756,1.7253728428504165,52.64550264550265
SPY,22_bull_reversal,MID,710,1.7621935456427094,53.66197183098591
SPY,312_bear_reversal,HIGH,38,5.971390657570176,57.89473684210527
SPY,312_bear_reversal,LOW,32,16.96841832350374,56.25
SPY,312_bear_reversal,MID,45,10.771997788302617,51.11111111111111
SPY,312_bull_reversal,HIGH,72,13.397225532920409,65.27777777777779
SPY,312_bull_reversal,LOW,60,11.798321591192735,61.66666666666667
SPY,312_bull_reversal,MID,52,-6.8582944259816125,51.92307692307693
SPY,322_bear_continuation,HIGH,74,5.549290841726207,56.75675675675676
SPY,322_bear_continuation,LOW,87,3.608846292906173,45.97701149425287
SPY,322_bear_continuation,MID,87,10.658703221419405,58.620689655172406
SPY,322_bull_continuation,HIGH,135,-1.870796107066608,58.51851851851851
SPY,322_bull_continuation,LOW,108,11.335824018849816,57.407407407407405
SPY,322_bull_continuation,MID,111,23.06438302958631,71.17117117117117
SPY,32_bear_reversal,HIGH,44,11.078014235989489,68.18181818181817
SPY,32_bear_reversal,LOW,37,32.731999176539745,59.45945945945946
SPY,32_bear_reversal,MID,35,-1.3219727199218845,60.0
SPY,32_bull_reversal,HIGH,61,1.8875067544267372,52.459016393442624
SPY,32_bull_reversal,LOW,44,-16.572443645591843,54.54545454545454
SPY,32_bull_reversal,MID,47,13.420002325228992,65.95744680851064
SPY,clean_2d_bear,HIGH,89,3.0678936174785942,56.17977528089888
SPY,clean_2d_bear,LOW,87,-3.034837405786405,54.02298850574713
SPY,clean_2d_bear,MID,96,4.641729271060817,59.375
SPY,clean_2u_bull,HIGH,123,-2.670455041431627,51.21951219512195
SPY,clean_2u_bull,LOW,119,10.218203431824042,61.34453781512605
SPY,clean_2u_bull,MID,127,8.690588655834713,60.629921259842526
SPY,f2d_bull_reversal,HIGH,58,15.380023495825412,67.24137931034483
SPY,f2d_bull_reversal,LOW,50,8.011215022512909,54.0
SPY,f2d_bull_reversal,MID,41,1.941944547269352,53.65853658536586
SPY,f2u_bear_reversal,HIGH,67,11.121270770875,59.70149253731343
SPY,f2u_bear_reversal,LOW,45,23.273584236022064,66.66666666666666
SPY,f2u_bear_reversal,MID,48,-15.247835037200389,43.75
SPY,none,HIGH,1282,3.4563752623128297,54.75819032761311
SPY,none,LOW,1056,8.500796370607306,56.060606060606055
SPY,none,MID,1097,7.338037948794857,58.43208751139471
