ticker,strat_combo,gex_tercile,n,mean_bps,hit_pct
IWM,322_bull_continuation,LOW,1101,1.6166437128898232,52.58855585831063
IWM,322_bull_continuation,MID,1041,-0.287345816722449,50.43227665706051
IWM,32_bear_reversal,HIGH,264,-0.0814487557625214,53.03030303030303
IWM,32_bear_reversal,LOW,251,2.4227203644640096,53.38645418326693
IWM,32_bear_reversal,MID,283,3.2612568872634227,54.06360424028268
IWM,32_bull_reversal,HIGH,292,-3.027097360948608,47.94520547945205
IWM,32_bull_reversal,LOW,313,-1.884254881374228,48.24281150159744
IWM,32_bull_reversal,MID,300,-6.947144659998104,48.333333333333336
IWM,clean_2d_bear,HIGH,1217,3.004991647905678,52.17748562037799
IWM,clean_2d_bear,LOW,1271,0.0631173949051805,52.16365066876475
IWM,clean_2d_bear,MID,1167,4.268423915755084,53.47043701799485
IWM,clean_2u_bull,HIGH,1212,-0.1316994200591104,51.48514851485149
IWM,clean_2u_bull,LOW,1217,-0.8504150526760911,50.69843878389483
IWM,clean_2u_bull,MID,1206,0.2782142728275178,48.258706467661696
IWM,f2d_bull_reversal,HIGH,499,-0.5376318724492072,51.903807615230455
IWM,f2d_bull_reversal,LOW,518,-1.0230330256348414,52.31660231660232
IWM,f2d_bull_reversal,MID,484,0.2904438524849562,52.47933884297521
IWM,f2u_bear_reversal,HIGH,486,-0.2608581726136864,51.23456790123457
IWM,f2u_bear_reversal,LOW,508,1.5895412154192623,50.19685039370079
IWM,f2u_bear_reversal,MID,486,-0.3452396332585263,47.11934156378601
IWM,none,HIGH,13327,0.5596707390842721,51.74457867487057
IWM,none,LOW,13161,0.6497976203642035,51.78177950003799
IWM,none,MID,13120,-0.0681049397929987,50.9984756097561
IWM,none,,78,-6.098975380548239,50.0
QQQ,11_inside_compression,LOW,36,3.164256234780256,58.333333333333336
QQQ,132_bear_continuation,LOW,36,8.716009283840577,52.77777777777778
QQQ,132_bull_continuation,LOW,31,4.020723119039888,61.29032258064516
QQQ,212_bear_continuation,HIGH,57,4.861832827862809,47.368421052631575
QQQ,212_bear_continuation,LOW,74,3.793745227897615,52.702702702702695
QQQ,212_bear_reversal,HIGH,93,1.7404990543054255,59.13978494623656
QQQ,212_bear_reversal,LOW,95,1.820639117566652,52.63157894736842
QQQ,212_bear_reversal,MID,38,0.8775881571541816,71.05263157894737
QQQ,212_bull_continuation,HIGH,66,-2.254264356575345,56.060606060606055
QQQ,212_bull_continuation,LOW,78,0.578377710932511,46.15384615384615
QQQ,212_bull_reversal,HIGH,95,3.907778786808509,58.94736842105262
QQQ,212_bull_reversal,LOW,97,0.7086869258908348,47.42268041237113
QQQ,212_bull_reversal,MID,36,-11.108893448938623,25.0
QQQ,22_bear_continuation,HIGH,503,-0.8304429763500343,54.07554671968191
QQQ,22_bear_continuation,LOW,688,2.487977593407743,50.872093023255815
QQQ,22_bear_continuation,MID,193,-1.7874746046405765,54.92227979274611
QQQ,22_bear_reversal,HIGH,395,1.252593525206091,55.9493670886076
QQQ,22_bear_reversal,LOW,473,-0.3172825171223981,49.68287526427061
QQQ,22_bear_reversal,MID,129,-7.806904300467866,40.310077519379846
QQQ,22_bull_continuation,HIGH,692,3.253749604528363,57.22543352601156
QQQ,22_bull_continuation,LOW,667,0.2451032003522843,49.77511244377811
QQQ,22_bull_continuation,MID,210,-6.837141777270024,43.333333333333336
QQQ,22_bull_reversal,HIGH,396,3.238522291230418,57.07070707070707
QQQ,22_bull_reversal,LOW,446,-0.7657430194617242,47.98206278026906
QQQ,22_bull_reversal,MID,139,-5.966649070314573,45.32374100719424
QQQ,312_bear_reversal,LOW,35,-1.4905489312215845,48.57142857142857
QQQ,312_bull_reversal,HIGH,38,0.2732280543812994,52.63157894736842
QQQ,312_bull_reversal,LOW,44,2.7363460864355083,59.09090909090909
QQQ,322_bear_continuation,HIGH,45,10.695470008178452,71.11111111111111
QQQ,322_bear_continuation,LOW,60,-4.731263941802744,38.333333333333336
QQQ,322_bull_continuation,HIGH,55,4.778769170888345,56.36363636363636
QQQ,322_bull_continuation,LOW,59,-2.831206971683005,45.76271186440678
QQQ,clean_2d_bear,HIGH,56,10.435387484320852,58.92857142857143
QQQ,clean_2d_bear,LOW,66,-1.856751180854713,39.39393939393939
QQQ,clean_2u_bull,HIGH,50,2.172386657415464,48.0
QQQ,clean_2u_bull,LOW,74,-5.098466132079459,40.54054054054054
QQQ,f2d_bull_reversal,HIGH,30,14.053138574324942,73.33333333333333
QQQ,f2u_bear_reversal,LOW,33,3.343728386273067,54.54545454545454
QQQ,none,HIGH,632,2.602704727609093,56.80379746835443
QQQ,none,LOW,745,1.024212650854426,49.93288590604027
QQQ,none,MID,236,-0.7460743782478287,48.72881355932204
SPY,111_inside_compression,HIGH,85,-0.2674604661969393,61.1764705882353
SPY,11_inside_compression,HIGH,891,0.2771791297723643,55.218855218855225
SPY,11_inside_compression,LOW,508,-0.4554691200221771,51.181102362204726
SPY,11_inside_compression,MID,580,1.2895259664933805,56.03448275862068
SPY,132_bear_continuation,HIGH,598,-0.113767159666888,51.17056856187291
SPY,132_bear_continuation,LOW,466,0.0338738227241452,52.36051502145923
SPY,132_bear_continuation,MID,527,0.4955903101976575,49.905123339658445
SPY,132_bull_continuation,HIGH,594,-0.0655073013358624,53.03030303030303
SPY,132_bull_continuation,LOW,514,0.0324661244284405,52.14007782101168
SPY,132_bull_continuation,MID,543,0.0163385542433812,51.19705340699816
SPY,212_bear_continuation,HIGH,1388,0.7122472151708449,56.70028818443805
SPY,212_bear_continuation,LOW,1093,3.519880316245423,54.71180237877402
SPY,212_bear_continuation,MID,1154,1.168738590821292,56.58578856152513
SPY,212_bear_reversal,HIGH,2429,0.4675185405285369,53.14944421572664
SPY,212_bear_reversal,LOW,1936,1.7938312514068964,52.99586776859504
SPY,212_bear_reversal,MID,2037,0.1048553177786986,51.840942562592055
SPY,212_bull_continuation,HIGH,1575,0.4027160873327358,53.46031746031746
SPY,212_bull_continuation,LOW,1332,-0.601052980883331,51.651651651651655
SPY,212_bull_continuation,MID,1350,0.0300220467664065,50.96296296296296
SPY,212_bull_reversal,HIGH,2423,-0.0242468085987606,53.56995460173339
SPY,212_bull_reversal,LOW,1940,-0.0377128597712314,50.30927835051546
SPY,212_bull_reversal,MID,2065,-0.2388932813121301,51.28329297820823
SPY,22_bear_continuation,HIGH,10339,0.6353523625319356,53.83499371312506
SPY,22_bear_continuation,LOW,10532,0.3732018138357834,51.1488796050133
SPY,22_bear_continuation,MID,9828,0.840808599453816,52.67602767602768
SPY,22_bear_continuation,,60,5.924858224240206,68.33333333333333
SPY,22_bear_reversal,HIGH,7962,0.1496957058182521,53.45390605375534
SPY,22_bear_reversal,LOW,7358,0.5390958156748356,52.02500679532481
SPY,22_bear_reversal,MID,7116,0.3634167655485287,52.1079258010118
SPY,22_bear_reversal,,48,-3.3569615924374587,37.5
SPY,22_bull_continuation,HIGH,12343,-0.1671476368999522,51.83504820546059
SPY,22_bull_continuation,LOW,11321,0.1189179360418216,52.919353414009365
SPY,22_bull_continuation,MID,11110,0.3917017178246657,53.35733573357335
SPY,22_bull_continuation,,55,-3.587740737812929,41.81818181818181
SPY,22_bull_reversal,HIGH,7917,0.0294268444540326,52.59568018188708
SPY,22_bull_reversal,LOW,7292,0.4211215908519558,51.7690619857378
SPY,22_bull_reversal,MID,7257,0.0311618518509609,52.308116301502
SPY,22_bull_reversal,,43,-5.552700240067408,41.86046511627907
SPY,312_bear_reversal,HIGH,476,-0.0619360343913796,53.36134453781513
SPY,312_bear_reversal,LOW,433,1.8934179544042893,52.88683602771363
SPY,312_bear_reversal,MID,454,0.8828301823147545,55.72687224669603
SPY,312_bull_reversal,HIGH,802,-0.269654220622798,50.24937655860349
SPY,312_bull_reversal,LOW,697,0.779821531079246,54.51936872309899
SPY,312_bull_reversal,MID,692,-0.0356058384579247,54.04624277456648
SPY,322_bear_continuation,HIGH,962,0.1637209316766634,51.35135135135135
SPY,322_bear_continuation,LOW,1041,-0.2884455303564775,50.5283381364073
SPY,322_bear_continuation,MID,1008,2.295273248240332,51.98412698412699
SPY,322_bull_continuation,HIGH,1174,-0.5096026216098227,51.10732538330494
SPY,322_bull_continuation,LOW,1139,0.8861396522210249,50.4828797190518
SPY,322_bull_continuation,MID,1040,1.249714648861942,54.03846153846153
SPY,32_bear_reversal,HIGH,261,1.1474586227212311,56.32183908045977
SPY,32_bear_reversal,LOW,278,2.473248973311567,55.03597122302158
SPY,32_bear_reversal,MID,274,4.268197743943552,56.56934306569343
SPY,32_bull_reversal,HIGH,330,1.8808537224198247,55.757575757575765
SPY,32_bull_reversal,LOW,320,-1.2348279718455035,49.6875
SPY,32_bull_reversal,MID,289,-1.8863443021054216,51.21107266435986
SPY,clean_2d_bear,HIGH,1246,0.214701918994819,53.77207062600321
SPY,clean_2d_bear,LOW,1177,0.8276139405316862,49.447748513169074
SPY,clean_2d_bear,MID,1129,0.4386157615377932,52.79007971656333
SPY,clean_2u_bull,HIGH,1347,-0.086435651302749,50.77951002227172
SPY,clean_2u_bull,LOW,1198,2.839947783337686,52.83806343906511
SPY,clean_2u_bull,MID,1138,0.6522789165184197,52.72407732864674
SPY,f2d_bull_reversal,HIGH,493,0.6348668232843719,54.76673427991886
SPY,f2d_bull_reversal,LOW,510,0.4062117078643844,52.54901960784314
SPY,f2d_bull_reversal,MID,492,-0.9274116804241224,50.0
SPY,f2u_bear_reversal,HIGH,470,0.2454968265070466,52.97872340425533
SPY,f2u_bear_reversal,LOW,498,1.4389614958586905,52.40963855421686
SPY,f2u_bear_reversal,MID,452,1.445043588304548,51.10619469026548
SPY,none,HIGH,14822,0.3101039987736715,53.14397517204156
SPY,none,LOW,12774,1.034488450126266,52.45811805229372
SPY,none,MID,12875,0.25474945619439,53.0252427184466
SPY,none,,121,3.0116878842985404,55.371900826446286
