ticker,strat_combo,gex_tercile,n,mean_bps,hit_pct
IWM,111_inside_compression,HIGH,48,-2.9694319372174505,45.83333333333333
IWM,111_inside_compression,LOW,32,10.17862040641307,71.875
IWM,11_inside_compression,HIGH,718,0.3448703027151004,50.83565459610028
IWM,11_inside_compression,LOW,604,-0.3598300411998667,50.331125827814574
IWM,11_inside_compression,MID,632,1.3270564405554208,53.16455696202531
IWM,132_bear_continuation,HIGH,514,3.879026090338269,54.28015564202335
IWM,132_bear_continuation,LOW,456,-1.2425939174086864,50.0
IWM,132_bear_continuation,MID,458,-0.9300979718634766,52.18340611353712
IWM,132_bull_continuation,HIGH,492,-1.033869979128229,51.42276422764228
IWM,132_bull_continuation,LOW,550,1.8647870759887817,52.36363636363637
IWM,132_bull_continuation,MID,529,-0.0034287656268059,51.98487712665406
IWM,212_bear_continuation,HIGH,1260,-1.6221508501483246,50.23809523809524
IWM,212_bear_continuation,LOW,1203,0.2748630759118493,50.20781379883624
IWM,212_bear_continuation,MID,1282,2.3378000936658285,54.680187207488295
IWM,212_bear_reversal,HIGH,2027,0.7805164901739764,51.06068080907745
IWM,212_bear_reversal,LOW,2055,-0.1231352622198543,49.63503649635037
IWM,212_bear_reversal,MID,2163,0.5018991870335381,53.86037910309754
IWM,212_bull_continuation,HIGH,1360,-0.117864752668101,52.5
IWM,212_bull_continuation,LOW,1352,1.161237495107524,52.81065088757396
IWM,212_bull_continuation,MID,1252,-2.164674925308698,48.80191693290735
IWM,212_bull_reversal,HIGH,2166,0.2487069921534545,50.69252077562327
IWM,212_bull_reversal,LOW,2085,0.6324744491572681,52.4220623501199
IWM,212_bull_reversal,MID,2077,-0.5974377460435628,52.142513240250366
IWM,22_bear_continuation,HIGH,10913,0.8137791964591585,52.22212040685421
IWM,22_bear_continuation,LOW,11294,0.6315479847163555,50.80573755976625
IWM,22_bear_continuation,MID,11389,0.6717862097829393,50.838528404600936
IWM,22_bear_continuation,,37,0.8052934987532069,51.35135135135135
IWM,22_bear_reversal,HIGH,7813,-0.0860617609708153,51.54230129271726
IWM,22_bear_reversal,LOW,7637,0.6061330502390292,51.8659159355768
IWM,22_bear_reversal,MID,7807,0.356051780648334,51.26168822851287
IWM,22_bear_reversal,,38,0.2312243884352377,50.0
IWM,22_bull_continuation,HIGH,11916,-0.5577448528175103,49.55521987244042
IWM,22_bull_continuation,LOW,11950,0.3215271445129922,51.4979079497908
IWM,22_bull_continuation,MID,12145,0.1165658154603083,51.082750102923015
IWM,22_bull_continuation,,48,0.1633734595529842,56.25
IWM,22_bull_reversal,HIGH,7746,0.0961495851942114,50.73586367157242
IWM,22_bull_reversal,LOW,7622,-0.0976218146251354,51.50879034374179
IWM,22_bull_reversal,MID,7847,0.5527578304089263,50.92391996941507
IWM,22_bull_reversal,,31,-13.13827792878333,32.25806451612903
IWM,312_bear_reversal,HIGH,472,1.7026125777123435,52.54237288135594
IWM,312_bear_reversal,LOW,436,-1.2308225948353964,50.68807339449541
IWM,312_bear_reversal,MID,456,0.8688632346737815,51.53508771929825
IWM,312_bull_reversal,HIGH,665,1.890190153805764,50.97744360902256
IWM,312_bull_reversal,LOW,632,2.5457713632722787,56.4873417721519
IWM,312_bull_reversal,MID,619,0.6595887141179405,49.43457189014539
IWM,322_bear_continuation,HIGH,960,1.4395647451013285,54.37499999999999
IWM,322_bear_continuation,LOW,1049,-0.9623514882529106,49.66634890371783
IWM,322_bear_continuation,MID,1009,2.958529394952366,52.82457879088206
IWM,322_bull_continuation,HIGH,1063,-0.0157675611051273,51.36406396989652
