ticker,strat_combo,vex_tercile,n,mean_bps,hit_pct
IWM,11_inside_compression,HIGH,215,3.668497235749877,50.697674418604656
IWM,11_inside_compression,LOW,197,-2.913859349773975,55.83756345177665
IWM,11_inside_compression,MID,153,-1.636403356826,50.326797385620914
IWM,132_bear_continuation,HIGH,168,-4.173402806353683,47.61904761904761
IWM,132_bear_continuation,LOW,169,-1.5360147146548944,49.11242603550296
IWM,132_bear_continuation,MID,158,12.438552028745423,59.49367088607595
IWM,132_bull_continuation,HIGH,166,-1.103339685636394,49.39759036144578
IWM,132_bull_continuation,LOW,155,1.729469194449882,48.38709677419355
IWM,132_bull_continuation,MID,164,-4.059915824940922,46.95121951219512
IWM,212_bear_continuation,HIGH,387,2.050832078522548,51.67958656330749
IWM,212_bear_continuation,LOW,377,2.935981555738509,54.64190981432361
IWM,212_bear_continuation,MID,399,0.2749519357755372,50.37593984962406
IWM,212_bear_reversal,HIGH,688,2.135035343823084,52.90697674418605
IWM,212_bear_reversal,LOW,615,-1.567528157475438,51.86991869918699
IWM,212_bear_reversal,MID,635,-1.7243568574378043,50.07874015748032
IWM,212_bull_continuation,HIGH,527,-0.0219604339988877,51.23339658444023
IWM,212_bull_continuation,LOW,395,-1.4347816491866987,50.8860759493671
IWM,212_bull_continuation,MID,458,-0.703771416400779,54.36681222707424
IWM,212_bull_reversal,HIGH,708,-2.676736411763214,50.282485875706215
IWM,212_bull_reversal,LOW,648,5.230926370343865,52.31481481481482
IWM,212_bull_reversal,MID,654,-0.9309943456429132,50.917431192660544
IWM,22_bear_continuation,HIGH,3572,3.894976029448773,53.44344904815229
IWM,22_bear_continuation,LOW,3620,-0.0681480805849996,50.99447513812154
IWM,22_bear_continuation,MID,3615,2.026097785308268,52.25449515905948
IWM,22_bear_reversal,HIGH,2665,2.9809793927578627,53.95872420262664
IWM,22_bear_reversal,LOW,2674,0.6759621022203213,51.49588631264024
IWM,22_bear_reversal,MID,2621,1.391452580762778,53.26211369706218
