ticker,strat_combo,gex_tercile,n,mean_bps,hit_pct
IWM,11_inside_compression,HIGH,146,-3.6379660016522486,52.05479452054794
IWM,11_inside_compression,LOW,101,-0.045891426835902,48.51485148514851
IWM,11_inside_compression,MID,116,9.588156304757948,54.310344827586206
IWM,132_bear_continuation,HIGH,75,-19.13420338566393,42.66666666666667
IWM,132_bear_continuation,LOW,68,39.62921087246498,70.58823529411765
IWM,132_bear_continuation,MID,81,8.639239914405957,53.086419753086425
IWM,132_bull_continuation,HIGH,95,14.420433611234944,53.68421052631579
IWM,132_bull_continuation,LOW,90,1.8805673422368747,55.55555555555556
IWM,132_bull_continuation,MID,79,15.993302212039582,60.75949367088608
IWM,212_bear_continuation,HIGH,206,1.71635275281668,54.85436893203883
IWM,212_bear_continuation,LOW,175,-2.356077102984832,53.142857142857146
IWM,212_bear_continuation,MID,193,3.829395883191504,57.51295336787565
IWM,212_bear_reversal,HIGH,328,3.413247294532999,55.487804878048784
IWM,212_bear_reversal,LOW,312,0.7354338413247873,52.56410256410257
IWM,212_bear_reversal,MID,336,4.499587985919555,51.78571428571429
IWM,212_bull_continuation,HIGH,249,5.084234877752992,55.42168674698795
IWM,212_bull_continuation,LOW,213,5.682997337870496,55.86854460093896
IWM,212_bull_continuation,MID,220,2.9909260306817576,60.0
IWM,212_bull_reversal,HIGH,375,-0.9319671384240557,50.66666666666667
IWM,212_bull_reversal,LOW,320,9.541645460329963,52.5
IWM,212_bull_reversal,MID,381,2.3037133910287504,54.330708661417326
IWM,22_bear_continuation,HIGH,1587,2.891178723486032,52.29993698802773
IWM,22_bear_continuation,LOW,1740,6.631057651563222,52.01149425287356
IWM,22_bear_continuation,MID,1769,2.257380566384978,51.72413793103448
IWM,22_bear_reversal,HIGH,1368,3.749417782766367,54.53216374269005
IWM,22_bear_reversal,LOW,1277,1.8538425377335987,51.84025058731402
IWM,22_bear_reversal,MID,1328,2.5286640171758363,51.20481927710844
IWM,22_bull_continuation,HIGH,1964,-0.2014019070721415,49.59266802443992
IWM,22_bull_continuation,LOW,2054,2.555352137280216,53.554040895813046
IWM,22_bull_continuation,MID,2006,2.598517312038073,53.14057826520438
IWM,22_bull_reversal,HIGH,1278,2.078347858402,51.01721439749609
IWM,22_bull_reversal,LOW,1312,-1.9547140428319751,51.44817073170732
IWM,22_bull_reversal,MID,1343,-0.3039981415628801,51.3030528667163
IWM,312_bear_reversal,HIGH,67,-17.069886054741318,47.76119402985074
IWM,312_bear_reversal,LOW,67,-10.450421458591793,43.28358208955223
IWM,312_bear_reversal,MID,63,-5.024781473195971,52.38095238095239
IWM,312_bull_reversal,HIGH,102,-7.408766321484584,48.03921568627451
IWM,312_bull_reversal,LOW,106,0.3884756085336201,48.11320754716981
IWM,312_bull_reversal,MID,114,-6.629024972940596,51.75438596491229
IWM,322_bear_continuation,HIGH,166,-6.955755427786317,51.80722891566265
IWM,322_bear_continuation,LOW,191,2.8956051059557484,51.832460732984295
IWM,322_bear_continuation,MID,165,11.29709440410928,53.333333333333336
IWM,322_bull_continuation,HIGH,188,-4.104730110922028,47.340425531914896
IWM,322_bull_continuation,LOW,218,8.4161354102959,53.669724770642205
IWM,322_bull_continuation,MID,184,8.460885783755723,55.434782608695656
IWM,32_bear_reversal,HIGH,55,-10.64954613848314,54.54545454545454
IWM,32_bear_reversal,LOW,62,-14.581632248985636,50.0
IWM,32_bear_reversal,MID,59,33.67691591893101,72.88135593220339
IWM,32_bull_reversal,HIGH,65,0.0417636491347645,50.76923076923077
IWM,32_bull_reversal,LOW,66,4.299684691946696,51.51515151515152
IWM,32_bull_reversal,MID,60,5.283753830168832,56.66666666666666
IWM,clean_2d_bear,HIGH,219,1.889048254914779,52.05479452054794
IWM,clean_2d_bear,LOW,217,-4.666678778366694,45.16129032258064
IWM,clean_2d_bear,MID,209,10.52629801018071,51.19617224880383
IWM,clean_2u_bull,HIGH,207,-1.2329469026567266,45.41062801932368
IWM,clean_2u_bull,LOW,224,8.064165683914853,52.67857142857143
IWM,clean_2u_bull,MID,184,-2.001237353549304,54.891304347826086
IWM,f2d_bull_reversal,HIGH,82,4.829832793290864,56.09756097560976
IWM,f2d_bull_reversal,LOW,102,-3.855485023265581,48.03921568627451
IWM,f2d_bull_reversal,MID,97,2.7921728465339872,50.51546391752577
IWM,f2u_bear_reversal,HIGH,97,-1.7051596087797798,52.57731958762887
IWM,f2u_bear_reversal,LOW,91,-6.394720240188674,45.05494505494506
IWM,f2u_bear_reversal,MID,89,4.615078325229391,50.56179775280899
IWM,none,HIGH,2315,0.3309620727257374,51.792656587473004
IWM,none,LOW,2207,-0.0280802373904649,51.47258722247394
IWM,none,MID,2222,3.0869946458584057,52.43024302430243
QQQ,11_inside_compression,HIGH,119,3.999485398736128,57.14285714285714
QQQ,11_inside_compression,LOW,75,-3.886447385380511,60.0
QQQ,11_inside_compression,MID,99,-8.66246516165033,47.474747474747474
QQQ,132_bear_continuation,HIGH,80,-14.80583843023388,48.75
QQQ,132_bear_continuation,LOW,69,28.441071400324635,62.31884057971014
QQQ,132_bear_continuation,MID,80,-7.208010002605528,47.5
QQQ,132_bull_continuation,HIGH,82,1.5470854900398043,56.09756097560976
QQQ,132_bull_continuation,LOW,70,9.314742324714016,52.85714285714286
QQQ,132_bull_continuation,MID,82,8.230018818323392,57.3170731707317
QQQ,212_bear_continuation,HIGH,190,6.961287771487334,58.42105263157895
QQQ,212_bear_continuation,LOW,169,8.219736290651763,55.62130177514793
QQQ,212_bear_continuation,MID,192,-2.2776080328011936,55.208333333333336
QQQ,212_bear_reversal,HIGH,327,5.035887566748264,57.798165137614674
QQQ,212_bear_reversal,LOW,301,6.338343540170531,58.80398671096345
QQQ,212_bear_reversal,MID,329,6.98738296441049,58.66261398176293
QQQ,212_bull_continuation,HIGH,214,0.194221471331357,53.73831775700935
QQQ,212_bull_continuation,LOW,187,0.2415573023233594,53.475935828877006
QQQ,212_bull_continuation,MID,251,-1.433411324143414,49.800796812749006
