ticker,strat_combo,vex_tercile,n,mean_bps,hit_pct
IWM,11_inside_compression,HIGH,118,12.159952517203692,54.23728813559322
IWM,11_inside_compression,LOW,128,-0.7594774246401659,52.34375
IWM,11_inside_compression,MID,117,-6.506095945947235,48.71794871794872
IWM,132_bear_continuation,HIGH,76,4.735567504850347,53.94736842105263
IWM,132_bear_continuation,LOW,81,17.049685982253305,56.79012345679012
IWM,132_bear_continuation,MID,67,3.262266022963622,53.73134328358209
IWM,132_bull_continuation,HIGH,77,19.87062440330928,58.44155844155844
IWM,132_bull_continuation,LOW,99,-0.1607190957979471,54.54545454545454
IWM,132_bull_continuation,MID,88,14.642457273283496,56.81818181818182
IWM,212_bear_continuation,HIGH,190,-2.4209165778489834,56.84210526315789
IWM,212_bear_continuation,LOW,205,3.291496509542801,55.1219512195122
IWM,212_bear_continuation,MID,179,2.6008153343513043,53.63128491620112
IWM,212_bear_reversal,HIGH,328,-1.15194461755056,48.78048780487805
IWM,212_bear_reversal,LOW,313,5.967321329300291,55.91054313099042
IWM,212_bear_reversal,MID,335,4.092323262252896,55.223880597014926
IWM,212_bull_continuation,HIGH,247,-3.11812826114702,52.63157894736842
IWM,212_bull_continuation,LOW,211,8.668209041373766,58.767772511848335
IWM,212_bull_continuation,MID,224,9.26625989754619,60.26785714285714
IWM,212_bull_reversal,HIGH,387,1.1224859957422102,50.3875968992248
IWM,212_bull_reversal,LOW,335,3.952498798554749,51.94029850746269
IWM,212_bull_reversal,MID,354,5.149899702006908,55.36723163841808
IWM,22_bear_continuation,HIGH,1652,0.9804155092318868,51.81598062953995
IWM,22_bear_continuation,LOW,1726,3.413588296212384,51.33256083429896
IWM,22_bear_continuation,MID,1718,7.338851774920672,52.85215366705472
IWM,22_bear_reversal,HIGH,1373,2.792313782994687,53.678077203204666
IWM,22_bear_reversal,LOW,1299,0.7300952503585766,51.34719014626637
IWM,22_bear_reversal,MID,1301,4.667475563452889,52.57494235203689
IWM,22_bull_continuation,HIGH,2053,1.1333956376776866,51.68046760837798
IWM,22_bull_continuation,LOW,1868,0.2246535435829368,50.21413276231264
IWM,22_bull_continuation,MID,2103,3.4803859290856094,54.25582501188778
IWM,22_bull_reversal,HIGH,1320,-1.261212402260982,52.72727272727272
IWM,22_bull_reversal,LOW,1329,-1.3146837269730207,48.75846501128668
IWM,22_bull_reversal,MID,1284,2.4106614321299817,52.33644859813084
IWM,312_bear_reversal,HIGH,65,-2.497158975969119,52.30769230769232
IWM,312_bear_reversal,LOW,67,-13.350881446191536,44.776119402985074
IWM,312_bear_reversal,MID,65,-16.97842224418214,46.15384615384615
IWM,312_bull_reversal,HIGH,105,7.529084967531106,53.333333333333336
IWM,312_bull_reversal,LOW,106,2.1113775693812014,46.22641509433962
