ticker,prev_strat_candle,strat_candle,n,mean_bps,std_bps,hit_pct
IWM,1,1,609,-0.1853380751247596,55.6466767552602,52.05254515599344
IWM,1,2D,3198,0.9499030773122948,59.5002903032731,52.126328955597245
IWM,1,2U,3640,0.3811958835507049,58.27410869387996,52.03296703296704
IWM,1,3,1281,-1.9095283458346912,70.31611636091846,49.41451990632319
IWM,2D,1,3420,1.041298421759998,58.20917999404728,52.80701754385965
IWM,2D,2D,11900,1.8479309610169368,64.92769019690353,52.23529411764706
IWM,2D,2U,7909,1.4184368371879177,61.02038066861563,52.1557719054242
IWM,2D,3,2173,3.8005675784845927,67.09988857584975,53.65853658536586
IWM,2U,1,3545,-0.2393084134080923,56.851588221659696,51.565585331452745
IWM,2U,2D,7974,1.6484304895461923,61.45393378837506,52.85929270127916
IWM,2U,2U,13238,0.0513692608081659,61.70996115122613,51.45792415772775
IWM,2U,3,2515,1.1294098910365322,67.35072639466667,51.88866799204771
IWM,3,1,1155,1.489337626069485,64.380407065875,51.51515151515152
IWM,3,2D,2329,1.5196035831413042,70.13442009124296,52.425933877200514
IWM,3,2U,2485,-0.936787347847242,71.73186893681307,51.91146881287726
IWM,3,3,272,6.530019285518272,68.88780845211319,55.51470588235294
IWM,X,2D,1,-113.58312854947232,,0.0
QQQ,1,1,506,2.4078626374422973,49.23116876002072,60.86956521739131
QQQ,1,2D,3111,4.151112893010609,56.78706583119693,55.64127290260367
QQQ,1,2U,3590,0.2086769233999097,55.28386577280561,53.37047353760445
QQQ,1,3,1357,-0.6506862341205665,55.34722777427989,53.27929255711128
QQQ,2D,1,3335,0.686957709743028,54.07780790519512,56.07196401799101
QQQ,2D,2D,11098,1.0818901994491597,62.03566368010611,53.25283834925212
QQQ,2D,2U,7841,2.161264923844766,56.07534093057317,54.25328401989542
QQQ,2D,3,2036,3.786030633650317,63.55756830604862,54.86247544204323
QQQ,2U,1,3519,1.8940145934174455,50.487705315225696,52.65700483091788
QQQ,2U,2D,7824,1.4781149683417394,57.31563839493064,55.17638036809815
QQQ,2U,2U,13732,1.3835155132915151,53.58156459873566,54.129041654529566
QQQ,2U,3,2553,1.9586556962359505,63.91406490818143,54.87661574618097
QQQ,3,1,1204,2.08671510926443,57.31114572115959,55.06644518272425
QQQ,3,2D,2276,2.328020299660132,61.15368527539487,54.43760984182777
QQQ,3,2U,2465,1.8119538651582925,60.11335952847531,52.73833671399595
QQQ,3,3,302,5.23655917768361,63.693469299678455,54.3046357615894
QQQ,X,2D,1,-69.64977016659944,,0.0
SPY,1,1,530,-1.3405097544816358,37.34124479299445,54.33962264150944
SPY,1,2D,3012,1.8817890296951196,46.37520441754749,55.013280212483394
SPY,1,2U,3504,0.5239951901572087,43.84424937817847,52.73972602739726
SPY,1,3,1372,-0.1031994026588737,42.18343771407508,54.08163265306123
SPY,2D,1,3223,0.7474147649313344,43.45067779304596,53.76977970834626
SPY,2D,2D,11120,1.1865857419286916,51.46513895712032,53.71402877697842
SPY,2D,2U,7733,1.2765275884464389,45.87552510910723,54.09284882969093
SPY,2D,3,2219,3.442528152733099,50.1240697553649,53.94321766561514
SPY,2U,1,3487,0.7989268700570538,41.74639763385358,53.34098078577574
SPY,2U,2D,7781,1.4593415432786003,46.53001830337846,54.594525125305225
SPY,2U,2U,13415,1.1327512131235296,43.1527786952204,54.10361535594483
SPY,2U,3,2579,1.640862628099079,50.2146303698108,54.12950756107018
SPY,3,1,1178,0.1200431822498506,44.935816603958905,53.65025466893039
SPY,3,2D,2382,1.5247436745133125,48.00068868532714,52.72879932829555
SPY,3,2U,2610,1.2139787968775562,50.84328687521098,54.55938697318008
SPY,3,3,284,3.591252546679728,58.41525856665504,52.816901408450704
SPY,X,2D,1,-64.4301331701134,,0.0
