ticker,strat_combo,vix_tercile,n,mean_bps,hit_pct
IWM,111_inside_compression,HIGH,34,15.55361294759039,73.52941176470588
IWM,111_inside_compression,LOW,47,-5.382529954046613,42.5531914893617
IWM,11_inside_compression,HIGH,505,-1.9571752656651715,47.32673267326732
IWM,11_inside_compression,LOW,819,1.4610764097389533,52.13675213675214
IWM,11_inside_compression,MID,632,1.1405600432694856,53.95569620253164
IWM,132_bear_continuation,HIGH,443,-3.117282344873126,46.95259593679458
IWM,132_bear_continuation,LOW,512,2.9743547668868118,56.8359375
IWM,132_bear_continuation,MID,474,1.7746340360835593,52.109704641350206
IWM,132_bull_continuation,HIGH,529,-1.4210654865513794,49.14933837429111
IWM,132_bull_continuation,LOW,496,0.1138157850470625,53.42741935483871
IWM,132_bull_continuation,MID,549,2.241257812099544,53.18761384335154
IWM,212_bear_continuation,HIGH,1197,-1.5437698691889532,48.28738512949039
IWM,212_bear_continuation,LOW,1271,1.9444119357582532,54.44531864673485
IWM,212_bear_continuation,MID,1281,0.5119367882435807,52.30288836846214
IWM,212_bear_reversal,HIGH,1994,0.1299547122092089,51.25376128385155
IWM,212_bear_reversal,LOW,2180,0.8398538187746426,51.88073394495413
IWM,212_bear_reversal,MID,2080,0.1878799821649293,51.58653846153847
IWM,212_bull_continuation,HIGH,1274,-1.5272954471566271,50.784929356357935
IWM,212_bull_continuation,LOW,1438,0.6955824414330917,51.80806675938804
IWM,212_bull_continuation,MID,1260,-0.3276997769354143,51.5873015873016
IWM,212_bull_reversal,HIGH,1966,-1.4771403091207969,50.305188199389626
IWM,212_bull_reversal,LOW,2281,0.3999271904788541,51.42481367821132
IWM,212_bull_reversal,MID,2094,1.1414594279102284,53.34288443170965
IWM,22_bear_continuation,HIGH,12089,0.5695607370898469,50.35155926875672
IWM,22_bear_continuation,LOW,10362,0.9473791207539946,51.93977996525767
IWM,22_bear_continuation,MID,11182,0.625297989007783,51.6633875871937
IWM,22_bear_reversal,HIGH,7915,-0.2428527986010974,50.73910296904612
IWM,22_bear_reversal,LOW,7603,0.7115597066601955,52.47928449296331
IWM,22_bear_reversal,MID,7777,0.4188391147849796,51.472290086151474
IWM,22_bull_continuation,HIGH,12168,-0.2737644004009168,50.846482577251805
IWM,22_bull_continuation,LOW,11679,0.5262717591907778,50.76633273396695
IWM,22_bull_continuation,MID,12212,-0.3435528321265924,50.55682934818212
