ticker,strat_combo,dealer_regime,n,hit_pct,hit_ci_lo,hit_ci_hi,mean_bps,std_bps
IWM,212_bull_continuation,GEX_LOW_VEX_HIGH,270,54.07,47.78,60.37,0.85,22.49
IWM,212_bull_continuation,GEX_LOW_VEX_LOW,564,50.71,46.63,54.88,2.51,39.34
IWM,212_bull_continuation,GEX_LOW_VEX_MID,518,54.44,50.19,58.49,-0.14,36.6
IWM,212_bull_continuation,GEX_MID_VEX_HIGH,597,50.59,46.4,54.61,-1.78,43.26
IWM,212_bull_continuation,GEX_MID_VEX_LOW,226,42.04,35.4,48.67,-5.41,30.43
IWM,212_bull_continuation,GEX_MID_VEX_MID,429,49.88,45.22,54.55,-0.99,35.32
IWM,212_bull_reversal,GEX_HIGH_VEX_HIGH,810,51.98,48.52,54.94,0.34,21.54
IWM,212_bull_reversal,GEX_HIGH_VEX_LOW,772,48.06,44.62,51.94,-0.36,28.35
IWM,212_bull_reversal,GEX_HIGH_VEX_MID,584,52.4,48.54,56.77,0.92,33.79
IWM,212_bull_reversal,GEX_LOW_VEX_HIGH,464,51.72,47.09,56.47,1.22,23.16
IWM,212_bull_reversal,GEX_LOW_VEX_LOW,872,52.87,49.54,56.08,-0.44,37.47
IWM,212_bull_reversal,GEX_LOW_VEX_MID,749,52.34,48.99,55.54,1.51,35.5
IWM,212_bull_reversal,GEX_MID_VEX_HIGH,996,49.4,46.23,52.21,-1.86,36.15
IWM,212_bull_reversal,GEX_MID_VEX_LOW,360,54.44,49.44,60.0,-1.54,35.37
IWM,212_bull_reversal,GEX_MID_VEX_MID,721,54.79,51.18,58.25,1.63,38.8
IWM,22_bear_continuation,GEX_HIGH_VEX_HIGH,3809,50.56,48.83,52.09,0.76,25.28
IWM,22_bear_continuation,GEX_HIGH_VEX_LOW,4150,50.89,49.33,52.57,-0.35,28.39
IWM,22_bear_continuation,GEX_HIGH_VEX_MID,2954,56.23,54.62,57.99,2.51,39.12
IWM,22_bear_continuation,GEX_LOW_VEX_HIGH,2056,52.92,50.63,55.11,1.66,25.92
IWM,22_bear_continuation,GEX_LOW_VEX_LOW,4854,51.46,50.08,52.86,1.76,38.8
IWM,22_bear_continuation,GEX_LOW_VEX_MID,4384,49.09,47.76,50.66,-1.09,44.22
IWM,22_bear_continuation,GEX_MID_VEX_HIGH,5265,50.96,49.61,52.23,2.04,45.38
IWM,22_bear_continuation,GEX_MID_VEX_LOW,2263,51.57,49.67,53.73,0.16,34.16
IWM,22_bear_continuation,GEX_MID_VEX_MID,3861,50.25,48.59,51.72,-0.89,39.32
IWM,22_bear_continuation,GEX_nan_VEX_nan,37,51.35,35.14,67.57,0.81,23.54
IWM,22_bear_reversal,GEX_HIGH_VEX_HIGH,2737,52.47,50.69,54.26,0.58,27.49
IWM,22_bear_reversal,GEX_HIGH_VEX_LOW,2949,50.29,48.68,52.02,-0.57,29.26
IWM,22_bear_reversal,GEX_HIGH_VEX_MID,2127,52.09,49.95,54.26,-0.27,35.75
IWM,22_bear_reversal,GEX_LOW_VEX_HIGH,1400,50.86,48.43,53.64,0.7,24.75
IWM,22_bear_reversal,GEX_LOW_VEX_LOW,3345,52.23,50.43,53.96,0.46,42.25
IWM,22_bear_reversal,GEX_LOW_VEX_MID,2892,51.94,49.98,53.72,0.73,42.31
IWM,22_bear_reversal,GEX_MID_VEX_HIGH,3509,50.73,49.09,52.44,0.48,45.03
IWM,22_bear_reversal,GEX_MID_VEX_LOW,1577,51.3,48.76,53.71,0.48,35.11
IWM,22_bear_reversal,GEX_MID_VEX_MID,2721,51.93,49.91,53.51,0.13,36.95
IWM,22_bear_reversal,GEX_nan_VEX_nan,38,50.0,34.21,65.79,0.23,41.5
IWM,22_bull_continuation,GEX_HIGH_VEX_HIGH,4268,50.77,49.33,52.3,-0.46,29.26
IWM,22_bull_continuation,GEX_HIGH_VEX_LOW,4321,48.39,46.84,49.92,-0.91,27.0
IWM,22_bull_continuation,GEX_HIGH_VEX_MID,3327,49.5,47.7,51.04,-0.23,38.35
IWM,22_bull_continuation,GEX_LOW_VEX_HIGH,2171,51.73,49.54,53.98,0.97,23.82
IWM,22_bull_continuation,GEX_LOW_VEX_LOW,5198,50.62,49.27,51.85,0.31,41.06
IWM,22_bull_continuation,GEX_LOW_VEX_MID,4581,52.39,50.75,53.87,0.02,41.04
IWM,22_bull_continuation,GEX_MID_VEX_HIGH,5399,48.62,47.25,49.84,-1.48,55.76
IWM,22_bull_continuation,GEX_MID_VEX_LOW,2420,52.48,50.64,54.57,0.24,32.2
IWM,22_bull_continuation,GEX_MID_VEX_MID,4326,53.37,51.87,55.02,2.04,37.38
IWM,22_bull_continuation,GEX_nan_VEX_nan,48,56.25,42.66,70.83,0.16,25.45
IWM,22_bull_reversal,GEX_HIGH_VEX_HIGH,2704,51.66,49.89,53.44,0.12,29.42
IWM,22_bull_reversal,GEX_HIGH_VEX_LOW,2935,49.44,47.63,51.33,-0.15,28.53
IWM,22_bull_reversal,GEX_HIGH_VEX_MID,2107,51.35,49.17,53.58,0.4,36.08
IWM,22_bull_reversal,GEX_LOW_VEX_HIGH,1416,51.55,48.94,54.1,0.55,26.27
IWM,22_bull_reversal,GEX_LOW_VEX_LOW,3291,51.63,50.0,53.18,-0.45,44.9
IWM,22_bull_reversal,GEX_LOW_VEX_MID,2915,51.36,49.61,53.14,-0.01,39.46
IWM,22_bull_reversal,GEX_MID_VEX_HIGH,3528,50.17,48.43,51.96,0.24,48.37
IWM,22_bull_reversal,GEX_MID_VEX_LOW,1596,50.75,48.24,53.04,0.74,35.56
IWM,22_bull_reversal,GEX_MID_VEX_MID,2723,52.0,50.13,53.99,0.85,37.07
IWM,22_bull_reversal,GEX_nan_VEX_nan,31,32.26,19.35,48.39,-13.14,40.48
IWM,312_bear_reversal,GEX_HIGH_VEX_HIGH,168,55.95,48.81,63.1,3.24,25.56
IWM,312_bear_reversal,GEX_HIGH_VEX_LOW,157,50.32,42.68,59.24,2.19,28.36
IWM,312_bear_reversal,GEX_HIGH_VEX_MID,147,51.02,43.54,58.86,-0.57,25.72
IWM,312_bear_reversal,GEX_LOW_VEX_HIGH,65,43.08,30.77,55.38,-3.04,18.88
IWM,312_bear_reversal,GEX_LOW_VEX_LOW,178,52.25,44.94,58.99,0.89,35.31
IWM,312_bear_reversal,GEX_LOW_VEX_MID,193,51.81,45.08,58.82,-2.58,43.17
IWM,312_bear_reversal,GEX_MID_VEX_HIGH,192,56.77,49.48,63.82,0.94,57.77
IWM,312_bear_reversal,GEX_MID_VEX_LOW,87,47.13,36.18,57.47,-2.11,19.07
IWM,312_bear_reversal,GEX_MID_VEX_MID,177,48.02,41.24,55.37,2.25,39.35
IWM,312_bull_reversal,GEX_HIGH_VEX_HIGH,231,51.95,45.45,58.24,1.12,31.87
IWM,312_bull_reversal,GEX_HIGH_VEX_LOW,238,47.06,41.18,53.36,0.91,27.33
IWM,312_bull_reversal,GEX_HIGH_VEX_MID,196,54.59,47.69,61.22,3.98,28.12
IWM,312_bull_reversal,GEX_LOW_VEX_HIGH,129,59.69,51.94,68.22,1.06,24.49
IWM,312_bull_reversal,GEX_LOW_VEX_LOW,268,54.48,48.68,60.07,0.14,35.28
IWM,312_bull_reversal,GEX_LOW_VEX_MID,235,57.02,51.49,63.4,6.11,38.13
IWM,312_bull_reversal,GEX_MID_VEX_HIGH,266,48.12,42.48,53.76,-0.74,33.53
IWM,312_bull_reversal,GEX_MID_VEX_LOW,118,55.08,45.76,64.41,4.78,33.75
IWM,312_bull_reversal,GEX_MID_VEX_MID,235,48.09,41.7,54.04,0.17,44.27
IWM,322_bear_continuation,GEX_HIGH_VEX_HIGH,324,52.47,47.37,58.19,1.91,27.08
IWM,322_bear_continuation,GEX_HIGH_VEX_LOW,388,56.7,51.29,61.73,1.77,28.4
IWM,322_bear_continuation,GEX_HIGH_VEX_MID,248,53.23,46.56,59.08,0.3,39.66
IWM,322_bear_continuation,GEX_LOW_VEX_HIGH,189,51.32,44.97,58.2,-1.07,21.81
IWM,322_bear_continuation,GEX_LOW_VEX_LOW,450,51.78,47.11,56.89,0.28,39.91
IWM,322_bear_continuation,GEX_LOW_VEX_MID,410,46.59,42.2,51.59,-2.27,44.49
IWM,322_bear_continuation,GEX_MID_VEX_HIGH,435,50.11,45.98,55.4,1.6,44.23
IWM,322_bear_continuation,GEX_MID_VEX_LOW,205,55.12,48.29,61.46,5.73,31.82
IWM,322_bear_continuation,GEX_MID_VEX_MID,369,54.74,49.86,59.76,3.03,44.26
IWM,322_bull_continuation,GEX_HIGH_VEX_HIGH,384,53.12,48.44,57.81,-0.94,43.41
IWM,322_bull_continuation,GEX_HIGH_VEX_LOW,384,52.08,46.88,56.77,2.64,30.79
IWM,322_bull_continuation,GEX_HIGH_VEX_MID,295,48.14,42.37,54.08,-2.27,32.89
IWM,322_bull_continuation,GEX_LOW_VEX_HIGH,188,43.09,36.7,50.28,-3.31,23.37
IWM,322_bull_continuation,GEX_LOW_VEX_LOW,477,54.3,50.31,58.7,1.97,43.18
IWM,322_bull_continuation,GEX_LOW_VEX_MID,436,54.82,50.23,59.17,3.36,37.46
IWM,322_bull_continuation,GEX_MID_VEX_HIGH,451,50.11,46.0,54.32,-1.83,45.31
IWM,322_bull_continuation,GEX_MID_VEX_LOW,200,50.5,43.24,57.26,4.12,47.02
IWM,322_bull_continuation,GEX_MID_VEX_MID,390,50.77,46.02,55.13,-0.77,35.99
IWM,32_bear_reversal,GEX_HIGH_VEX_HIGH,86,55.81,45.35,66.28,2.12,24.79
IWM,32_bear_reversal,GEX_HIGH_VEX_LOW,96,47.92,38.54,57.29,-0.93,28.34
IWM,32_bear_reversal,GEX_HIGH_VEX_MID,82,56.1,45.12,65.85,-1.4,38.35
IWM,32_bear_reversal,GEX_LOW_VEX_HIGH,47,59.57,44.68,74.47,3.64,19.39
IWM,32_bear_reversal,GEX_LOW_VEX_LOW,115,53.91,46.09,63.48,2.83,51.69
IWM,32_bear_reversal,GEX_LOW_VEX_MID,89,49.44,39.33,60.67,1.25,46.69
IWM,32_bear_reversal,GEX_MID_VEX_HIGH,120,53.33,44.17,62.5,3.58,37.71
IWM,32_bear_reversal,GEX_MID_VEX_LOW,53,56.6,42.41,68.92,2.11,33.99
IWM,32_bear_reversal,GEX_MID_VEX_MID,110,53.64,44.55,62.73,3.48,37.01
IWM,32_bull_reversal,GEX_HIGH_VEX_HIGH,100,48.0,39.0,58.0,-2.81,27.78
IWM,32_bull_reversal,GEX_HIGH_VEX_LOW,103,44.66,34.95,54.37,-4.02,23.21
IWM,32_bull_reversal,GEX_HIGH_VEX_MID,89,51.69,41.57,60.67,-2.12,51.02
IWM,32_bull_reversal,GEX_LOW_VEX_HIGH,65,43.08,30.77,56.19,-3.56,25.49
IWM,32_bull_reversal,GEX_LOW_VEX_LOW,128,43.75,35.16,53.12,-2.85,32.52
IWM,32_bull_reversal,GEX_LOW_VEX_MID,120,55.83,45.0,65.0,0.05,41.43
IWM,32_bull_reversal,GEX_MID_VEX_HIGH,149,50.34,42.95,58.07,-10.84,62.56
IWM,32_bull_reversal,GEX_MID_VEX_LOW,55,45.45,32.73,58.18,-5.66,31.78
IWM,32_bull_reversal,GEX_MID_VEX_MID,96,46.88,36.46,56.25,-1.64,37.97
IWM,clean_2d_bear,GEX_HIGH_VEX_HIGH,429,50.58,46.15,54.9,0.37,25.11
IWM,clean_2d_bear,GEX_HIGH_VEX_LOW,468,50.64,45.73,55.34,2.35,33.9
IWM,clean_2d_bear,GEX_HIGH_VEX_MID,320,56.56,51.25,61.88,7.49,51.89
IWM,clean_2d_bear,GEX_LOW_VEX_HIGH,233,51.93,45.49,57.94,-1.1,28.09
IWM,clean_2d_bear,GEX_LOW_VEX_LOW,559,54.74,50.45,58.69,1.32,38.09
IWM,clean_2d_bear,GEX_LOW_VEX_MID,479,49.27,44.68,54.07,-0.84,43.8
IWM,clean_2d_bear,GEX_MID_VEX_HIGH,528,49.81,45.45,54.36,1.72,40.58
IWM,clean_2d_bear,GEX_MID_VEX_LOW,223,55.16,47.98,60.99,2.96,33.92
IWM,clean_2d_bear,GEX_MID_VEX_MID,416,57.21,51.92,61.78,8.21,43.35
IWM,clean_2u_bull,GEX_HIGH_VEX_HIGH,448,55.58,51.33,60.71,2.12,28.29
IWM,clean_2u_bull,GEX_HIGH_VEX_LOW,438,47.95,43.38,53.2,-2.36,34.15
IWM,clean_2u_bull,GEX_HIGH_VEX_MID,326,50.61,45.71,55.99,-0.23,33.88
IWM,clean_2u_bull,GEX_LOW_VEX_HIGH,205,46.34,39.51,53.17,-1.98,22.07
IWM,clean_2u_bull,GEX_LOW_VEX_LOW,548,53.83,49.64,58.21,0.31,50.54
IWM,clean_2u_bull,GEX_LOW_VEX_MID,464,48.92,44.18,53.66,-1.73,39.85
IWM,clean_2u_bull,GEX_MID_VEX_HIGH,530,49.06,44.34,52.93,0.56,37.86
IWM,clean_2u_bull,GEX_MID_VEX_LOW,230,50.43,43.91,57.18,0.88,34.07
IWM,clean_2u_bull,GEX_MID_VEX_MID,446,46.19,41.48,50.79,-0.36,31.71
IWM,f2d_bull_reversal,GEX_HIGH_VEX_HIGH,164,46.34,38.7,54.27,-4.57,27.94
IWM,f2d_bull_reversal,GEX_HIGH_VEX_LOW,199,51.76,45.23,58.79,0.94,25.06
IWM,f2d_bull_reversal,GEX_HIGH_VEX_MID,136,58.82,50.74,66.91,2.16,32.61
IWM,f2d_bull_reversal,GEX_LOW_VEX_HIGH,73,56.16,45.21,67.12,0.26,29.29
IWM,f2d_bull_reversal,GEX_LOW_VEX_LOW,211,47.87,41.71,54.5,-1.86,42.75
IWM,f2d_bull_reversal,GEX_LOW_VEX_MID,234,55.13,48.92,60.91,-0.67,43.08
IWM,f2d_bull_reversal,GEX_MID_VEX_HIGH,209,52.63,46.16,60.29,-1.57,38.02
IWM,f2d_bull_reversal,GEX_MID_VEX_LOW,91,49.45,38.46,59.34,-0.7,29.91
IWM,f2d_bull_reversal,GEX_MID_VEX_MID,184,53.8,46.74,60.33,2.89,38.93
IWM,f2u_bear_reversal,GEX_HIGH_VEX_HIGH,165,51.52,44.24,58.79,-0.42,25.25
IWM,f2u_bear_reversal,GEX_HIGH_VEX_LOW,192,51.04,43.75,58.09,1.83,27.66
IWM,f2u_bear_reversal,GEX_HIGH_VEX_MID,129,51.16,42.64,59.69,-3.17,36.13
IWM,f2u_bear_reversal,GEX_LOW_VEX_HIGH,72,43.06,31.94,55.56,-5.63,23.68
IWM,f2u_bear_reversal,GEX_LOW_VEX_LOW,236,51.27,44.92,58.05,3.28,38.79
IWM,f2u_bear_reversal,GEX_LOW_VEX_MID,200,51.5,44.24,58.5,2.19,46.95
IWM,f2u_bear_reversal,GEX_MID_VEX_HIGH,204,50.98,44.12,58.82,1.65,77.23
IWM,f2u_bear_reversal,GEX_MID_VEX_LOW,108,47.22,38.89,56.48,-0.8,43.85
IWM,f2u_bear_reversal,GEX_MID_VEX_MID,174,42.53,35.63,50.0,-2.4,49.49
IWM,none,GEX_HIGH_VEX_HIGH,4851,53.1,51.85,54.41,0.4,27.55
IWM,none,GEX_HIGH_VEX_LOW,4779,49.91,48.5,51.4,0.05,29.82
IWM,none,GEX_HIGH_VEX_MID,3697,52.34,50.53,53.87,1.43,38.36
IWM,none,GEX_LOW_VEX_HIGH,2589,52.61,50.67,54.31,1.25,24.24
IWM,none,GEX_LOW_VEX_LOW,5592,50.73,49.51,52.08,-0.05,40.51
IWM,none,GEX_LOW_VEX_MID,4980,52.53,51.18,54.02,1.12,41.47
IWM,none,GEX_MID_VEX_HIGH,6010,50.22,48.96,51.57,-0.77,42.3
IWM,none,GEX_MID_VEX_LOW,2469,50.87,48.91,52.71,-0.05,33.47
IWM,none,GEX_MID_VEX_MID,4641,52.08,50.75,53.61,0.83,36.53
IWM,none,GEX_nan_VEX_nan,78,50.0,38.46,60.26,-6.1,40.84
QQQ,11_inside_compression,GEX_LOW_VEX_LOW,36,58.33,44.44,75.0,3.16,43.49
QQQ,132_bear_continuation,GEX_LOW_VEX_LOW,36,52.78,36.11,69.44,8.72,55.14
QQQ,132_bull_continuation,GEX_LOW_VEX_LOW,31,61.29,41.94,77.42,4.02,34.37
QQQ,212_bear_continuation,GEX_HIGH_VEX_LOW,57,47.37,35.09,59.65,4.86,57.7
QQQ,212_bear_continuation,GEX_LOW_VEX_LOW,74,52.7,40.54,64.22,3.79,26.35
QQQ,212_bear_reversal,GEX_HIGH_VEX_LOW,93,59.14,49.46,68.82,1.74,22.24
QQQ,212_bear_reversal,GEX_LOW_VEX_LOW,95,52.63,43.16,63.16,1.82,26.48
QQQ,212_bear_reversal,GEX_MID_VEX_LOW,38,71.05,55.26,86.84,0.88,21.44
QQQ,212_bull_continuation,GEX_HIGH_VEX_LOW,66,56.06,43.94,66.67,-2.25,27.67
QQQ,212_bull_continuation,GEX_LOW_VEX_LOW,78,46.15,34.62,57.69,0.58,32.65
QQQ,212_bull_reversal,GEX_HIGH_VEX_LOW,95,58.95,48.92,68.42,3.91,22.19
QQQ,212_bull_reversal,GEX_LOW_VEX_LOW,97,47.42,37.6,58.76,0.71,33.31
QQQ,212_bull_reversal,GEX_MID_VEX_LOW,36,25.0,11.11,38.89,-11.11,22.93
QQQ,22_bear_continuation,GEX_HIGH_VEX_LOW,503,54.08,49.9,58.16,-0.83,29.51
QQQ,22_bear_continuation,GEX_LOW_VEX_LOW,688,50.87,47.09,54.65,2.49,29.36
QQQ,22_bear_continuation,GEX_MID_VEX_LOW,193,54.92,47.4,62.69,-1.79,30.99
QQQ,22_bear_reversal,GEX_HIGH_VEX_LOW,395,55.95,51.14,61.01,1.25,25.43
QQQ,22_bear_reversal,GEX_LOW_VEX_LOW,473,49.68,45.24,54.02,-0.32,33.53
QQQ,22_bear_reversal,GEX_MID_VEX_LOW,129,40.31,31.78,48.84,-7.81,28.07
QQQ,22_bull_continuation,GEX_HIGH_VEX_LOW,692,57.23,53.39,60.84,3.25,28.28
QQQ,22_bull_continuation,GEX_LOW_VEX_LOW,667,49.78,46.18,53.37,0.25,35.69
QQQ,22_bull_continuation,GEX_MID_VEX_LOW,210,43.33,37.14,50.0,-6.84,26.79
QQQ,22_bull_reversal,GEX_HIGH_VEX_LOW,396,57.07,51.77,61.75,3.24,29.45
QQQ,22_bull_reversal,GEX_LOW_VEX_LOW,446,47.98,43.6,52.91,-0.77,33.94
QQQ,22_bull_reversal,GEX_MID_VEX_LOW,139,45.32,37.41,53.96,-5.97,29.32
QQQ,312_bear_reversal,GEX_LOW_VEX_LOW,35,48.57,31.43,62.86,-1.49,20.19
QQQ,312_bull_reversal,GEX_HIGH_VEX_LOW,38,52.63,39.47,71.05,0.27,28.11
QQQ,312_bull_reversal,GEX_LOW_VEX_LOW,44,59.09,43.18,72.73,2.74,23.57
QQQ,322_bear_continuation,GEX_HIGH_VEX_LOW,45,71.11,57.78,84.44,10.7,32.75
QQQ,322_bear_continuation,GEX_LOW_VEX_LOW,60,38.33,26.67,50.0,-4.73,38.93
QQQ,322_bull_continuation,GEX_HIGH_VEX_LOW,55,56.36,43.64,69.09,4.78,31.11
QQQ,322_bull_continuation,GEX_LOW_VEX_LOW,59,45.76,33.9,58.52,-2.83,43.76
QQQ,clean_2d_bear,GEX_HIGH_VEX_LOW,56,58.93,46.43,73.21,10.44,29.43
QQQ,clean_2d_bear,GEX_LOW_VEX_LOW,66,39.39,28.79,51.52,-1.86,38.77
QQQ,clean_2u_bull,GEX_HIGH_VEX_LOW,50,48.0,34.0,62.0,2.17,33.1
QQQ,clean_2u_bull,GEX_LOW_VEX_LOW,74,40.54,28.38,52.7,-5.1,29.3
QQQ,f2d_bull_reversal,GEX_HIGH_VEX_LOW,30,73.33,56.67,86.67,14.05,33.81
QQQ,f2u_bear_reversal,GEX_LOW_VEX_LOW,33,54.55,36.36,69.7,3.34,20.52
QQQ,none,GEX_HIGH_VEX_LOW,632,56.8,52.61,60.92,2.6,28.09
QQQ,none,GEX_LOW_VEX_LOW,745,49.93,46.17,53.42,1.02,29.87
QQQ,none,GEX_MID_VEX_LOW,236,48.73,42.8,55.08,-0.75,28.25
SPY,111_inside_compression,GEX_HIGH_VEX_HIGH,41,65.85,49.94,80.49,0.59,6.89
SPY,11_inside_compression,GEX_HIGH_VEX_HIGH,346,54.91,49.42,60.12,0.15,8.32
SPY,11_inside_compression,GEX_HIGH_VEX_LOW,282,51.77,46.45,58.16,0.83,16.07
SPY,11_inside_compression,GEX_HIGH_VEX_MID,263,59.32,53.61,65.6,-0.14,20.72
SPY,11_inside_compression,GEX_LOW_VEX_HIGH,141,54.61,46.1,62.41,0.07,18.55
SPY,11_inside_compression,GEX_LOW_VEX_LOW,215,51.16,44.65,58.14,-0.55,21.32
SPY,11_inside_compression,GEX_LOW_VEX_MID,152,48.03,40.79,55.92,-0.81,36.4
SPY,11_inside_compression,GEX_MID_VEX_HIGH,197,57.87,50.76,64.47,2.25,15.69
SPY,11_inside_compression,GEX_MID_VEX_LOW,152,54.61,46.37,62.5,0.66,12.78
SPY,11_inside_compression,GEX_MID_VEX_MID,231,55.41,48.05,61.47,0.89,21.56
SPY,132_bear_continuation,GEX_HIGH_VEX_HIGH,189,49.74,42.86,56.61,0.12,9.29
SPY,132_bear_continuation,GEX_HIGH_VEX_LOW,214,45.79,38.54,51.87,-0.54,18.41
SPY,132_bear_continuation,GEX_HIGH_VEX_MID,195,58.46,51.28,65.64,0.13,18.78
SPY,132_bear_continuation,GEX_LOW_VEX_HIGH,99,57.58,47.47,67.2,2.36,19.84
SPY,132_bear_continuation,GEX_LOW_VEX_LOW,213,51.64,44.35,58.69,-1.85,34.95
SPY,132_bear_continuation,GEX_LOW_VEX_MID,154,50.0,42.21,57.79,1.14,38.23
SPY,132_bear_continuation,GEX_MID_VEX_HIGH,137,54.01,45.26,62.04,1.77,25.27
SPY,132_bear_continuation,GEX_MID_VEX_LOW,138,48.55,39.86,57.25,-2.53,20.76
SPY,132_bear_continuation,GEX_MID_VEX_MID,252,48.41,42.46,54.37,1.46,32.54
SPY,132_bull_continuation,GEX_HIGH_VEX_HIGH,173,45.66,37.57,53.18,-1.2,12.99
SPY,132_bull_continuation,GEX_HIGH_VEX_LOW,198,61.62,54.28,68.18,2.52,12.62
SPY,132_bull_continuation,GEX_HIGH_VEX_MID,223,51.12,44.84,57.4,-1.48,13.54
SPY,132_bull_continuation,GEX_LOW_VEX_HIGH,117,50.43,41.03,58.97,1.79,26.07
SPY,132_bull_continuation,GEX_LOW_VEX_LOW,209,52.15,44.98,58.37,-1.35,37.74
SPY,132_bull_continuation,GEX_LOW_VEX_MID,188,53.19,46.28,60.39,0.48,35.54
