ticker,strat_combo,feature,n,pearson,spearman
IWM,132_bull_continuation,stoch_rsi_k,148,0.0553,0.0419
IWM,132_bull_continuation,stoch_rsi_d,148,0.0427,0.0283
IWM,132_bull_continuation,ema_9,148,0.0106,-0.0657
IWM,132_bull_continuation,ema_20,148,0.0131,-0.0641
IWM,132_bull_continuation,ema_50,148,0.0186,-0.0629
IWM,132_bull_continuation,sma_50,148,0.0199,-0.0608
IWM,132_bull_continuation,sma_200,147,0.034,-0.0361
IWM,132_bull_continuation,macd,148,-0.1449,-0.0871
IWM,132_bull_continuation,macd_signal,148,-0.151,-0.1191
IWM,132_bull_continuation,macd_histogram,148,-0.0003,0.0263
IWM,132_bull_continuation,atr_14,148,0.0288,-0.0255
IWM,132_bull_continuation,bb_upper,148,0.0151,-0.0647
IWM,132_bull_continuation,bb_lower,148,0.0114,-0.0643
IWM,132_bull_continuation,bb_width,148,0.048,0.0312
IWM,132_bull_continuation,bb_pct,148,-0.0315,-0.0411
IWM,132_bull_continuation,obv,148,0.0605,-0.0375
IWM,132_bull_continuation,rvol,148,0.1018,0.0222
IWM,132_bull_continuation,rvol_10,148,0.0795,0.0155
IWM,132_bull_continuation,vwap,148,0.0079,-0.0677
IWM,132_bull_continuation,price_vs_vwap,148,0.1428,0.0538
IWM,132_bull_continuation,price_vs_ema9,148,-0.0233,0.0113
IWM,132_bull_continuation,price_vs_ema20,148,-0.0791,-0.0008
IWM,132_bull_continuation,consecutive_up,148,0.0675,0.0549
IWM,132_bull_continuation,consecutive_down,148,-0.048,-0.0296
IWM,132_bull_continuation,intraday_return,148,0.1277,0.0475
IWM,132_bull_continuation,high_low_spread_pct,148,-0.064,-0.0842
IWM,132_bull_continuation,vix_close,148,0.0321,-0.0299
IWM,132_bull_continuation,total_gex,147,-0.073,-0.112
IWM,132_bull_continuation,total_vex,147,-0.0227,0.0449
IWM,132_bull_continuation,flip_price,35,-0.1711,-0.2105
IWM,132_bull_continuation,distance_to_king_pct,147,0.0113,0.028
IWM,132_bull_continuation,distance_to_gate_pct,143,-0.0789,-0.0529
IWM,212_bear_continuation,rsi_9,322,-0.1174,-0.0928
IWM,212_bear_continuation,rsi_14,322,-0.1173,-0.0991
IWM,212_bear_continuation,stoch_rsi_k,322,-0.0562,-0.0439
IWM,212_bear_continuation,stoch_rsi_d,322,-0.0645,-0.0514
IWM,212_bear_continuation,ema_9,322,0.05,0.0228
IWM,212_bear_continuation,ema_20,322,0.0529,0.0237
IWM,212_bear_continuation,ema_50,321,0.052,0.0183
IWM,212_bear_continuation,sma_50,321,0.0545,0.022
IWM,212_bear_continuation,sma_200,317,0.056,0.0165
IWM,212_bear_continuation,macd,322,-0.1363,-0.1189
IWM,212_bear_continuation,macd_signal,321,-0.1155,-0.1065
IWM,212_bear_continuation,macd_histogram,321,-0.1117,-0.1001
IWM,212_bear_continuation,atr_14,322,0.1255,0.0341
IWM,212_bear_continuation,bb_upper,322,0.055,0.0246
IWM,212_bear_continuation,bb_lower,322,0.0512,0.0237
IWM,212_bear_continuation,bb_width,322,0.068,0.001
IWM,212_bear_continuation,bb_pct,322,-0.1188,-0.1033
IWM,212_bear_continuation,obv,322,0.0477,0.0445
IWM,212_bear_continuation,rvol,322,0.0521,0.0403
IWM,212_bear_continuation,rvol_10,322,0.0666,0.0536
IWM,212_bear_continuation,vwap,322,0.0479,0.0205
IWM,212_bear_continuation,price_vs_vwap,322,-0.1216,-0.0555
IWM,212_bear_continuation,price_vs_ema9,322,-0.1451,-0.1063
IWM,212_bear_continuation,price_vs_ema20,322,-0.1449,-0.1094
IWM,212_bear_continuation,consecutive_up,322,0.0635,0.085
IWM,212_bear_continuation,consecutive_down,322,-0.0461,-0.0715
IWM,212_bear_continuation,intraday_return,322,-0.1015,-0.0471
IWM,212_bear_continuation,high_low_spread_pct,322,0.0784,0.0394
IWM,212_bear_continuation,vix_close,322,0.0134,0.0352
IWM,212_bear_continuation,total_gex,322,-0.0624,-0.0244
IWM,212_bear_continuation,total_vex,322,-0.057,-0.027
IWM,212_bear_continuation,flip_price,79,-0.0469,-0.0695
IWM,212_bear_continuation,distance_to_king_pct,322,-0.0069,-0.0354
IWM,212_bear_continuation,distance_to_gate_pct,317,0.045,0.0329
IWM,212_bear_reversal,rsi_9,491,0.021,-0.0005
IWM,212_bear_reversal,rsi_14,491,0.0008,-0.0181
IWM,212_bear_reversal,stoch_rsi_k,491,0.0462,0.0351
IWM,212_bear_reversal,stoch_rsi_d,491,0.0183,-0.0035
IWM,212_bear_reversal,ema_9,491,0.0138,-0.0209
IWM,212_bear_reversal,ema_20,491,0.014,-0.0207
IWM,212_bear_reversal,ema_50,491,0.0153,-0.0204
IWM,212_bear_reversal,sma_50,491,0.0155,-0.0197
IWM,212_bear_reversal,sma_200,487,0.0043,-0.0275
IWM,212_bear_reversal,macd,491,-0.0174,-0.0612
IWM,212_bear_reversal,macd_signal,491,-0.0291,-0.0662
IWM,212_bear_reversal,macd_histogram,491,0.0358,0.0024
IWM,212_bear_reversal,atr_14,491,-0.0383,0.0013
IWM,212_bear_reversal,bb_upper,491,0.0121,-0.0213
IWM,212_bear_reversal,bb_lower,491,0.0161,-0.0201
IWM,212_bear_reversal,bb_width,491,-0.0435,0.0048
IWM,212_bear_reversal,bb_pct,491,0.0249,-0.0045
IWM,212_bear_reversal,obv,491,-0.0031,-0.0497
IWM,212_bear_reversal,rvol,491,-0.004,-0.0245
IWM,212_bear_reversal,rvol_10,491,-0.0085,-0.0365
IWM,212_bear_reversal,vwap,491,0.0131,-0.0227
IWM,212_bear_reversal,price_vs_vwap,491,0.2132,0.1364
IWM,212_bear_reversal,price_vs_ema9,491,0.113,0.0491
IWM,212_bear_reversal,price_vs_ema20,491,0.0725,0.0059
IWM,212_bear_reversal,consecutive_up,491,0.0451,0.0507
IWM,212_bear_reversal,consecutive_down,491,-0.0393,-0.0426
IWM,212_bear_reversal,intraday_return,491,0.1197,0.0553
IWM,212_bear_reversal,high_low_spread_pct,491,-0.1079,-0.0224
IWM,212_bear_reversal,vix_close,491,-0.1196,-0.0164
IWM,212_bear_reversal,total_gex,490,-0.0921,-0.0917
IWM,212_bear_reversal,total_vex,490,-0.0209,0.0161
IWM,212_bear_reversal,flip_price,114,0.1707,0.0351
IWM,212_bear_reversal,distance_to_king_pct,490,0.0647,0.0456
IWM,212_bear_reversal,distance_to_gate_pct,477,-0.0264,-0.0726
IWM,212_bull_continuation,rsi_9,309,0.0055,-0.0162
IWM,212_bull_continuation,rsi_14,309,0.016,-0.0001
IWM,212_bull_continuation,stoch_rsi_k,309,0.0246,-0.0038
IWM,212_bull_continuation,stoch_rsi_d,309,0.0299,0.0165
IWM,212_bull_continuation,ema_9,309,-0.0848,-0.0765
IWM,212_bull_continuation,ema_20,309,-0.0859,-0.0774
IWM,212_bull_continuation,ema_50,309,-0.0879,-0.0782
IWM,212_bull_continuation,sma_50,309,-0.0893,-0.0786
IWM,212_bull_continuation,sma_200,308,-0.0826,-0.0708
IWM,212_bull_continuation,macd,309,0.0591,0.0412
IWM,212_bull_continuation,macd_signal,309,0.0574,0.0293
IWM,212_bull_continuation,macd_histogram,309,0.0004,0.0079
IWM,212_bull_continuation,atr_14,309,0.0071,-0.0137
IWM,212_bull_continuation,bb_upper,309,-0.0856,-0.0743
IWM,212_bull_continuation,bb_lower,309,-0.0862,-0.0758
IWM,212_bull_continuation,bb_width,309,-0.031,-0.0382
IWM,212_bull_continuation,bb_pct,309,0.0308,-0.0043
IWM,212_bull_continuation,obv,309,-0.0626,-0.1052
IWM,212_bull_continuation,rvol,309,-0.0546,-0.031
IWM,212_bull_continuation,rvol_10,309,-0.0502,-0.0307
IWM,212_bull_continuation,vwap,309,-0.0847,-0.0763
IWM,212_bull_continuation,price_vs_vwap,309,0.0319,0.0066
IWM,212_bull_continuation,price_vs_ema9,309,0.0214,-0.0157
IWM,212_bull_continuation,price_vs_ema20,309,0.0583,-0.0038
IWM,212_bull_continuation,consecutive_up,309,0.0055,0.0173
IWM,212_bull_continuation,consecutive_down,309,-0.0108,-0.0217
IWM,212_bull_continuation,intraday_return,309,-0.0476,-0.0567
IWM,212_bull_continuation,high_low_spread_pct,309,-0.0115,-0.0298
IWM,212_bull_continuation,vix_close,309,0.0771,0.0125
IWM,212_bull_continuation,total_gex,309,0.0069,0.0094
IWM,212_bull_continuation,total_vex,309,0.055,0.0634
IWM,212_bull_continuation,flip_price,74,-0.0788,-0.0477
IWM,212_bull_continuation,distance_to_king_pct,309,0.042,0.0285
IWM,212_bull_continuation,distance_to_gate_pct,298,0.0225,-0.0053
IWM,212_bull_reversal,rsi_9,584,-0.0112,-0.0173
IWM,212_bull_reversal,rsi_14,584,-0.0147,-0.0178
IWM,212_bull_reversal,stoch_rsi_k,584,0.015,-0.0055
IWM,212_bull_reversal,stoch_rsi_d,584,0.0314,0.0195
IWM,212_bull_reversal,ema_9,584,-0.0935,-0.1044
IWM,212_bull_reversal,ema_20,584,-0.0942,-0.1061
IWM,212_bull_reversal,ema_50,583,-0.097,-0.1108
IWM,212_bull_reversal,sma_50,583,-0.0961,-0.1104
IWM,212_bull_reversal,sma_200,580,-0.0814,-0.0971
IWM,212_bull_reversal,macd,584,0.0133,-0.0038
IWM,212_bull_reversal,macd_signal,584,-0.01,-0.0231
IWM,212_bull_reversal,macd_histogram,584,0.084,0.0643
IWM,212_bull_reversal,atr_14,584,0.0032,0.0052
IWM,212_bull_reversal,bb_upper,584,-0.0924,-0.1042
IWM,212_bull_reversal,bb_lower,584,-0.0974,-0.1081
IWM,212_bull_reversal,bb_width,584,0.0317,0.0214
IWM,212_bull_reversal,bb_pct,584,0.0137,-0.0
IWM,212_bull_reversal,obv,584,-0.0616,-0.0767
IWM,212_bull_reversal,rvol,584,0.0691,0.0361
IWM,212_bull_reversal,rvol_10,584,0.0635,0.0389
IWM,212_bull_reversal,vwap,584,-0.0924,-0.1035
IWM,212_bull_reversal,price_vs_vwap,584,-0.066,0.0058
IWM,212_bull_reversal,price_vs_ema9,584,0.0214,0.0011
IWM,212_bull_reversal,price_vs_ema20,584,0.04,0.0166
IWM,212_bull_reversal,consecutive_up,584,-0.0422,-0.0224
IWM,212_bull_reversal,consecutive_down,584,0.0439,0.0237
IWM,212_bull_reversal,intraday_return,584,-0.0727,-0.0343
IWM,212_bull_reversal,high_low_spread_pct,584,0.0511,0.0473
IWM,212_bull_reversal,vix_close,584,0.0072,-0.0028
IWM,212_bull_reversal,total_gex,583,0.0252,0.0112
IWM,212_bull_reversal,total_vex,583,0.0453,0.0675
IWM,212_bull_reversal,flip_price,146,-0.1329,-0.1427
IWM,212_bull_reversal,distance_to_king_pct,583,-0.0217,-0.0193
IWM,212_bull_reversal,distance_to_gate_pct,567,-0.0551,-0.0608
IWM,22_bear_continuation,rsi_9,2600,-0.0159,-0.0471
IWM,22_bear_continuation,rsi_14,2600,-0.0114,-0.0462
IWM,22_bear_continuation,stoch_rsi_k,2600,-0.0253,-0.029
IWM,22_bear_continuation,stoch_rsi_d,2599,-0.0164,-0.0256
IWM,22_bear_continuation,ema_9,2598,0.0091,-0.0032
IWM,22_bear_continuation,ema_20,2596,0.0081,-0.0043
IWM,22_bear_continuation,ema_50,2583,0.0066,-0.0063
IWM,22_bear_continuation,sma_50,2583,0.0072,-0.005
IWM,22_bear_continuation,sma_200,2556,-0.0,-0.0138
IWM,22_bear_continuation,macd,2595,-0.0177,-0.0523
IWM,22_bear_continuation,macd_signal,2593,-0.0155,-0.0451
IWM,22_bear_continuation,macd_histogram,2593,-0.0122,-0.0552
IWM,22_bear_continuation,atr_14,2600,0.0409,0.0323
IWM,22_bear_continuation,bb_upper,2596,0.0092,-0.0033
IWM,22_bear_continuation,bb_lower,2596,0.0073,-0.0037
IWM,22_bear_continuation,bb_width,2596,0.026,0.0168
IWM,22_bear_continuation,bb_pct,2596,-0.0259,-0.0612
IWM,22_bear_continuation,obv,2600,0.0021,-0.0011
IWM,22_bear_continuation,rvol,2600,0.0125,0.0407
IWM,22_bear_continuation,rvol_10,2600,0.0003,0.0306
IWM,22_bear_continuation,vwap,2600,0.0085,-0.0045
IWM,22_bear_continuation,price_vs_vwap,2600,-0.0284,-0.0162
IWM,22_bear_continuation,price_vs_ema9,2598,-0.0259,-0.0511
IWM,22_bear_continuation,price_vs_ema20,2596,-0.0231,-0.0542
IWM,22_bear_continuation,consecutive_up,2600,-0.0136,-0.0215
IWM,22_bear_continuation,consecutive_down,2600,0.0091,0.0178
IWM,22_bear_continuation,intraday_return,2600,-0.0078,-0.0244
IWM,22_bear_continuation,high_low_spread_pct,2600,0.0404,0.0519
IWM,22_bear_continuation,vix_close,2600,-0.0097,-0.0068
IWM,22_bear_continuation,total_gex,2596,-0.0048,-0.0027
IWM,22_bear_continuation,total_vex,2596,-0.016,-0.009
IWM,22_bear_continuation,flip_price,538,-0.151,-0.0792
IWM,22_bear_continuation,distance_to_king_pct,2596,0.0336,0.0087
IWM,22_bear_continuation,distance_to_gate_pct,2538,0.0435,0.0222
IWM,22_bear_reversal,rsi_9,2212,-0.0102,-0.0048
IWM,22_bear_reversal,rsi_14,2212,-0.0075,-0.0022
IWM,22_bear_reversal,stoch_rsi_k,2212,-0.0217,-0.0122
IWM,22_bear_reversal,stoch_rsi_d,2212,-0.018,-0.0085
IWM,22_bear_reversal,ema_9,2211,-0.0345,-0.0411
IWM,22_bear_reversal,ema_20,2209,-0.0362,-0.0437
IWM,22_bear_reversal,ema_50,2205,-0.0386,-0.0466
IWM,22_bear_reversal,sma_50,2205,-0.039,-0.046
IWM,22_bear_reversal,sma_200,2184,-0.0354,-0.0432
IWM,22_bear_reversal,macd,2208,-0.0017,-0.01
IWM,22_bear_reversal,macd_signal,2206,-0.0004,-0.0242
IWM,22_bear_reversal,macd_histogram,2206,-0.0077,-0.0136
IWM,22_bear_reversal,atr_14,2212,0.042,0.0295
IWM,22_bear_reversal,bb_upper,2209,-0.0337,-0.0401
IWM,22_bear_reversal,bb_lower,2209,-0.0386,-0.0448
IWM,22_bear_reversal,bb_width,2209,0.0409,0.0311
IWM,22_bear_reversal,bb_pct,2209,-0.0106,-0.0105
IWM,22_bear_reversal,obv,2212,-0.0234,-0.0366
IWM,22_bear_reversal,rvol,2212,0.0115,0.034
IWM,22_bear_reversal,rvol_10,2212,-0.0022,0.0248
IWM,22_bear_reversal,vwap,2212,-0.0346,-0.0407
IWM,22_bear_reversal,price_vs_vwap,2212,0.0056,0.0115
IWM,22_bear_reversal,price_vs_ema9,2211,-0.0083,-0.0114
IWM,22_bear_reversal,price_vs_ema20,2209,-0.0052,0.0065
IWM,22_bear_reversal,consecutive_up,2212,-0.0122,-0.0009
IWM,22_bear_reversal,consecutive_down,2212,0.0145,0.0061
IWM,22_bear_reversal,intraday_return,2212,-0.0068,0.0076
IWM,22_bear_reversal,high_low_spread_pct,2212,0.1051,0.0471
IWM,22_bear_reversal,vix_close,2212,0.02,-0.0112
IWM,22_bear_reversal,total_gex,2207,-0.0033,-0.004
IWM,22_bear_reversal,total_vex,2207,0.0166,0.0179
IWM,22_bear_reversal,flip_price,511,-0.0457,-0.0605
IWM,22_bear_reversal,distance_to_king_pct,2207,0.0058,0.011
IWM,22_bear_reversal,distance_to_gate_pct,2146,0.006,0.0044
IWM,22_bull_continuation,rsi_9,3238,0.0075,0.0072
IWM,22_bull_continuation,rsi_14,3238,0.0085,0.0067
IWM,22_bull_continuation,stoch_rsi_k,3238,0.0057,0.0071
IWM,22_bull_continuation,stoch_rsi_d,3238,0.0081,0.01
IWM,22_bull_continuation,ema_9,3237,-0.023,-0.0297
IWM,22_bull_continuation,ema_20,3235,-0.0245,-0.0313
IWM,22_bull_continuation,ema_50,3233,-0.0259,-0.0327
IWM,22_bull_continuation,sma_50,3233,-0.0258,-0.0321
IWM,22_bull_continuation,sma_200,3206,-0.0358,-0.0337
IWM,22_bull_continuation,macd,3234,-0.0034,-0.0058
IWM,22_bull_continuation,macd_signal,3234,-0.0003,-0.0041
IWM,22_bull_continuation,macd_histogram,3234,-0.0105,0.0086
IWM,22_bull_continuation,atr_14,3238,0.0114,0.0262
IWM,22_bull_continuation,bb_upper,3235,-0.0244,-0.032
IWM,22_bull_continuation,bb_lower,3235,-0.0245,-0.03
IWM,22_bull_continuation,bb_width,3235,-0.0093,0.0146
IWM,22_bull_continuation,bb_pct,3235,-0.0054,-0.0066
IWM,22_bull_continuation,obv,3238,-0.0118,-0.0173
IWM,22_bull_continuation,rvol,3238,-0.0034,0.007
IWM,22_bull_continuation,rvol_10,3238,-0.0003,0.0044
IWM,22_bull_continuation,vwap,3238,-0.0235,-0.0295
IWM,22_bull_continuation,price_vs_vwap,3238,0.0166,0.0388
IWM,22_bull_continuation,price_vs_ema9,3237,-0.0125,0.0333
IWM,22_bull_continuation,price_vs_ema20,3235,-0.0065,0.0152
IWM,22_bull_continuation,consecutive_up,3238,-0.0097,0.003
IWM,22_bull_continuation,consecutive_down,3238,0.0119,-0.0003
IWM,22_bull_continuation,intraday_return,3238,-0.0513,0.0048
IWM,22_bull_continuation,high_low_spread_pct,3238,0.0191,0.0538
IWM,22_bull_continuation,vix_close,3238,-0.0257,0.0058
IWM,22_bull_continuation,total_gex,3235,-0.0194,-0.0226
IWM,22_bull_continuation,total_vex,3235,0.009,0.0207
IWM,22_bull_continuation,flip_price,608,0.0412,-0.011
IWM,22_bull_continuation,distance_to_king_pct,3235,0.0194,0.0126
IWM,22_bull_continuation,distance_to_gate_pct,3146,-0.0075,-0.0228
IWM,22_bull_reversal,rsi_9,2125,-0.012,-0.0376
IWM,22_bull_reversal,rsi_14,2125,-0.0071,-0.0382
IWM,22_bull_reversal,stoch_rsi_k,2125,-0.0375,-0.0202
IWM,22_bull_reversal,stoch_rsi_d,2124,-0.0484,-0.0331
IWM,22_bull_reversal,ema_9,2123,-0.0342,-0.0501
IWM,22_bull_reversal,ema_20,2121,-0.0354,-0.0511
IWM,22_bull_reversal,ema_50,2118,-0.0397,-0.054
IWM,22_bull_reversal,sma_50,2118,-0.0398,-0.0534
IWM,22_bull_reversal,sma_200,2096,-0.0447,-0.0527
IWM,22_bull_reversal,macd,2120,0.0138,-0.0405
IWM,22_bull_reversal,macd_signal,2118,0.0235,-0.037
IWM,22_bull_reversal,macd_histogram,2118,-0.0345,-0.0402
IWM,22_bull_reversal,atr_14,2125,-0.0477,0.0048
IWM,22_bull_reversal,bb_upper,2121,-0.0374,-0.0516
IWM,22_bull_reversal,bb_lower,2121,-0.0325,-0.0489
IWM,22_bull_reversal,bb_width,2121,-0.0665,-0.0089
IWM,22_bull_reversal,bb_pct,2121,-0.0203,-0.0436
IWM,22_bull_reversal,obv,2125,-0.0327,-0.0444
IWM,22_bull_reversal,rvol,2125,0.0241,0.0374
IWM,22_bull_reversal,rvol_10,2125,0.0199,0.0303
IWM,22_bull_reversal,vwap,2125,-0.0344,-0.0507
IWM,22_bull_reversal,price_vs_vwap,2125,0.0156,0.018
IWM,22_bull_reversal,price_vs_ema9,2123,0.0271,-0.028
IWM,22_bull_reversal,price_vs_ema20,2121,0.0191,-0.0435
IWM,22_bull_reversal,consecutive_up,2125,0.0026,0.0116
IWM,22_bull_reversal,consecutive_down,2125,-0.0023,-0.0063
IWM,22_bull_reversal,intraday_return,2125,0.0233,0.0225
IWM,22_bull_reversal,high_low_spread_pct,2125,0.0112,0.0607
IWM,22_bull_reversal,vix_close,2125,-0.074,0.0032
IWM,22_bull_reversal,total_gex,2121,-0.0248,-0.0305
IWM,22_bull_reversal,total_vex,2121,0.0153,0.0241
IWM,22_bull_reversal,flip_price,458,-0.0049,-0.0403
IWM,22_bull_reversal,distance_to_king_pct,2121,0.013,0.0166
IWM,22_bull_reversal,distance_to_gate_pct,2063,0.0094,-0.02
IWM,312_bear_reversal,rsi_9,98,0.0378,0.0052
IWM,312_bear_reversal,rsi_14,98,0.0588,0.0112
IWM,312_bear_reversal,stoch_rsi_k,98,-0.0194,-0.0485
IWM,312_bear_reversal,stoch_rsi_d,98,0.017,-0.023
IWM,312_bear_reversal,ema_9,98,0.018,0.0433
IWM,312_bear_reversal,ema_20,97,0.0051,0.0193
IWM,312_bear_reversal,ema_50,97,0.0019,0.0017
IWM,312_bear_reversal,sma_50,97,-0.0003,0.0058
IWM,312_bear_reversal,sma_200,97,-0.0018,0.019
IWM,312_bear_reversal,macd,97,0.1289,0.0052
IWM,312_bear_reversal,macd_signal,97,0.132,0.0236
IWM,312_bear_reversal,macd_histogram,97,0.0201,-0.0526
IWM,312_bear_reversal,atr_14,98,0.0583,0.0435
IWM,312_bear_reversal,bb_upper,97,0.0035,0.0143
IWM,312_bear_reversal,bb_lower,97,0.0057,0.0232
IWM,312_bear_reversal,bb_width,97,-0.0229,-0.0172
IWM,312_bear_reversal,bb_pct,97,-0.0518,-0.0635
IWM,312_bear_reversal,obv,98,-0.0225,0.0151
IWM,312_bear_reversal,rvol,98,-0.0151,0.015
IWM,312_bear_reversal,rvol_10,98,-0.0279,0.0238
IWM,312_bear_reversal,vwap,98,0.0144,0.043
IWM,312_bear_reversal,price_vs_vwap,98,0.2073,0.1499
IWM,312_bear_reversal,price_vs_ema9,98,-0.0422,-0.0057
IWM,312_bear_reversal,price_vs_ema20,97,0.0517,0.0039
IWM,312_bear_reversal,consecutive_up,98,0.0999,0.1424
IWM,312_bear_reversal,consecutive_down,98,-0.0999,-0.1424
IWM,312_bear_reversal,intraday_return,98,0.0929,0.0952
IWM,312_bear_reversal,high_low_spread_pct,98,0.0879,0.0983
IWM,312_bear_reversal,vix_close,98,0.0894,0.0798
IWM,312_bear_reversal,total_gex,98,0.0278,-0.0226
IWM,312_bear_reversal,total_vex,98,-0.0167,-0.0763
IWM,312_bear_reversal,distance_to_king_pct,98,-0.0112,0.0614
IWM,312_bear_reversal,distance_to_gate_pct,98,-0.0047,-0.0102
IWM,312_bull_reversal,rsi_9,153,0.0106,0.0381
IWM,312_bull_reversal,rsi_14,153,0.0052,0.0188
IWM,312_bull_reversal,stoch_rsi_k,153,0.0059,0.0548
IWM,312_bull_reversal,stoch_rsi_d,153,0.0099,0.0536
IWM,312_bull_reversal,ema_9,153,0.0507,0.0821
IWM,312_bull_reversal,ema_20,153,0.0515,0.0824
IWM,312_bull_reversal,ema_50,153,0.0517,0.0828
IWM,312_bull_reversal,sma_50,153,0.0504,0.0848
IWM,312_bull_reversal,sma_200,152,0.0277,0.0745
IWM,312_bull_reversal,macd,153,-0.0201,-0.0326
IWM,312_bull_reversal,macd_signal,153,0.0075,-0.0505
IWM,312_bull_reversal,macd_histogram,153,-0.0898,0.0549
IWM,312_bull_reversal,atr_14,153,-0.0381,0.0972
IWM,312_bull_reversal,bb_upper,153,0.0531,0.0843
IWM,312_bull_reversal,bb_lower,153,0.0527,0.084
IWM,312_bull_reversal,bb_width,153,0.0238,0.1504
IWM,312_bull_reversal,bb_pct,153,-0.0083,0.0038
IWM,312_bull_reversal,obv,153,0.1214,0.098
IWM,312_bull_reversal,rvol,153,0.136,0.0497
IWM,312_bull_reversal,rvol_10,153,0.1561,0.0748
IWM,312_bull_reversal,vwap,153,0.0505,0.0831
IWM,312_bull_reversal,price_vs_vwap,153,0.0289,-0.006
IWM,312_bull_reversal,price_vs_ema9,153,0.0164,0.0559
