trade_type,duration_minutes,price_change,return_pct,entry_timestamp,entry_price,entry_open,entry_high,entry_low,entry_close,entry_volume,entry_EMA9,entry_EMA20,entry_EMA50,entry_VWAP,entry_RVOL20,entry_RVOL_MOD,entry_RVOL_MOD_EXCL,entry_ATR14_W,entry_RSI14_W,entry_StochRSI_K,entry_StochRSI_D,entry_OBV,exit_timestamp,exit_price,exit_open,exit_high,exit_low,exit_close,exit_volume,exit_EMA9,exit_EMA20,exit_EMA50,exit_VWAP,exit_RVOL20,exit_RVOL_MOD,exit_RVOL_MOD_EXCL,exit_ATR14_W,exit_RSI14_W,exit_StochRSI_K,exit_StochRSI_D,exit_OBV
call,1,0.12999999999999545,0.0603136308805769,2025-06-26 17:31:00,215.54,215.54,215.55,215.54,215.54,978.0,215.52417019714883,215.509878299295,215.44814257123073,214.18590116870013,0.08923479792150439,1.789569990850869,1.9052899745242022,0.029663057392187237,56.172884144712974,82.81193510527088,72.66672644589983,244612.0,2025-06-26 17:34:00,215.67,215.51,215.67,215.51,215.67,4097.0,215.55333615771906,215.5251279850764,215.45684286255502,214.18618019376828,0.3672891247635526,8.740266666666667,14.748579007199698,0.03897283900703076,68.53871405545839,88.5412900701806,77.95824765399341,248709.0
put,1,-0.01999999999998181,0.009273426994937549,2025-06-26 17:34:00,215.67,215.51,215.67,215.51,215.67,4097.0,215.55333615771906,215.5251279850764,215.45684286255502,214.18618019376828,0.3672891247635526,8.740266666666667,14.748579007199698,0.03897283900703076,68.53871405545839,88.5412900701806,77.95824765399341,248709.0,2025-06-26 17:35:00,215.65,215.66,215.66,215.65,215.65,600.0,215.57266892617525,215.53702055792627,215.46441765225876,214.18622209464348,0.05366870309578969,0.8436840871806891,0.8359970494221785,0.03761763622081298,65.47783604360941,86.18782366177204,80.70143965658629,248109.0
call,1,0.09000000000000341,0.041734291676328965,2025-06-26 17:35:00,215.65,215.66,215.66,215.65,215.65,600.0,215.57266892617525,215.53702055792627,215.46441765225876,214.18622209464348,0.05366870309578969,0.8436840871806891,0.8359970494221785,0.03761763622081298,65.47783604360941,86.18782366177204,80.70143965658629,248109.0,2025-06-26 17:37:00,215.74,215.7498,215.7498,215.74,215.74,450.0,215.6061351409402,215.55635193336184,215.47522480315058,214.18625544501324,0.04018861858321723,0.9885096316323082,0.9875640087783467,0.04205923363361118,71.61997968734093,90.79188244118136,84.06492058478464,248559.0
put,1,-0.060000000000002274,0.027811254287569424,2025-06-26 17:37:00,215.74,215.7498,215.7498,215.74,215.74,450.0,215.6061351409402,215.55635193336184,215.47522480315058,214.18625544501324,0.04018861858321723,0.9885096316323082,0.9875640087783467,0.04205923363361118,71.61997968734093,90.79188244118136,84.06492058478464,248559.0,2025-06-26 17:38:00,215.68,215.68,215.68,215.68,215.68,101.0,215.62090811275218,215.56812793970832,215.48325520302706,214.1862626259767,0.15014122194143004,0.22410489157841654,0.2161198288159772,0.04334071694549625,63.507719022632955,80.07156281062505,82.73380132673145,248458.0
call,1,0.030000000000001137,0.013909495548961951,2025-06-26 17:38:00,215.68,215.68,215.68,215.68,215.68,101.0,215.62090811275218,215.56812793970832,215.48325520302706,214.1862626259767,0.15014122194143004,0.22410489157841654,0.2161198288159772,0.04334071694549625,63.507719022632955,80.07156281062505,82.73380132673145,248458.0,2025-06-26 17:39:00,215.71,215.74,215.79,215.71,215.71,748.0,215.63872649020175,215.581639564498,215.49214715584955,214.18631782304786,1.099838259079547,0.49505364358367004,0.4815450643776824,0.04810209430653118,65.60546015894263,76.49054535795477,80.65271600380589,249206.0
put,1,-0.030000000000001137,0.013907561077372923,2025-06-26 17:39:00,215.71,215.74,215.79,215.71,215.71,748.0,215.63872649020175,215.581639564498,215.49214715584955,214.18631782304786,1.099838259079547,0.49505364358367004,0.4815450643776824,0.04810209430653118,65.60546015894263,76.49054535795477,80.65271600380589,249206.0,2025-06-26 17:42:00,215.68,215.68,215.68,215.68,215.68,387.0,215.6469811921614,215.591007225022,215.49951393405155,214.18634533558927,0.5647985989492119,0.5460492560287327,0.5223376973950601,0.04680908757035046,61.78083115084999,67.60187371991212,76.30243524250797,248819.0
call,1,0.060000000000002274,0.027818991097923903,2025-06-26 17:42:00,215.68,215.68,215.68,215.68,215.68,387.0,215.6469811921614,215.591007225022,215.49951393405155,214.18634533558927,0.5647985989492119,0.5460492560287327,0.5223376973950601,0.04680908757035046,61.78083115084999,67.60187371991212,76.30243524250797,248819.0,2025-06-26 17:44:00,215.74,215.78,215.88,215.74,215.74,3908.0,215.66558495372914,215.60519701311512,215.5089447601672,214.18664294216475,4.463225216994061,2.6736133038627514,3.1069299059228834,0.0577512956010389,66.04441863143111,68.92358642061639,73.84281896854411,252727.0
put,2,-0.0800000000000125,0.03708167238343029,2025-06-26 17:44:00,215.74,215.78,215.88,215.74,215.74,3908.0,215.66558495372914,215.60519701311512,215.5089447601672,214.18664294216475,4.463225216994061,2.6736133038627514,3.1069299059228834,0.0577512956010389,66.04441863143111,68.92358642061639,73.84281896854411,252727.0,2025-06-26 17:46:00,215.66,215.66,215.66,215.66,215.66,147.0,215.67317437038668,215.62030866606474,215.52282059560227,214.18666346358674,0.1835320556838754,0.12494097648503162,0.11882459226855595,0.055408004880488464,56.47599119385346,48.242148118433114,63.45131164168257,252440.0
call,1,0.03999999999999204,0.01854771399424652,2025-06-26 17:46:00,215.66,215.66,215.66,215.66,215.66,147.0,215.67317437038668,215.62030866606474,215.52282059560227,214.18666346358674,0.1835320556838754,0.12494097648503162,0.11882459226855595,0.055408004880488464,56.47599119385346,48.242148118433114,63.45131164168257,252440.0,2025-06-26 17:51:00,215.7,215.7,215.7,215.7,215.7,267.0,215.67853949630933,215.62789831691572,215.52976880753945,214.18668269078935,0.3493392646866414,0.08549080596468758,0.07987205743608625,0.05430743310331015,59.6787105430981,42.82819439808933,56.57693922715149,252707.0
put,1,-0.060000000000002274,0.02781641168289396,2025-06-26 17:52:00,215.7,215.7,215.7,215.7,215.7,129.0,215.68283159704748,215.63476514387614,215.53644454057715,214.18669198016167,0.17384273296947647,0.03956779365632625,0.037837309346890884,0.050428330738787996,59.6787105430981,39.21889191786014,50.79092345738771,252707.0,2025-06-26 17:53:00,215.64,215.64,215.64,215.64,215.64,900.0,215.67426527763797,215.63526370160224,215.5405055389859,214.18675421710276,1.1795543905635648,0.6399799221985193,0.6258964662928674,0.051112021400303305,52.906096322506,26.145927945240093,42.57592495333851,251807.0
call,1,0.05000000000001137,0.023186792802824787,2025-06-26 17:53:00,215.64,215.64,215.64,215.64,215.64,900.0,215.67426527763797,215.63526370160224,215.5405055389859,214.18675421710276,1.1795543905635648,0.6399799221985193,0.6258964662928674,0.051112021400303305,52.906096322506,26.145927945240093,42.57592495333851,251807.0,2025-06-26 17:54:00,215.69,215.69,215.69,215.69,215.69,100.0,215.6774122221104,215.64047668240204,215.54636806686884,214.1867613699012,0.1339046598821639,0.0951022349025202,0.09077878643096035,0.05103259130028245,57.2590542750712,25.18414554865595,36.77866515177765,251907.0
put,1,-0.020000000000010232,0.009272567110209204,2025-06-26 17:54:00,215.69,215.69,215.69,215.69,215.69,100.0,215.6774122221104,215.64047668240204,215.54636806686884,214.1867613699012,0.1339046598821639,0.0951022349025202,0.09077878643096035,0.05103259130028245,57.2590542750712,25.18414554865595,36.77866515177765,251907.0,2025-06-26 17:55:00,215.67,215.67,215.67,215.67,215.67,150.0,215.67592977768834,215.64328842693516,215.55121637797203,214.1867719562252,0.20127474002012746,0.284780086488767,0.2732826063658772,0.04881597763597729,55.066492345177316,20.637546726858453,31.39829234347125,251757.0
call,3,0.040000000000020464,0.018546853989901455,2025-06-26 17:55:00,215.67,215.67,215.67,215.67,215.67,150.0,215.67592977768834,215.64328842693516,215.55121637797203,214.1867719562252,0.20127474002012746,0.284780086488767,0.2732826063658772,0.04881597763597729,55.066492345177316,20.637546726858453,31.39829234347125,251757.0,2025-06-26 17:58:00,215.71,215.699,215.71,215.699,215.71,500.0,215.68551604617647,215.65652902714052,215.5673342504168,214.18684334627056,0.6916585973163647,0.7741735697143299,0.7650801320769913,0.04179253019906914,58.8011404701033,28.256615028434208,26.003396650945845,252752.0
put,2,-0.2301000000000215,0.10667099346345625,2025-06-26 17:58:00,215.71,215.699,215.71,215.699,215.71,500.0,215.68551604617647,215.65652902714052,215.5673342504168,214.18684334627056,0.6916585973163647,0.7741735697143299,0.7650801320769913,0.04179253019906914,58.8011404701033,28.256615028434208,26.003396650945845,252752.0,2025-06-26 18:00:00,215.4799,215.65,215.65,215.45,215.4799,8417.0,215.63711026955298,215.63828294511953,215.56664334304145,214.18740383664004,7.364598827543967,1.5766896448374046,1.6038940294910524,0.05496396736552655,37.396045289532516,12.558495568192981,19.929395556993473,243991.0
call,3,0.18010000000001014,0.08358088155786696,2025-06-26 18:00:00,215.4799,215.65,215.65,215.45,215.4799,8417.0,215.63711026955298,215.63828294511953,215.56664334304145,214.18740383664004,7.364598827543967,1.5766896448374046,1.6038940294910524,0.05496396736552655,37.396045289532516,12.558495568192981,19.929395556993473,243991.0,2025-06-26 18:03:00,215.66,215.53,215.66,215.53,215.66,1279.0,215.59964045801115,215.6160957478215,215.56465690168548,214.18753064751814,1.3390566926660734,1.006577098206757,1.0068223563369194,0.05676848990599985,53.996569770245216,30.49526839797085,19.199662034905348,245911.0
put,1,-0.07999999999998408,0.03709542798849304,2025-06-26 18:04:00,215.66,215.66,215.66,215.66,215.66,164.0,215.61171236640894,215.62027710517182,215.56839584671744,214.18754213139178,0.17431046394217994,0.22107607548939162,0.21351639247248194,0.052713597769857005,53.996569770245216,45.16342081426445,27.854248294691715,245911.0,2025-06-26 18:06:00,215.58,215.55,215.59,215.55,215.58,439.0,215.60536989312718,215.61644119039354,215.56885091155206,214.1875710615992,0.458365961889846,0.34349267856477517,0.3325757575757576,0.05680548364343759,47.460851863216504,45.165205006249124,33.624567198544185,245472.0
call,2,0.06999999999999318,0.03247054457741589,2025-06-26 18:06:00,215.58,215.55,215.59,215.55,215.58,439.0,215.60536989312718,215.61644119039354,215.56885091155206,214.1875710615992,0.458365961889846,0.34349267856477517,0.3325757575757576,0.05680548364343759,47.460851863216504,45.165205006249124,33.624567198544185,245472.0,2025-06-26 18:09:00,215.65,215.6,215.65,215.6,215.65,1205.0,215.6134367316014,215.61822056628586,215.57320685837624,214.1876843256201,1.2247179591421893,0.34941281249352746,0.34119152238430317,0.053878197631331,53.10358311577905,56.704581111256765,44.59372419526422,247130.0
put,1,-0.0800000000000125,0.03709714815674125,2025-06-26 18:11:00,215.65,215.65,215.65,215.65,215.65,104.0,215.62074938528113,215.62124717902054,215.5762183541262,214.18769155710217,0.13103187602368652,0.07931601974872557,0.07545648756499657,0.05002975494337879,53.10358311577905,62.26379997561762,50.483749455382025,247130.0,2025-06-26 18:12:00,215.57,215.62,215.64,215.57,215.57,691.0,215.6105995082249,215.61636649530428,215.57597449710164,214.18773774107322,0.841400304414003,0.6643975231721857,0.6552350849466615,0.05217048673313834,46.36575629702516,55.477386735272,52.14829521534535,246439.0
call,4,0.18000000000000682,0.0834995593078846,2025-06-26 18:15:00,215.57,215.61,215.61,215.57,215.57,1930.0,215.60247960657995,215.61195063860862,215.57574020309767,214.18786580169743,2.1199472759226716,1.191358024691358,1.204159445407279,0.051301166252201345,46.36575629702516,50.95311124170825,51.74990055746631,246439.0,2025-06-26 18:21:00,215.75,215.75,215.75,215.75,215.75,142.0,215.67481724685518,215.64807848156948,215.59702645206815,214.18799372508974,0.15285252960172227,0.09907778182259434,0.09518006215343366,0.049356221608942596,60.26179532348842,88.86369104853854,75.62070422421756,248207.0
put,2,-0.05000000000001137,0.02317497103129148,2025-06-26 18:21:00,215.75,215.75,215.75,215.75,215.75,142.0,215.67481724685518,215.64807848156948,215.59702645206815,214.18799372508974,0.15285252960172227,0.09907778182259434,0.09518006215343366,0.049356221608942596,60.26179532348842,88.86369104853854,75.62070422421756,248207.0,2025-06-26 18:23:00,215.7,215.65,215.7,215.65,215.7,200.0,215.68708303798735,215.65922070713512,215.60569800515788,214.188020323865,0.2167434299647792,0.2538301151300879,0.24005170344381865,0.04954694618322051,55.06005897943719,79.18294839958997,79.44597088595954,247837.0
call,3,0.15000000000000568,0.06954102920723491,2025-06-26 18:23:00,215.7,215.65,215.7,215.65,215.7,200.0,215.68708303798735,215.65922070713512,215.60569800515788,214.188020323865,0.2167434299647792,0.2538301151300879,0.24005170344381865,0.04954694618322051,55.06005897943719,79.18294839958997,79.44597088595954,247837.0,2025-06-26 18:28:00,215.85,215.81,215.85,215.81,215.85,259.0,215.74099931544953,215.69356948820212,215.62639350482712,214.1881422954077,0.2709205020920502,0.15376395155545,0.14720751443357563,0.04982264605121587,65.95969072685516,88.29562550297787,82.20554280252144,249496.0
put,1,-0.04999999999998295,0.023164234422044454,2025-06-26 18:28:00,215.85,215.81,215.85,215.81,215.85,259.0,215.74099931544953,215.69356948820212,215.62639350482712,214.1881422954077,0.2709205020920502,0.15376395155545,0.14720751443357563,0.04982264605121587,65.95969072685516,88.29562550297787,82.20554280252144,249496.0,2025-06-26 18:29:00,215.8,215.8,215.8,215.8,215.8,100.0,215.75279945235962,215.70370572742098,215.63320160267705,214.18814995745726,0.18513375914097938,0.15205271160669032,0.1458682809423091,0.049835314190413524,60.40918896775777,82.75453266054122,82.38853942186137,249396.0
call,1,0.00899999999998613,0.004170528266907382,2025-06-26 18:29:00,215.8,215.8,215.8,215.8,215.8,100.0,215.75279945235962,215.70370572742098,215.63320160267705,214.18814995745726,0.18513375914097938,0.15205271160669032,0.1458682809423091,0.049835314190413524,60.40918896775777,82.75453266054122,82.38853942186137,249396.0,2025-06-26 18:30:00,215.809,215.82,215.82,215.8,215.809,348.0,215.7640395618877,215.7137337533809,215.64009565747403,214.18817678072875,0.6321525885558583,0.4419490675756968,0.4286594128515705,0.0477042203196684,61.04463417661646,80.14149443838443,81.63952442736905,249744.0
put,2,-0.13900000000001,0.06440880593488223,2025-06-26 18:30:00,215.809,215.82,215.82,215.8,215.809,348.0,215.7640395618877,215.7137337533809,215.64009565747403,214.18817678072875,0.6321525885558583,0.4419490675756968,0.4286594128515705,0.0477042203196684,61.04463417661646,80.14149443838443,81.63952442736905,249744.0,2025-06-26 18:34:00,215.67,215.67,215.67,215.67,215.67,100.0,215.74938531960817,215.71614032873129,215.64691644505774,214.18841944923847,0.16061676839061997,0.19676619043545213,0.1898351885408577,0.053617414459306074,47.517208257806644,51.787766568789685,70.15645817884497,246523.0
call,2,0.0700000000000216,0.03245699448232096,2025-06-26 18:34:00,215.67,215.67,215.67,215.67,215.67,100.0,215.74938531960817,215.71614032873129,215.64691644505774,214.18841944923847,0.16061676839061997,0.19676619043545213,0.1898351885408577,0.053617414459306074,47.517208257806644,51.787766568789685,70.15645817884497,246523.0,2025-06-26 18:36:00,215.74,215.74,215.74,215.74,215.74,124.0,215.73960660454924,215.71702190175057,215.65256685297337,214.1884501451863,0.2020695836388821,0.27547570752438905,0.26669273633786295,0.05107828083481137,53.41904647797742,36.810572688398196,52.16532741498287,246947.0
put,1,-0.040000000000020464,0.01854083619172173,2025-06-26 18:36:00,215.74,215.74,215.74,215.74,215.74,124.0,215.73960660454924,215.71702190175057,215.65256685297337,214.1884501451863,0.2020695836388821,0.27547570752438905,0.26669273633786295,0.05107828083481137,53.41904647797742,36.810572688398196,52.16532741498287,246947.0,2025-06-26 18:41:00,215.7,215.71,215.71,215.7,215.7,1000.0,215.73168528363942,215.71540076825053,215.6544269763862,214.18852213886044,1.5600624024960998,1.7344686218858405,1.7973296816158848,0.050286975060897736,49.85970862535505,28.774266558917233,44.36830712962766,245947.0
call,1,0.0800000000000125,0.03708854891052967,2025-06-26 18:41:00,215.7,215.71,215.71,215.7,215.7,1000.0,215.73168528363942,215.71540076825053,215.6544269763862,214.18852213886044,1.5600624024960998,1.7344686218858405,1.7973296816158848,0.050286975060897736,49.85970862535505,28.774266558917233,44.36830712962766,245947.0,2025-06-26 18:42:00,215.78,215.76,215.78,215.76,215.78,525.0,215.74134822691155,215.7215530760362,215.65935140868478,214.18856167927242,0.8649093904448105,0.7400098667982239,0.7300204918032787,0.05240933398512022,56.15236395805659,34.790207634294724,41.175607297850014,246472.0
put,3,-0.11000000000001364,0.05097784780795886,2025-06-26 18:42:00,215.78,215.76,215.78,215.76,215.78,525.0,215.74134822691155,215.7215530760362,215.65935140868478,214.18856167927242,0.8649093904448105,0.7400098667982239,0.7300204918032787,0.05240933398512022,56.15236395805659,34.790207634294724,41.175607297850014,246472.0,2025-06-26 18:45:00,215.67,215.67,215.67,215.67,215.67,100.0,215.71837029217875,215.71528048251076,215.6638284964332,214.18868474957256,0.17943656917279743,0.29673590504451036,0.281507145950628,0.049829922290566826,46.88607871649944,15.248094436546817,27.388552658386555,244741.0
call,1,0.030000000000001137,0.0139101404924195,2025-06-26 18:45:00,215.67,215.67,215.67,215.67,215.67,100.0,215.71837029217875,215.71528048251076,215.6638284964332,214.18868474957256,0.17943656917279743,0.29673590504451036,0.281507145950628,0.049829922290566826,46.88607871649944,15.248094436546817,27.388552658386555,244741.0,2025-06-26 18:46:00,215.7,215.7,215.7,215.7,215.7,100.0,215.71469623374298,215.71382519846213,215.66524698676918,214.1886919311795,0.18700327255726976,0.04754180882599698,0.044870716248808125,0.04841349926981214,49.552522406884876,14.82531368360082,23.200806333457976,244841.0
put,2,-0.03999999999999204,0.01854427445525825,2025-06-26 18:46:00,215.7,215.7,215.7,215.7,215.7,100.0,215.71469623374298,215.71382519846213,215.66524698676918,214.1886919311795,0.18700327255726976,0.04754180882599698,0.044870716248808125,0.04841349926981214,49.552522406884876,14.82531368360082,23.200806333457976,244841.0,2025-06-26 18:52:00,215.66,215.66,215.66,215.66,215.66,139.0,215.69980558959554,215.70664602413794,215.6659738620657,214.18870878322306,0.2819758596206512,0.28674574522949975,0.2763708664713269,0.04455041518672525,46.04208075257783,8.673639890057922,16.093896074908827,244602.0
call,1,0.0800000000000125,0.037095427988506215,2025-06-26 18:52:00,215.66,215.66,215.66,215.66,215.66,139.0,215.69980558959554,215.70664602413794,215.6659738620657,214.18870878322306,0.2819758596206512,0.28674574522949975,0.2763708664713269,0.04455041518672525,46.04208075257783,8.673639890057922,16.093896074908827,244602.0,2025-06-26 18:54:00,215.74,215.74,215.74,215.74,215.74,114.0,215.70784447167645,215.7098225932677,215.66887684786707,214.18871718667012,0.23191943851083308,0.33297928836962293,0.32272849824750605,0.04708252838767434,53.29769702438459,21.903274084530945,18.030355411449534,244716.0
put,1,-0.09000000000000341,0.04171688143135413,2025-06-26 18:54:00,215.74,215.74,215.74,215.74,215.74,114.0,215.70784447167645,215.7098225932677,215.66887684786707,214.18871718667012,0.23191943851083308,0.33297928836962293,0.32272849824750605,0.04708252838767434,53.29769702438459,21.903274084530945,18.030355411449534,244716.0,2025-06-26 18:58:00,215.65,215.6897,215.6897,215.65,215.65,1600.0,215.69627557734117,215.70412520343268,215.6681365793233,214.18882928413237,2.8416659266494984,2.2546552591847004,2.4955008998200356,0.05014806207426927,45.83119038655381,14.602182723020631,16.887631181973234,243116.0
call,1,0.030000000000001137,0.013911430558776321,2025-06-26 18:58:00,215.65,215.6897,215.6897,215.65,215.65,1600.0,215.69627557734117,215.70412520343268,215.6681365793233,214.18882928413237,2.8416659266494984,2.2546552591847004,2.4955008998200356,0.05014806207426927,45.83119038655381,14.602182723020631,16.887631181973234,243116.0,2025-06-26 18:59:00,215.68,215.68,215.68,215.68,215.68,119.0,215.69302046187295,215.70182756501052,215.6686018115067,214.18883771550216,0.21288014311270126,0.25547445255474455,0.24584103512014788,0.04870891478325012,48.42484977614733,18.111288730508537,17.295517031485,243235.0
put,6,-0.20000000000001705,0.0927299703264174,2025-06-26 18:59:00,215.68,215.68,215.68,215.68,215.68,119.0,215.69302046187295,215.70182756501052,215.6686018115067,214.18883771550216,0.21288014311270126,0.25547445255474455,0.24584103512014788,0.04870891478325012,48.42484977614733,18.111288730508537,17.295517031485,243235.0,2025-06-26 19:15:00,215.48,215.53,215.53,215.48,215.48,720.0,215.59547211595728,215.6441301964211,215.64982640977175,214.1889451292155,1.8974831993675056,0.6505370946692098,0.6374336006665973,0.04376199652356172,33.698672036413086,2.6365935659496245,6.582271142667554,241898.0
call,2,0.0700000000000216,0.03248561351402525,2025-06-26 19:15:00,215.48,215.53,215.53,215.48,215.48,720.0,215.59547211595728,215.6441301964211,215.64982640977175,214.1889451292155,1.8974831993675056,0.6505370946692098,0.6374336006665973,0.04376199652356172,33.698672036413086,2.6365935659496245,6.582271142667554,241898.0,2025-06-26 19:17:00,215.55,215.55,215.55,215.55,215.55,132.0,215.57750215421268,215.6261927458232,215.64177362932026,214.188967956583,0.34980787067709024,0.21063381630178082,0.20392661731573866,0.042427435777970555,41.43228509316522,21.893558388858974,13.136806945986526,242256.0
put,1,-0.0800000000000125,0.03711435861749594,2025-06-26 19:17:00,215.55,215.55,215.55,215.55,215.55,132.0,215.57750215421268,215.6261927458232,215.64177362932026,214.188967956583,0.34980787067709024,0.21063381630178082,0.20392661731573866,0.042427435777970555,41.43228509316522,21.893558388858974,13.136806945986526,242256.0,2025-06-26 19:19:00,215.47,215.46,215.47,215.46,215.47,2200.0,215.55600172337014,215.611317246221,215.6350374085626,214.18910148951696,4.572378676088538,2.532455074502782,2.78335938081417,0.04582547607954433,35.936707158773444,18.40207712335697,14.891897005110009,240056.0
call,1,0.009999999999990905,0.004641017310990349,2025-06-26 19:19:00,215.47,215.46,215.47,215.46,215.47,2200.0,215.55600172337014,215.611317246221,215.6350374085626,214.18910148951696,4.572378676088538,2.532455074502782,2.78335938081417,0.04582547607954433,35.936707158773444,18.40207712335697,14.891897005110009,240056.0,2025-06-26 19:20:00,215.48,215.49,215.49,215.48,215.48,3464.0,215.54080137869613,215.598810841819,215.62895751018758,214.18931442878576,5.731777943244809,2.5052031017718672,2.7485647607934656,0.04398079921672047,37.06051578326366,17.98575718395152,15.923183731390514,243520.0
put,1,-0.009999999999990905,0.004640801930569382,2025-06-26 19:20:00,215.48,215.49,215.49,215.48,215.48,3464.0,215.54080137869613,215.598810841819,215.62895751018758,214.18931442878576,5.731777943244809,2.5052031017718672,2.7485647607934656,0.04398079921672047,37.06051578326366,17.98575718395152,15.923183731390514,243520.0,2025-06-26 19:21:00,215.47,215.45,215.47,215.45,215.47,342.0,215.52664110295692,215.58654314259815,215.62272388233708,214.18933512356116,0.5745967741935484,0.580869296688026,0.5695028150027753,0.04298217070124052,36.373366209187715,16.539530696484604,16.128632719755213,243178.0
call,1,0.060000000000002274,0.027846103865968475,2025-06-26 19:21:00,215.47,215.45,215.47,215.45,215.47,342.0,215.52664110295692,215.58654314259815,215.62272388233708,214.18933512356116,0.5745967741935484,0.580869296688026,0.5695028150027753,0.04298217070124052,36.373366209187715,16.539530696484604,16.128632719755213,243178.0,2025-06-26 19:23:00,215.53,215.53,215.53,215.53,215.53,100.0,215.52731288236555,215.5811580813983,215.6190876516572,214.1893414911778,0.16943409013893593,0.16192018287455948,0.1538609481680931,0.04419772993686636,43.180624257871884,32.489158310453924,21.582141249988116,243278.0
put,2,-0.09999999999999432,0.04639725328260303,2025-06-26 19:23:00,215.53,215.53,215.53,215.53,215.53,100.0,215.52731288236555,215.5811580813983,215.6190876516572,214.1893414911778,0.16943409013893593,0.16192018287455948,0.1538609481680931,0.04419772993686636,43.180624257871884,32.489158310453924,21.582141249988116,243278.0,2025-06-26 19:26:00,215.43,215.41,215.43,215.41,215.43,650.0,215.498680244714,215.55718382626938,215.6060551524909,214.18944011107268,1.091244858557878,1.3299528511698246,1.3502030025493343,0.046374573261890185,36.04580638505792,27.980835556933155,26.257725184563757,241638.0
call,2,0.0700999999999965,0.032539572018751566,2025-06-26 19:26:00,215.43,215.41,215.43,215.41,215.43,650.0,215.498680244714,215.55718382626938,215.6060551524909,214.18944011107268,1.091244858557878,1.3299528511698246,1.3502030025493343,0.046374573261890185,36.04580638505792,27.980835556933155,26.257725184563757,241638.0,2025-06-26 19:29:00,215.5001,215.48,215.5001,215.48,215.5001,1300.0,215.49437535661698,215.5442348328418,215.5967737874397,214.18953472006504,1.9630049075122689,2.091560626005558,2.206238887990949,0.04478930041458878,43.634177865995945,57.24531013469306,38.722529060712596,243170.0
put,2,-0.0700999999999965,0.03252898722552634,2025-06-26 19:29:00,215.5001,215.48,215.5001,215.48,215.5001,1300.0,215.49437535661698,215.5442348328418,215.5967737874397,214.18953472006504,1.9630049075122689,2.091560626005558,2.206238887990949,0.04478930041458878,43.634177865995945,57.24531013469306,38.722529060712596,243170.0,2025-06-26 19:32:00,215.43,215.44,215.44,215.43,215.43,1129.0,215.4744002282349,215.52523531668004,215.58470352312293,214.18966125135486,1.4932874809867074,0.9940046956230085,0.9937068168815737,0.0433708763778849,38.40586166914284,54.973371963472545,48.5947660824221,241041.0
call,1,0.03999999999999204,0.018567516130525943,2025-06-26 19:32:00,215.43,215.44,215.44,215.43,215.43,1129.0,215.4744002282349,215.52523531668004,215.58470352312293,214.18966125135486,1.4932874809867074,0.9940046956230085,0.9937068168815737,0.0433708763778849,38.40586166914284,54.973371963472545,48.5947660824221,241041.0,2025-06-26 19:34:00,215.47,215.47,215.47,215.47,215.47,147.0,215.47352018258795,215.5199748103296,215.58020534574555,214.18967018824748,0.2151009657594381,0.14975259532356652,0.14364586895978892,0.04313009949374969,42.84095836734083,67.32101960854865,54.83685059113095,241188.0
put,3,-0.10999999999998522,0.05105119042093341,2025-06-26 19:34:00,215.47,215.47,215.47,215.47,215.47,147.0,215.47352018258795,215.5199748103296,215.58020534574555,214.18967018824748,0.2151009657594381,0.14975259532356652,0.14364586895978892,0.04313009949374969,42.84095836734083,67.32101960854865,54.83685059113095,241188.0,2025-06-26 19:42:00,215.36,215.4,215.4,215.36,215.36,294.0,215.43092233348506,215.48582736465292,215.55861862120614,214.18973850120327,0.41431792559188274,0.17536761845483545,0.16903175225401804,0.04236400458737745,34.91162092562878,29.65506846218845,44.23260381556117,239995.0
call,3,0.12999999999999545,0.06036404160475272,2025-06-26 19:42:00,215.36,215.4,215.4,215.36,215.36,294.0,215.43092233348506,215.48582736465292,215.55861862120614,214.18973850120327,0.41431792559188274,0.17536761845483545,0.16903175225401804,0.04236400458737745,34.91162092562878,29.65506846218845,44.23260381556117,239995.0,2025-06-26 19:47:00,215.49,215.49,215.49,215.49,215.49,138.0,215.4568722347444,215.48526831812484,215.5501195028027,214.18980337960113,0.1854464825639992,0.051998291843552966,0.05035228988424761,0.04202394973705103,48.32852278107269,79.15705732212992,62.633384378592474,240253.0
put,4,-0.3100000000000023,0.1438581836744175,2025-06-26 19:47:00,215.49,215.49,215.49,215.49,215.49,138.0,215.4568722347444,215.48526831812484,215.5501195028027,214.18980337960113,0.1854464825639992,0.051998291843552966,0.05035228988424761,0.04202394973705103,48.32852278107269,79.15705732212992,62.633384378592474,240253.0,2025-06-26 19:52:00,215.18,215.19,215.19,215.18,215.18,630.0,215.33137678735136,215.40893553553485,215.50703624523152,214.19015377153414,0.688938706326207,0.3059332509270704,0.2961454089627076,0.05389378978654342,29.152659348867132,19.608787027889928,38.5170759144394,233569.0
call,3,0.20999999999997954,0.09759271307741403,2025-06-26 19:52:00,215.18,215.19,215.19,215.18,215.18,630.0,215.33137678735136,215.40893553553485,215.50703624523152,214.19015377153414,0.688938706326207,0.3059332509270704,0.2961454089627076,0.05389378978654342,29.152659348867132,19.608787027889928,38.5170759144394,233569.0,2025-06-26 19:56:00,215.39,215.39,215.39,215.39,215.39,163.0,215.33214491512393,215.38740620216322,215.48615379616618,214.190328374055,0.18414957916737276,0.10874434119609246,0.10526945248403377,0.05708988927151304,47.878134144429,59.99059305307217,43.32205801446465,236889.0
