trade_type,duration_minutes,price_change,return_pct,entry_timestamp,entry_price,entry_open,entry_high,entry_low,entry_close,entry_volume,entry_EMA9,entry_EMA20,entry_EMA50,entry_VWAP,entry_RVOL20,entry_RVOL_MOD,entry_RVOL_MOD_EXCL,entry_ATR14_W,entry_RSI14_W,entry_StochRSI_K,entry_StochRSI_D,entry_OBV,exit_timestamp,exit_price,exit_open,exit_high,exit_low,exit_close,exit_volume,exit_EMA9,exit_EMA20,exit_EMA50,exit_VWAP,exit_RVOL20,exit_RVOL_MOD,exit_RVOL_MOD_EXCL,exit_ATR14_W,exit_RSI14_W,exit_StochRSI_K,exit_StochRSI_D,exit_OBV
put,2,-0.09000000000000341,0.04218815918998894,2025-06-09 04:23:00,213.33,213.4,213.4,213.33,213.33,200.0,213.27588014409963,213.1829761904762,,213.14122920021472,0.18907165815844207,0.2718622564567286,0.2652034750800183,0.05979847316336352,71.83849780636417,,,15648.0,2025-06-09 04:25:00,213.24,213.25,213.25,213.24,213.24,300.0,213.2725632922238,213.19849071374585,,213.14429251255186,0.3133159268929504,0.3292000438933392,0.32175746144458006,0.05783643859494124,60.88665575494994,,,15099.0
call,4,0.09000000000000341,0.042205965109737106,2025-06-09 04:25:00,213.24,213.25,213.25,213.24,213.24,300.0,213.2725632922238,213.19849071374585,,213.14429251255186,0.3133159268929504,0.3292000438933392,0.32175746144458006,0.05783643859494124,60.88665575494994,,,15099.0,2025-06-09 04:29:00,213.33,213.33,213.33,213.33,213.33,100.0,213.28650592449486,213.2295937819431,,213.15098770038696,0.2038528182652125,0.1284050261395946,0.12438956970422924,0.050743089408323,67.20475649503427,,,16314.0
put,3,-0.15000000000000568,0.07031359864998157,2025-06-09 04:29:00,213.33,213.33,213.33,213.33,213.33,100.0,213.28650592449486,213.2295937819431,,213.15098770038696,0.2038528182652125,0.1284050261395946,0.12438956970422924,0.050743089408323,67.20475649503427,,,16314.0,2025-06-09 04:33:00,213.18,213.19,213.19,213.18,213.18,207.0,213.25117103334142,213.2264143991305,,213.1585235744384,0.3504910260751778,0.20511126708228397,0.19825934871325057,0.05352863244536567,50.300194882755534,8.756514295031128,,13696.0
call,2,0.12000000000000455,0.056290458767241085,2025-06-09 04:34:00,213.18,213.18,213.18,213.18,213.18,108.0,213.23693682667314,213.22199398016568,,213.15860997293206,0.185105835975662,0.24290132133820636,0.23516046577676797,0.04970515869926812,50.300194882755534,5.837676196687418,9.242987311421745,13696.0,2025-06-09 04:36:00,213.3,213.3,213.3,213.3,213.3,155.0,213.24203956907084,213.22666627401318,,213.15955692390892,0.3251520872666247,0.29080675422138835,0.28409090909090906,0.05137842765396115,60.94466516335258,19.93017268306754,11.90354072443026,13971.0
put,1,-0.010000000000019327,0.004688232536342863,2025-06-09 04:37:00,213.3,213.3,213.3,213.3,213.3,1075.0,213.25363165525667,213.23365043839289,,213.1649114531612,2.2950469684030743,1.613779894399006,1.6499479252315956,0.0477085399643925,60.94466516335258,29.760488063451646,17.855856504104054,13971.0,2025-06-09 04:38:00,213.29,213.29,213.29,213.29,213.29,100.0,213.26090532420534,213.23901706330784,,213.16535352464425,0.2181500872600349,0.11015853249676709,0.10587612493382742,0.04501507282408013,59.70148118272768,37.58306967944541,24.431594229217836,13871.0
call,1,0.0700000000000216,0.032819166393183746,2025-06-09 04:38:00,213.29,213.29,213.29,213.29,213.29,100.0,213.26090532420534,213.23901706330784,,213.16535352464425,0.2181500872600349,0.11015853249676709,0.10587612493382742,0.04501507282408013,59.70148118272768,37.58306967944541,24.431594229217836,13871.0,2025-06-09 04:39:00,213.36,213.36,213.36,213.36,213.36,100.0,213.2807242593643,213.25053924775472,,213.16603899610274,0.2186270222999563,0.24257713953037066,0.23515579071134626,0.04679971047950452,65.07242776283607,54.184071435519456,34.34908663131838,13971.0
put,1,-0.060000000000002274,0.028121484814399265,2025-06-09 04:39:00,213.36,213.36,213.36,213.36,213.36,100.0,213.2807242593643,213.25053924775472,,213.16603899610274,0.2186270222999563,0.24257713953037066,0.23515579071134626,0.04679971047950452,65.07242776283607,54.184071435519456,34.34908663131838,13971.0,2025-06-09 04:41:00,213.3,213.3,213.3,213.3,213.3,415.0,213.28457940749144,213.25524979558762,,213.16796859995605,0.9289311695579183,0.3676362025690241,0.35779885294448405,0.047742588302397214,57.94379008581202,51.19477073358962,39.96431466540879,13556.0
call,4,0.25,0.11720581340834504,2025-06-09 04:41:00,213.3,213.3,213.3,213.3,213.3,415.0,213.28457940749144,213.25524979558762,,213.16796859995605,0.9289311695579183,0.3676362025690241,0.35779885294448405,0.047742588302397214,57.94379008581202,51.19477073358962,39.96431466540879,13556.0,2025-06-09 04:50:00,213.55,213.49,213.6,213.49,213.55,1233.0,213.38925172530853,213.3199347422667,,213.1903999270324,2.8318787322002756,2.577638408304498,2.7315452171849035,0.055927896306350706,73.0419286118366,85.87843311937752,69.31234335233718,15809.0
put,1,-0.05000000000001137,0.023413720440183267,2025-06-09 04:50:00,213.55,213.49,213.6,213.49,213.55,1233.0,213.38925172530853,213.3199347422667,,213.1903999270324,2.8318787322002756,2.577638408304498,2.7315452171849035,0.055927896306350706,73.0419286118366,85.87843311937752,69.31234335233718,15809.0,2025-06-09 04:51:00,213.5,213.5,213.5,213.5,213.5,100.0,213.41140138024684,213.3370838144318,,213.19139338125188,0.23367215796237878,0.28878364329444384,0.2804721280822718,0.05550447514161218,67.3344086364686,82.21991574813164,73.61486748426866,15709.0
call,2,0.12999999999999545,0.060889929742386634,2025-06-09 04:51:00,213.5,213.5,213.5,213.5,213.5,100.0,213.41140138024684,213.3370838144318,,213.19139338125188,0.23367215796237878,0.28878364329444384,0.2804721280822718,0.05550447514161218,67.3344086364686,82.21991574813164,73.61486748426866,15709.0,2025-06-09 04:54:00,213.63,213.6,213.63,213.6,213.63,226.0,213.47569688335798,213.38246543539654,,213.19557647930563,0.5421614489624564,0.4174555529900716,0.407143416620976,0.05694008315781838,73.45220472170672,88.53390655322731,80.62921213960426,16035.0
put,2,-0.06999999999999318,0.03276693348312183,2025-06-09 04:54:00,213.63,213.6,213.63,213.6,213.63,226.0,213.47569688335798,213.38246543539654,,213.19557647930563,0.5421614489624564,0.4174555529900716,0.407143416620976,0.05694008315781838,73.45220472170672,88.53390655322731,80.62921213960426,16035.0,2025-06-09 04:57:00,213.56,213.61,213.61,213.56,213.56,325.0,213.51564600534914,213.41984132013187,,213.20111521603008,0.8207070707070707,1.1247528015820698,1.1318126414765803,0.05404527578403684,65.67816778282642,77.04233361544374,81.65541265275405,15585.0
call,1,0.009999999999990905,0.004682524817377273,2025-06-09 04:57:00,213.56,213.61,213.61,213.56,213.56,325.0,213.51564600534914,213.41984132013187,,213.20111521603008,0.8207070707070707,1.1247528015820698,1.1318126414765803,0.05404527578403684,65.67816778282642,77.04233361544374,81.65541265275405,15585.0,2025-06-09 04:58:00,213.57,213.57,213.57,213.57,213.57,150.0,213.5265168042793,213.43414214678597,,213.20283951386727,0.37641154328732745,0.3079449804968179,0.2971226021684737,0.050899184656604986,66.23364585522023,69.17952954266401,77.4967849493907,15735.0
put,1,-0.009999999999990905,0.004682305567257061,2025-06-09 04:58:00,213.57,213.57,213.57,213.57,213.57,150.0,213.5265168042793,213.43414214678597,,213.20283951386727,0.37641154328732745,0.3079449804968179,0.2971226021684737,0.050899184656604986,66.23364585522023,69.17952954266401,77.4967849493907,15735.0,2025-06-09 04:59:00,213.56,213.57,213.57,213.56,213.56,1600.0,213.53321344342345,213.44612860899684,,213.2199600277036,3.711005450539256,3.0973451327433628,3.4602076124567476,0.04797781432398969,65.09901251696411,61.498912412368156,72.16416077038319,14135.0
call,2,0.030000000000001137,0.014047574452145129,2025-06-09 04:59:00,213.56,213.57,213.57,213.56,213.56,1600.0,213.53321344342345,213.44612860899684,,213.2199600277036,3.711005450539256,3.0973451327433628,3.4602076124567476,0.04797781432398969,65.09901251696411,61.498912412368156,72.16416077038319,14135.0,2025-06-09 05:03:00,213.59,213.59,213.59,213.59,213.59,220.0,213.55205660379107,213.47136604954164,213.2976,213.22911966232041,0.5604381607438542,0.34379132107224425,0.3349981727372396,0.044735972554869365,66.97373775460599,58.77393747403502,64.78601675659293,15034.0
put,1,-0.020000000000010232,0.00936373425722657,2025-06-09 05:03:00,213.59,213.59,213.59,213.59,213.59,220.0,213.55205660379107,213.47136604954164,213.2976,213.22911966232041,0.5604381607438542,0.34379132107224425,0.3349981727372396,0.044735972554869365,66.97373775460599,58.77393747403502,64.78601675659293,15034.0,2025-06-09 05:04:00,213.57,213.58,213.58,213.57,213.57,220.0,213.55564528303287,213.4807597591091,213.30828235294118,213.23129516312832,0.5525555695089791,0.1818312491016243,0.17531150391190958,0.04296911737237943,64.36729671945434,50.75640294672373,60.109478819969866,14814.0
call,1,0.09999999999999432,0.04682305567261054,2025-06-09 05:04:00,213.57,213.58,213.58,213.57,213.57,220.0,213.55564528303287,213.4807597591091,213.30828235294118,213.23129516312832,0.5525555695089791,0.1818312491016243,0.17531150391190958,0.04296911737237943,64.36729671945434,50.75640294672373,60.109478819969866,14814.0,2025-06-09 05:05:00,213.67,213.67,213.67,213.67,213.67,100.0,213.57851622642633,213.49878263919396,213.3224673587082,213.23255187296496,0.25179403248143023,0.1279795232762758,0.12330456226880394,0.04704275184578049,70.54065098926866,56.488186385310904,58.902381341750214,14914.0
put,2,-0.09999999999999432,0.04680114194786087,2025-06-09 05:05:00,213.67,213.67,213.67,213.67,213.67,100.0,213.57851622642633,213.49878263919396,213.3224673587082,213.23255187296496,0.25179403248143023,0.1279795232762758,0.12330456226880394,0.04704275184578049,70.54065098926866,56.488186385310904,58.902381341750214,14914.0,2025-06-09 05:08:00,213.57,213.58,213.59,213.57,213.57,1300.0,213.58025038491286,213.51428692233335,213.3426313449667,213.2514843220684,2.9874755831322535,1.0920698924731183,1.0973875955215924,0.04801135235681996,59.23394588288077,25.105860615693732,42.91607656235147,12924.0
