Time,Open,High,Low,Last,Change,%Chg,Volume,ATR14_W,RSI14_W,EMA9,EMA20,EMA50,VWAP,RVOL20,RVOL_MOD,RVOL_MOD_EXCL,OBV,StochRSI_K,StochRSI_D
2025-06-09 04:22:00,213.3,213.3,213.3,213.3,-0.05,-0.02%,600.0,0.05670604802208423,70.2636923744166,213.2623501801245,213.16750000000002,,213.139314557381,0.5416140097490522,0.49968769519050593,0.49059689288634506,15448.0,,
2025-06-09 04:23:00,213.4,213.4,213.33,213.33,0.03,+0.01%,200.0,0.05979847316336352,71.83849780636417,213.27588014409963,213.1829761904762,,213.14122920021472,0.18907165815844207,0.2718622564567286,0.2652034750800183,15648.0,,
2025-06-09 04:24:00,213.3,213.3,213.3,213.3,-0.03,-0.01%,249.0,0.057670010794551925,67.9624124424011,213.28070411527972,213.19412131519277,,213.1429781021898,0.23920457274604928,0.30500861990744943,0.297067865828477,15399.0,,
2025-06-09 04:25:00,213.25,213.25,213.24,213.24,-0.06,-0.03%,300.0,0.05783643859494124,60.88665575494994,213.2725632922238,213.19849071374585,,213.14429251255186,0.3133159268929504,0.3292000438933392,0.32175746144458006,15099.0,,
2025-06-09 04:26:00,213.25,213.26,213.25,213.26,0.02,+0.01%,248.0,0.05513383583815842,62.29580566686512,213.27005063377902,213.20434874100815,,213.14549619199818,0.2815302531501873,0.46439048748517575,0.4559690610536994,15347.0,,
2025-06-09 04:27:00,213.25,213.28,213.23,213.28,0.02,+0.01%,423.0,0.05476713327829077,63.704040905852025,213.27204050702323,213.2115536228169,,213.14761042302908,0.4972960263343522,0.8166548683956496,0.8115242127546969,15770.0,,
2025-06-09 04:28:00,213.29,213.29,213.29,213.29,0.01,0.00%,444.0,0.051569480901269345,64.41960896543469,213.27563240561858,213.21902470635814,,213.15024243685818,0.5116386264116156,0.48274473482865543,0.4733281397351265,16214.0,,
2025-06-09 04:29:00,213.33,213.33,213.33,213.33,0.04,+0.02%,100.0,0.050743089408323,67.20475649503427,213.28650592449486,213.2295937819431,,213.15098770038696,0.2038528182652125,0.1284050261395946,0.12438956970422924,16314.0,,
2025-06-09 04:31:00,213.21,213.28,213.21,213.26,-0.07,-0.03%,947.0,0.05569001159344311,58.565054343935174,213.28120473959592,213.23248961223422,,213.15472826159225,1.793900359916651,1.102488960256925,1.1065392480073446,15367.0,,
2025-06-09 04:32:00,213.22,213.22,213.22,213.22,-0.04,-0.02%,1464.0,0.054569296479625176,54.271497668622914,213.26896379167675,213.23130012535478,,213.1583300038948,2.464231610839926,2.998216291206976,3.212169970013896,13903.0,13.134771442546691,
2025-06-09 04:33:00,213.19,213.19,213.18,213.18,-0.04,-0.02%,207.0,0.05352863244536567,50.300194882755534,213.25117103334142,213.2264143991305,,213.1585235744384,0.3504910260751778,0.20511126708228397,0.19825934871325057,13696.0,8.756514295031128,
2025-06-09 04:34:00,213.18,213.18,213.18,213.18,0.0,0.00%,108.0,0.04970515869926812,50.300194882755534,213.23693682667314,213.22199398016568,,213.15860997293206,0.185105835975662,0.24290132133820636,0.23516046577676797,13696.0,5.837676196687418,9.242987311421745
2025-06-09 04:35:00,213.19,213.19,213.19,213.19,0.01,0.00%,120.0,0.04686907593503403,51.332736339997055,213.22754946133853,213.21894693443562,,213.15874966006578,0.23310023310023312,0.1980314728590794,0.19231910725945273,13816.0,5.184699612491376,7.890224745111621
2025-06-09 04:36:00,213.3,213.3,213.3,213.3,0.11,+0.05%,155.0,0.05137842765396115,60.94466516335258,213.24203956907084,213.22666627401318,,213.15955692390892,0.3251520872666247,0.29080675422138835,0.28409090909090906,13971.0,19.93017268306754,11.90354072443026
2025-06-09 04:37:00,213.3,213.3,213.3,213.3,0.0,0.00%,1075.0,0.0477085399643925,60.94466516335258,213.25363165525667,213.23365043839289,,213.1649114531612,2.2950469684030743,1.613779894399006,1.6499479252315956,13971.0,29.760488063451646,17.855856504104054
2025-06-09 04:38:00,213.29,213.29,213.29,213.29,-0.01,0.00%,100.0,0.04501507282408013,59.70148118272768,213.26090532420534,213.23901706330784,,213.16535352464425,0.2181500872600349,0.11015853249676709,0.10587612493382742,13871.0,37.58306967944541,24.431594229217836
2025-06-09 04:39:00,213.36,213.36,213.36,213.36,0.07,+0.03%,100.0,0.04679971047950452,65.07242776283607,213.2807242593643,213.25053924775472,,213.16603899610274,0.2186270222999563,0.24257713953037066,0.23515579071134626,13971.0,54.184071435519456,34.34908663131838
2025-06-09 04:41:00,213.3,213.3,213.3,213.3,-0.06,-0.03%,415.0,0.047742588302397214,57.94379008581202,213.28457940749144,213.25524979558762,,213.16796859995605,0.9289311695579183,0.3676362025690241,0.35779885294448405,13556.0,51.19477073358962,39.96431466540879
2025-06-09 04:46:00,213.29,213.32,213.29,213.32,0.02,+0.01%,320.0,0.04647526056651178,59.53508823645874,213.29166352599316,213.26141648172214,,213.16952879521244,0.8210391276459269,0.6715092816787732,0.6628003314001657,13876.0,52.33971177789912,44.0894470362389
2025-06-09 04:48:00,213.4,213.44,213.4,213.44,0.12,+0.06%,600.0,0.05172702766890412,67.48468832131243,213.32133082079451,213.27842443584382,,213.1747180832577,1.4678899082568808,1.8409090909090908,1.902439024390244,14476.0,68.2264745185994,52.1351228636924
2025-06-09 04:49:00,213.46,213.46,213.46,213.46,0.02,+0.01%,100.0,0.04946081140684027,68.59217368980616,213.34906465663562,213.29571734671583,,213.1756744102891,0.26058631921824105,0.312735899924512,0.3052436498419274,14576.0,78.81764967906626,61.029298468817025
2025-06-09 04:50:00,213.49,213.6,213.49,213.55,0.09,+0.04%,1233.0,0.055927896306350706,73.0419286118366,213.38925172530853,213.3199347422667,,213.1903999270324,2.8318787322002756,2.577638408304498,2.7315452171849035,15809.0,85.87843311937752,69.31234335233718
2025-06-09 04:51:00,213.5,213.5,213.5,213.5,-0.05,-0.02%,100.0,0.05550447514161218,67.3344086364686,213.41140138024684,213.3370838144318,,213.19139338125188,0.23367215796237878,0.28878364329444384,0.2804721280822718,15709.0,82.21991574813164,73.61486748426866
