ticker,alert_kind,alert_direction,ftfc_prev_day_dir,vix_tercile,tod_bucket,regime,horizon,n,hit_rate,hit_rate_ci_lo,hit_rate_ci_hi,baseline_pct_up,lift_pp,mean_ret_bps,std_ret_bps,p_value,p_adj,reject
IWM,gamma_gate_break,CALL,UP,MID,afternoon,unknown,5d,22,63.63636363636363,40.909090909090914,81.81818181818183,54.77,8.86636363636363,119.85708008317242,367.8903432501311,0.40340835457883184,0.7236038431844397,False
IWM,gamma_gate_break,CALL,UP,MID,midday,negative_gamma,5m,10,60.0,30.0,90.0,49.64,10.36,2.883851391799413,11.84098846313103,0.5123126552399921,0.7940513917143847,False
IWM,gamma_gate_break,CALL,UP,MID,midday,negative_gamma,15m,10,60.0,30.0,90.0,50.57,9.43,0.9436425550305716,12.774255031947602,0.5508784368712765,0.8077297325903993,False
IWM,gamma_gate_break,CALL,UP,MID,midday,negative_gamma,30m,10,60.0,30.0,90.0,51.2,8.799999999999997,2.5378819603450196,15.774186187578142,0.5777179115540332,0.8272156833463066,False
IWM,gamma_gate_break,CALL,UP,MID,midday,negative_gamma,60m,10,60.0,30.0,90.0,51.75,8.25,4.717452770821673,11.952996193405001,0.6016037033574664,0.8390436175738006,False
IWM,gamma_gate_break,CALL,UP,MID,midday,negative_gamma,1d,10,70.0,40.0,90.0,53.3,16.700000000000003,199.07560656836782,322.9635852797797,0.28982359266969704,0.6052497691851616,False
IWM,gamma_gate_break,CALL,UP,MID,midday,negative_gamma,5d,10,80.0,60.0,100.0,54.77,25.229999999999997,250.4976399124909,323.0856970879135,0.10893541698517262,0.33724824688414834,False
IWM,gamma_gate_break,CALL,UP,MID,midday,unknown,5m,47,51.06382978723404,36.17021276595745,65.95744680851064,49.64,1.423829787234041,2.2439798766424914,11.771289239649834,0.8452122953899337,0.9361101122030792,False
IWM,gamma_gate_break,CALL,UP,MID,midday,unknown,15m,47,53.191489361702125,40.42553191489361,68.08510638297872,50.57,2.6214893617021247,3.6310327441407404,18.106238026577074,0.7192481010478433,0.8970625771238228,False
IWM,gamma_gate_break,CALL,UP,MID,midday,unknown,30m,47,51.06382978723404,36.17021276595745,65.95744680851064,51.2,-0.1361702127659612,3.6566009205672567,24.946750967865714,0.9850994956410535,0.9912776535988331,False
IWM,gamma_gate_break,CALL,UP,MID,midday,unknown,60m,47,48.93617021276596,36.17021276595745,61.702127659574465,51.75,-2.8138297872340416,0.25555727425218516,34.12449210298846,0.699460060921113,0.8863783380707636,False
IWM,gamma_gate_break,CALL,UP,MID,midday,unknown,240m,35,68.57142857142857,54.285714285714285,82.85714285714286,52.28,16.29142857142857,6.641323549204767,54.92722669906799,0.0536520701322889,0.21300406580759212,False
IWM,gamma_gate_break,CALL,UP,MID,midday,unknown,1d,47,91.48936170212765,82.97872340425532,97.87234042553192,53.3,38.189361702127655,295.679183706804,274.5907773518832,1.540069451966275e-07,5.8906211665085695e-06,True
IWM,gamma_gate_break,CALL,UP,MID,midday,unknown,5d,47,72.3404255319149,59.57446808510638,85.1063829787234,54.77,17.5704255319149,282.87766920404977,366.0988468731414,0.015513093201598993,0.08737241923881103,True
IWM,gamma_gate_break,CALL,UP,MID,open,negative_gamma,5m,32,56.25,37.5,71.875,49.64,6.609999999999999,-0.4242221852631005,15.085235427482017,0.4545473115146006,0.7636155425437854,False
IWM,gamma_gate_break,CALL,UP,MID,open,negative_gamma,15m,32,56.25,40.54687500000001,71.875,50.57,5.68,1.2846563515560883,26.134505869143787,0.5204444790349325,0.7993973681834761,False
IWM,gamma_gate_break,CALL,UP,MID,open,negative_gamma,30m,32,56.25,37.5,71.95312499999993,51.2,5.049999999999997,-0.9303447105193117,41.93852525087685,0.5676560865411222,0.8212457910613087,False
IWM,gamma_gate_break,CALL,UP,MID,open,negative_gamma,60m,32,50.0,31.25,65.625,51.75,-1.75,-9.808477455975133,64.3676479516549,0.8429580003066968,0.9361101122030792,False
IWM,gamma_gate_break,CALL,UP,MID,open,negative_gamma,240m,32,46.875,28.125,62.57812499999993,52.28,-5.405000000000001,-15.919323236061093,73.92933747519318,0.5404433431086011,0.8068056486568471,False
IWM,gamma_gate_break,CALL,UP,MID,open,negative_gamma,1d,32,65.625,50.0,81.25,53.3,12.325000000000003,75.4554725547875,217.9818208098144,0.16227481666107924,0.43479463208517866,False
IWM,gamma_gate_break,CALL,UP,MID,open,negative_gamma,5d,32,65.625,46.875,81.25,54.77,10.854999999999997,66.83491603177514,320.6501430296021,0.21730350226883255,0.5070830797170559,False
IWM,gamma_gate_break,CALL,UP,MID,open,unknown,5m,97,49.48453608247423,40.20618556701031,58.78865979381441,49.64,-0.15546391752577193,1.7300863407154468,17.127122869724694,0.975569693688626,0.9899465049543078,False
IWM,gamma_gate_break,CALL,UP,MID,open,unknown,15m,97,54.63917525773196,44.329896907216494,64.94845360824742,50.57,4.069175257731956,1.8713820100665073,29.991650506802703,0.4227920976270523,0.7438631838491927,False
IWM,gamma_gate_break,CALL,UP,MID,open,unknown,30m,97,54.63917525773196,44.329896907216494,64.94845360824742,51.2,3.4391752577319536,0.23499312355935734,46.28136892137843,0.4980036889993622,0.7902294152293331,False
IWM,gamma_gate_break,CALL,UP,MID,open,unknown,60m,97,59.79381443298969,50.51546391752577,69.0721649484536,51.75,8.043814432989691,6.2140988215184905,54.20929733125526,0.11287115406029558,0.3440842579134011,False
IWM,gamma_gate_break,CALL,UP,MID,open,unknown,240m,97,63.91752577319587,53.608247422680414,73.19587628865979,52.28,11.637525773195868,19.72096754348217,77.30087439642611,0.02174953488180864,0.1087476744090432,False
IWM,gamma_gate_break,CALL,UP,MID,open,unknown,1d,97,88.65979381443299,81.44329896907216,93.81443298969072,53.3,35.35979381443299,332.73686054114916,304.93697363266887,2.9456437289354653e-12,8.800110640194703e-10,True
IWM,gamma_gate_break,CALL,UP,MID,open,unknown,5d,97,77.31958762886599,69.0721649484536,85.56701030927834,54.77,22.549587628865986,306.5364416893749,400.49698289817997,8.115835548494488e-06,0.00019396846960901827,True
IWM,gamma_gate_break,PUT,DOWN,HIGH,afternoon,unknown,5m,37,54.054054054054056,40.54054054054054,70.27027027027027,50.36,3.6940540540540567,-2.802389094437741,21.35794494141885,0.6531339566087393,0.8616141274056184,False
IWM,gamma_gate_break,PUT,DOWN,HIGH,afternoon,unknown,15m,37,56.75675675675676,40.54054054054054,72.97297297297297,49.43,7.326756756756758,1.2881283597298328,28.446241585798774,0.372716572931302,0.6919498395515289,False
IWM,gamma_gate_break,PUT,DOWN,HIGH,afternoon,unknown,30m,37,64.86486486486487,51.28378378378378,81.08108108108108,48.8,16.064864864864873,9.876520138728159,46.464645641762424,0.050590357454294965,0.20287072871772646,False
IWM,gamma_gate_break,PUT,DOWN,HIGH,afternoon,unknown,60m,37,51.35135135135135,35.13513513513514,64.93243243243238,48.25,3.1013513513513473,16.71561603494837,87.03761521398518,0.7057820165628357,0.8897613527351386,False
IWM,gamma_gate_break,PUT,DOWN,HIGH,afternoon,unknown,1d,37,18.91891891891892,8.108108108108109,32.432432432432435,46.7,-27.781081081081084,-328.32164220969213,402.59702893718503,0.0007063575596328864,0.007889309671849962,True
IWM,gamma_gate_break,PUT,DOWN,HIGH,afternoon,unknown,5d,37,24.324324324324326,10.81081081081081,37.90540540540535,45.23,-20.90567567567567,-415.59113413550006,474.48259939124574,0.010620664084054043,0.06594104138832091,True
IWM,gamma_gate_break,PUT,DOWN,HIGH,close,unknown,5m,29,34.48275862068966,17.24137931034483,51.724137931034484,50.36,-15.877241379310341,-5.122952888574641,20.674315520771522,0.08725190227756485,0.2905303807728037,False
IWM,gamma_gate_break,PUT,DOWN,HIGH,close,unknown,15m,23,47.82608695652174,30.434782608695656,69.56521739130434,49.43,-1.6039130434782578,-5.331456883813656,27.41195473490344,0.8777264851940447,0.9537363340963011,False
IWM,gamma_gate_break,PUT,DOWN,HIGH,close,unknown,30m,12,58.333333333333336,33.33333333333333,83.33333333333334,48.8,9.533333333333339,1.9736384615951683,46.62066400432045,0.5088181869490083,0.7940513917143847,False
IWM,gamma_gate_break,PUT,DOWN,HIGH,close,unknown,1d,33,21.21212121212121,9.090909090909092,36.36363636363637,46.7,-25.487878787878792,-320.63865670149556,341.02431666866147,0.003338346450205476,0.026419364291361217,True
IWM,gamma_gate_break,PUT,DOWN,HIGH,close,unknown,5d,33,30.303030303030305,15.151515151515152,45.45454545454545,45.23,-14.926969696969692,-304.2235141214624,474.0560150690456,0.0849181732058788,0.28504836230625047,False
IWM,gamma_gate_break,PUT,DOWN,HIGH,midday,unknown,5m,84,47.61904761904761,36.904761904761905,58.333333333333336,50.36,-2.740952380952386,-0.28067499295563425,16.479024572514817,0.6153595291637777,0.8436111923408824,False
IWM,gamma_gate_break,PUT,DOWN,HIGH,midday,unknown,15m,84,46.42857142857143,36.904761904761905,58.333333333333336,49.43,-3.001428571428569,-1.7189588218482788,33.1798997117548,0.582177609705407,0.8292041044075821,False
IWM,gamma_gate_break,PUT,DOWN,HIGH,midday,unknown,30m,84,55.952380952380956,45.23809523809524,66.66666666666666,48.8,7.152380952380959,0.7697118046412776,33.246592229314565,0.1897122482474236,0.48338195448970406,False
IWM,gamma_gate_break,PUT,DOWN,HIGH,midday,unknown,60m,84,50.0,39.285714285714285,60.744047619047585,48.25,1.75,-1.3857767635103648,39.88841737386487,0.7482278531610314,0.9084969537511987,False
IWM,gamma_gate_break,PUT,DOWN,HIGH,midday,unknown,240m,66,46.96969696969697,34.84848484848485,59.09090909090909,47.72,-0.75030303030303,-18.51090616820225,139.1300940237879,0.9028699072537942,0.9590484792606969,False
