ticker,date,open,high,low,close,volume,rsi_14,atr_14,rvol,volatility_5d,volatility_20d,consecutive_up,consecutive_down,price_vs_vwap,price_vs_ema9,price_vs_ema20,strat_candle,strat_combo,strat_setup,ftfc_score,ftfc_direction,macd,macd_signal,macd_histogram,bb_width,bb_pct,gap_pct,c1d,vix_close
IWM,2017-05-10,138.04,139.48,137.86,139.21,19791524,55.986981171684995,1.6035155637963485,0.742528294879304,,0.12799194544252404,1,2,,0.33531730187806547,0.7030181190459059,2U,clean_2u_bull,,,,0.6362089050491591,0.6837534693489556,-0.04754456429979659,7.985583009395157,0.6487680985348617,,138.24,10.21
IWM,2017-05-11,138.67,138.83,136.98,138.24,28617310,51.23203431805931,1.6482644520966108,1.0678076979578663,,0.11998397017699328,1,2,,-0.29125846526464655,0.0012038223518726933,2D,22_bear_reversal,,,,0.5579645015024539,0.6585956757796554,-0.10063117427720147,7.502272722311545,0.5077309906140216,,137.51,10.6
IWM,2017-05-12,137.71,137.8875,137.16,137.51,24111218,47.93270004145595,1.607674134089711,0.9100196803233673,,0.11550939142035055,1,2,,-0.655301839118759,-0.47693091570089635,1,nan,,,,0.4320697180798163,0.6132904842396876,-0.18122076615987126,6.33586963249229,0.36402813662990013,,138.58,10.4
IWM,2017-05-15,137.98,139.25,137.975,138.58,31130882,52.73721578383767,1.6171259816547323,1.1471377790581858,,0.11160767966685278,1,2,,0.09415728616524577,0.26907522555957486,2U,212_bull_reversal,,,,0.41386645792726995,0.5734056789772041,-0.15953922104993412,5.669968606609473,0.5077601840597001,,138.63,10.42
IWM,2017-05-16,138.97,139.04,137.62,138.63,18520895,52.95567116676186,1.6030455543936792,0.6901445657047026,,0.11159218229185913,2,1,,0.10419005465170723,0.2761006124244558,2D,22_bear_reversal,,,,0.39887682153505466,0.5384999074887742,-0.13962308595371953,4.84182238417884,0.48523283294455,,134.89,10.65
IWM,2017-05-17,136.33,137.04,134.75,134.89,50791166,38.58810559058834,1.7656851576512733,1.837301931058935,,0.14942134069407298,2,1,,-2.088002439980389,-2.2029231513558503,2D,22_bear_continuation,,,,0.08423962126724405,0.4476478502444682,-0.36340822897722413,5.315204981930208,-0.20862742129508796,,135.38,15.59
IWM,2017-05-18,134.57,135.9,134.23,135.38,44805143,40.852320186713264,1.7588505035333264,1.5838836854963416,,0.1422106307332661,2,1,,-1.3906809071199158,-1.674645119159845,2D,22_bear_continuation,,,,-0.1241426823188192,0.33328974373181075,-0.45743242605062995,5.968523770576496,-0.031035834292046253,,136.03,14.66
IWM,2017-05-19,135.64,136.76,135.4176,136.03,44450513,43.81177921243215,1.7317897532809456,1.5305923661545136,,0.14341799954417805,2,1,,-0.7351309485396001,-1.0892740205264462,2U,22_bull_reversal,,,,-0.23413858760912376,0.21980407746362385,-0.4539426650727476,6.261826889968859,0.10706355457676463,,136.95,12.04
IWM,2017-05-22,136.26,137.2,136.16,136.95,20007659,47.79339393063698,1.6916619137608773,0.7057396368808918,,0.1379655059888776,3,0,,-0.051031627152191304,-0.38044146708675985,2U,22_bull_continuation,,,,-0.24425915628262374,0.12699143071437433,-0.3712505869969981,6.387971195922717,0.2742632275924475,,137.4,10.93
IWM,2017-05-23,137.29,137.69,136.35,137.4,16681423,49.67198863141572,1.6665432056351006,0.6055753675394596,,0.1333495658545283,3,0,,0.22178716997843156,-0.04804933427346496,2U,22_bull_continuation,,,,-0.2135073607273057,0.05889167242603833,-0.272399033153344,6.200197093636575,0.36314951167103854,,137.49,10.72
